N	2gram	Tiupa_Hudo	Dialekti
1	и не	16	120
2	по себе	2	79
3	а не	13	78
4	и в	23	77
5	точки зрения	11	72
6	может быть	19	71
7	не только	20	66
8	то что	5	59
9	не может	9	53
10	с точки	3	46
11	потому что	3	45
12	не просто	2	44
13	как бы	11	43
14	ни в	5	42
15	и что	4	42
16	вовсе не	2	41
17	в том	20	40
18	что такое	2	39
19	в этом	12	39
20	то же	12	39
21	в себе	13	38
22	что она	2	38
23	том что	9	37
24	что он	5	37
25	прежде всего	5	37
26	это не	4	36
27	что в	7	34
28	в нем	6	34
29	того что	5	33
30	но и	14	32
31	все это	2	31
32	и как	4	30
33	отнюдь не	2	30
34	сказать что	4	30
35	так и	12	29
36	как и	3	28
37	никогда не	2	27
38	в виду	5	26
39	не в	9	26
40	сама по	2	26
41	и то	4	25
42	говорить о	4	25
43	если бы	3	24
44	в то	8	23
45	это и	2	23
46	таким образом	3	23
47	я не	2	22
48	личности и	3	21
49	в чем	2	21
50	в каком	2	20
51	только в	7	20
52	как раз	3	20
53	что и	2	20
54	о том	2	20
55	уже не	6	20
56	в таком	3	20
57	и притом	3	19
58	в своем	4	19
59	как это	7	19
60	не менее	5	19
61	и это	2	19
62	в самом	7	19
63	и его	12	19
64	с другой	9	18
65	же время	7	18
66	в основе	7	17
67	той или	5	17
68	можно сказать	6	17
69	в своей	7	16
70	к нему	3	16
71	одно и	3	16
72	об этом	2	16
73	тем не	3	16
74	и о	4	15
75	быть и	2	15
76	то в	2	15
77	но только	2	15
78	так же	2	15
79	самом деле	2	15
80	хотя и	4	15
81	личности в	4	15
82	несмотря на	2	15
83	и потому	2	14
84	и ее	3	14
85	таком случае	2	14
86	с ним	2	14
87	а именно	3	14
88	в силу	4	13
89	но в	10	13
90	отличается от	2	13
91	он не	4	13
92	собственно говоря	2	13
93	другой стороны	6	13
94	с ее	6	13
95	субъекта и	3	13
96	и к	3	13
97	могут быть	5	12
98	еще не	4	12
99	все эти	2	12
100	именно в	2	12
101	но как	2	12
102	а в	13	12
103	тем более	2	12
104	и может	2	12
105	но не	13	12
106	и тем	4	11
107	в них	2	11
108	тех или	2	11
109	в данном	4	11
110	мы имеем	6	11
111	есть в	3	11
112	или в	2	11
113	одно из	2	10
114	в душе	9	10
115	к тому	4	10
116	в ее	6	10
117	в его	11	10
118	за пределы	2	10
119	для того	5	10
120	с этой	3	10
121	и для	3	10
122	оно не	2	10
123	чтобы не	2	10
124	в их	5	10
125	в частности	18	10
126	времени и	2	10
127	в жизни	3	10
128	если мы	2	10
129	только о	2	10
130	и по	2	9
131	превращается в	2	9
132	не как	2	9
133	подобно тому	3	9
134	в этих	4	9
135	и более	2	9
136	тому как	3	9
137	в одном	3	9
138	или иной	9	9
139	была бы	3	9
140	тому что	2	9
141	с ними	2	9
142	при этом	19	9
143	случае не	2	9
144	в противоположность	3	9
145	на этом	2	9
146	и на	3	9
147	в отношении	4	8
148	не будет	3	8
149	не на	5	8
150	в этой	2	8
151	только и	2	8
152	того или	4	8
153	с одной	3	8
154	даже в	3	8
155	при условии	2	8
156	один из	2	8
157	но она	2	8
158	или иначе	5	8
159	этом смысле	3	8
160	себя в	8	8
161	тем самым	5	7
162	из этих	3	7
163	он должен	3	7
164	а только	4	7
165	связи с	3	7
166	в связи	3	7
167	для меня	2	7
168	со стороны	5	7
169	от себя	3	7
170	не всегда	2	7
171	не знает	4	7
172	мира и	2	7
173	и больше	2	7
174	с его	6	7
175	как в	2	7
176	заключается в	2	7
177	так или	4	7
178	в мире	24	7
179	из которых	2	7
180	то ни	2	7
181	отношения к	4	7
182	не сама	2	7
183	но он	3	7
184	еще и	2	6
185	в другом	4	6
186	отношение к	7	6
187	более или	6	6
188	того чтобы	5	6
189	при всем	2	6
190	себя и	3	6
191	никто не	3	6
192	одна из	2	6
193	в которой	3	6
194	по своей	7	6
195	ни к	2	6
196	в себя	4	6
197	его в	4	6
198	и прежде	3	6
199	о чем	3	6
200	или менее	6	6
201	по своему	3	6
202	одной стороны	3	6
203	этой точки	2	6
204	более не	2	6
205	с их	2	6
206	во всех	3	6
207	дело не	2	6
208	я и	7	6
209	в коем	2	6
210	для него	5	6
211	не с	2	6
212	ее в	2	6
213	коем случае	2	6
214	мог бы	3	6
215	во времени	4	5
216	тот кто	2	5
217	речь идет	2	5
218	жизнь личности	2	5
219	которая не	2	5
220	не является	5	5
221	например в	4	5
222	их в	3	5
223	личности с	2	5
224	из этого	2	5
225	тем или	2	5
226	говоря о	3	5
227	в области	8	5
228	в одно	2	5
229	это может	2	5
230	во мне	2	5
231	в качестве	31	5
232	одного и	3	5
233	отношении к	3	5
234	я думаю	2	5
235	он и	2	5
236	в той	3	5
237	не обязательно	3	5
238	только лишь	2	4
239	человека и	2	4
240	о себе	2	4
241	личности как	2	4
242	объекта и	3	4
243	бы то	2	4
244	и эстетической	2	4
245	у него	2	4
246	к жизни	2	4
247	субъект и	2	4
248	я с	5	3
249	видим в	2	3
250	сознания в	4	3
251	с чем	2	3
252	должен быть	2	3
253	от своего	2	3
254	к своему	2	3
255	мире и	2	3
256	отличие от	7	3
257	в искусстве	9	3
258	а с	2	3
259	одной из	2	3
260	идет о	2	3
261	что можно	3	3
262	место в	5	3
263	в данный	2	3
264	не могли	2	3
265	здесь не	2	3
266	ту или	2	3
267	говорит что	2	3
268	лишь в	7	3
269	далеко не	4	3
270	или иных	2	3
271	на почве	4	3
272	я в	13	3
273	или иную	2	3
274	образом и	2	3
275	в свою	3	3
276	нового времени	2	3
277	вслед за	2	3
278	для себя	4	3
279	это тоже	2	3
280	так в	4	3
281	к другому	2	3
282	во всей	3	3
283	особого рода	8	3
