N	2gram	Losev_Prob	Tvorches
1	и в	62	56
2	как бы	11	41
3	в его	10	37
4	в то	18	30
5	то же	23	25
6	не только	33	24
7	но в	17	24
8	то есть	63	23
9	и его	12	23
10	и не	56	23
11	а в	9	23
12	как и	15	23
13	и т	20	22
14	в этом	25	22
15	в том	35	21
16	что в	11	21
17	том что	25	19
18	он не	10	19
19	может быть	39	19
20	потому что	40	19
21	то что	42	18
22	что он	16	17
23	все это	9	17
24	т д	20	17
25	и на	4	17
26	таким образом	13	17
27	никогда не	7	16
28	прежде всего	13	16
29	как в	10	16
30	при этом	9	16
31	не может	14	16
32	но и	20	16
33	xix века	2	15
34	в этой	10	15
35	но это	13	15
36	и с	11	15
37	это не	10	14
38	и даже	21	14
39	о том	14	13
40	а не	28	13
41	тем самым	9	12
42	в целом	9	12
43	в котором	3	12
44	все же	10	11
45	в своей	8	11
46	для него	4	11
47	отнюдь не	16	11
48	в конце	7	10
49	не в	21	10
50	так и	16	10
51	уже в	5	10
52	но не	6	10
53	в самом	4	10
54	когда он	2	10
55	он сам	7	10
56	только в	33	10
57	как будто	11	10
58	в нем	13	9
59	и от	11	9
60	по мнению	2	9
61	в изображении	2	9
62	в своих	2	9
63	даже в	2	8
64	так же	11	8
65	в себе	23	8
66	в их	2	8
67	не менее	24	8
68	это уже	4	8
69	так как	14	8
70	вовсе не	62	8
71	к этому	2	8
72	об этом	7	8
73	еще не	12	8
74	одним из	2	8
75	именно в	4	8
76	хотя и	9	8
77	вместе с	3	8
78	казалось бы	3	7
79	самом деле	6	7
80	в чем	5	7
81	и он	3	7
82	что она	5	7
83	в которой	3	7
84	в этих	6	7
85	уже не	12	7
86	и сам	6	7
87	его в	4	6
88	героя в	2	6
89	так что	21	6
90	и все	13	6
91	не столько	2	6
92	все эти	14	6
93	и ее	7	6
94	хотя бы	6	6
95	и как	4	6
96	если бы	9	6
97	еще более	3	6
98	с ним	11	6
99	своих героев	2	6
100	бы не	2	5
101	ничего не	4	5
102	не имеют	4	5
103	но если	12	5
104	и у	2	5
105	однако это	6	5
106	но эта	4	5
107	как он	2	5
108	в виде	20	5
109	в своем	7	5
110	а с	2	5
111	не так	8	5
112	в них	6	5
113	и это	11	5
114	у пушкина	9	5
115	у гоголя	9	5
116	значит что	13	5
117	что не	4	5
