N	2gram	Losev_Prob	Morfolog
1	и т	13	62
2	может быть	29	61
3	т д	12	60
4	и пр	4	45
5	таким образом	9	26
6	т е	2	25
7	действующих лиц	2	22
8	могут быть	2	21
9	так как	16	20
10	мы имеем	3	19
11	не может	18	19
12	в этом	30	18
13	в этих	7	17
14	представляет собой	2	17
15	и в	64	17
16	и не	63	16
17	мы видим	2	15
18	этих случаях	4	15
19	перед нами	7	14
20	с этим	7	14
21	прежде всего	17	14
22	по существу	2	13
23	при помощи	21	12
24	и др	2	12
25	связи с	8	12
26	а не	21	11
27	вопрос о	4	10
28	но если	6	10
29	мы увидим	3	10
30	то же	10	10
31	в том	19	10
32	то что	72	10
33	так и	17	10
34	что в	21	10
35	что и	2	10
36	в связи	7	10
37	этом случае	6	10
38	все же	7	9
39	но и	23	9
40	с другой	8	9
41	не только	37	8
42	в тех	2	8
43	в результате	6	8
44	но не	13	8
45	а в	7	8
46	мы не	6	8
47	в качестве	3	8
48	как мы	10	8
49	не могут	6	7
50	том что	26	7
51	если в	2	7
52	тем не	25	7
53	не менее	26	7
54	как это	7	7
55	а также	6	7
56	и здесь	8	7
57	точки зрения	5	7
58	один из	7	7
59	потому что	24	7
60	это не	7	6
61	но это	11	6
62	не все	4	6
63	во всех	9	6
64	и как	10	6
65	или в	5	6
66	увидим ниже	2	6
67	также и	22	6
68	подобно тому	2	6
69	в нашем	3	6
70	о том	25	6
71	если мы	16	6
72	большей частью	5	6
73	с точки	3	6
74	может считаться	2	6
75	как бы	18	6
76	вовсе не	60	6
77	одна из	4	5
78	ничего не	20	5
79	и ее	9	5
80	хотя бы	15	5
81	не будем	5	5
82	мы можем	8	5
83	было бы	16	5
84	об этом	10	5
85	то мы	2	5
86	со стороны	2	5
87	что он	11	5
88	как в	5	5
89	то это	3	5
90	далеко не	9	5
91	тому что	6	5
92	прежде чем	3	5
93	к тому	5	5
94	из которых	2	5
95	между тем	3	5
96	видно что	2	5
97	другой стороны	7	5
98	между собой	5	5
99	на его	2	5
100	тому как	3	5
101	в других	5	5
102	все эти	15	5
103	что они	5	5
104	он не	5	5
105	в первом	2	5
106	если же	4	5
107	хотя и	8	5
108	учение о	5	5
109	ясно что	7	5
110	сказать что	33	4
111	на самом	9	4
112	его в	9	4
113	независимо от	2	4
114	так же	12	4
115	в то	7	4
116	значит что	6	4
117	можно было	8	4
118	нами в	3	4
119	есть и	4	4
120	тем что	10	4
121	не является	12	4
122	еще не	18	4
123	самом деле	10	4
124	из них	3	4
125	но в	19	4
126	не хватает	2	4
127	но все	5	4
128	что его	4	4
129	и для	10	4
130	как и	7	4
131	а если	2	4
132	ни одна	2	4
133	входит в	4	4
134	уже не	9	4
135	этот вопрос	2	4
136	и к	2	4
137	смысле слова	11	4
138	несмотря на	6	4
139	того чтобы	10	4
140	о его	2	4
141	говорить о	14	4
142	никто не	2	4
143	случае не	6	4
144	от того	2	4
145	мы уже	8	4
146	первый взгляд	2	3
147	в таких	5	3
148	или не	5	3
149	как же	6	3
150	то в	6	3
151	что изучение	2	3
152	время как	2	3
153	утверждать что	2	3
154	мы должны	5	3
155	но как	11	3
156	здесь не	9	3
157	в настоящее	17	3
158	в которой	2	3
159	то ни	3	3
160	вопроса о	3	3
161	том случае	2	3
162	это было	3	3
163	даже не	3	3
164	что это	4	3
165	от другого	4	3
166	и их	4	3
167	но есть	2	3
168	только что	2	3
169	если бы	8	3
170	в виде	20	3
171	не значит	4	3
172	на первый	5	3
173	есть нечто	13	3
174	кроме того	7	3
175	и тем	16	3
176	он должен	2	3
177	не в	6	3
178	можно будет	3	3
179	для того	10	3
180	и при	4	3
181	у нас	31	3
182	в пределах	2	3
183	того что	18	3
184	так например	2	3
185	для этой	2	3
186	ее в	2	3
187	к нему	5	3
188	на то	12	3
189	а то	2	3
190	ни в	13	3
191	что такое	23	3
192	если это	2	3
193	но мы	3	3
194	с собой	3	3
195	что при	2	3
196	заметим что	2	3
197	предметы и	2	3
198	но для	3	3
199	настоящее время	17	3
200	не существует	12	3
201	вопрос что	2	3
202	совсем не	9	3
203	и что	21	3
204	то с	9	3
205	то время	2	3
206	и тогда	2	3
207	и по	3	3
208	же в	5	3
209	и его	3	3
210	или на	3	3
211	только в	19	3
212	в сущности	2	3
213	и есть	7	3
214	и только	7	3
215	значение и	7	3
216	что эти	2	3
217	все еще	5	3
218	в этой	14	3
219	и другим	2	3
220	мы будем	3	3
221	бы то	2	3
222	с его	3	3
223	данном случае	10	2
224	в нее	2	2
225	например на	2	2
226	самого себя	2	2
227	в каком	7	2
228	ниже мы	2	2
229	в данном	16	2
230	из этих	5	2
231	том как	2	2
232	одной стороны	4	2
233	таких случаях	2	2
234	что многие	2	2
235	бы в	3	2
236	а потом	2	2
237	иное как	5	2
238	не что	5	2
239	в другом	2	2
240	и даже	19	2
241	и тот	2	2
242	сразу же	2	2
243	или менее	7	2
244	как такового	4	2
245	является функцией	2	2
246	случае если	2	2
247	является в	3	2
248	что она	8	2
249	к другу	2	2
250	роль в	2	2
251	в данной	2	2
252	нельзя было	3	2
253	д и	4	2
254	этом отношении	2	2
255	не на	4	2
256	в частности	5	2
257	только для	3	2
258	одним из	2	2
259	ничем не	2	2
260	между собою	9	2
261	относятся к	3	2
262	но такое	2	2
263	огромное значение	2	2
264	что иное	5	2
265	что ни	3	2
266	в чем	3	2
267	не знает	4	2
268	с одной	4	2
269	а потому	2	2
270	должна быть	2	2
271	или другой	6	2
272	что пока	2	2
273	но вот	2	2
274	и более	4	2
275	без такого	2	2
276	на этот	3	2
277	с тем	6	2
278	без всякой	7	2
279	и этот	4	2
280	входить в	3	2
281	сказать о	2	2
282	не имеет	8	2
283	вообще не	5	2
284	в в	2	2
285	она не	5	2
286	или по	5	2
287	более или	7	2
288	мы получаем	3	2
289	их в	6	2
290	могли бы	2	2
291	но с	2	2
292	в своих	3	2
293	здесь только	5	2
294	перейти к	4	2
295	оно не	6	2
296	быть и	5	2
297	а эта	2	2
298	в которых	4	2
299	однако все	2	2
300	а а	6	2
301	как таковой	4	2
302	однако в	2	2
303	от других	3	2
304	с другими	6	2
305	для нас	11	2
306	очень много	3	2
307	что мы	23	2
308	что же	18	2
309	или вообще	6	2
310	точно так	7	2
311	что этот	2	2
312	всяком случае	11	2
313	до наших	3	2
314	как они	3	2
315	чтобы его	2	2
316	друг к	2	2
317	других случаях	2	2
318	и больше	2	2
319	должны быть	2	2
320	что эта	2	2
321	все это	11	2
322	в основе	4	2
323	как будто	6	2
324	например в	2	2
325	можно сказать	9	2
326	но оно	2	2
327	момент в	2	2
328	это мы	2	2
329	для него	2	2
330	во всяком	18	2
331	без всякого	5	2
332	по своему	14	2
333	тем же	2	2
334	тем и	3	2
335	того как	3	2
