N	2gram	Bakhtin_Fr	formyVre
1	и в	73	148
2	в этом	21	73
3	то есть	36	70
4	в романе	10	58
5	в нем	18	51
6	прежде всего	18	46
7	и не	13	37
8	в его	18	36
9	и его	18	36
10	вовсе не	11	35
11	но и	15	33
12	то же	16	32
13	не только	11	32
14	в литературе	5	32
15	но в	12	31
16	жизни и	6	31
17	так и	13	29
18	времени в	2	27
19	может быть	5	27
20	не в	12	26
21	как мы	19	26
22	у рабле	25	25
23	как и	19	25
24	как бы	15	25
25	мы уже	25	24
26	точки зрения	6	24
27	в то	14	23
28	человека в	3	23
29	времени и	2	23
30	только в	7	23
31	то что	12	22
32	в том	13	22
33	все эти	24	21
34	связи с	5	21
35	во всех	13	21
36	же время	12	21
37	в основном	2	19
38	в своем	13	19
39	и др	12	19
40	и для	8	19
41	и на	12	19
42	у него	13	18
43	и все	19	18
44	по существу	8	18
45	еще не	3	18
46	таким образом	34	18
47	человека и	3	17
48	с этим	4	17
49	те же	3	17
50	при этом	5	17
51	так как	9	17
52	в особенности	5	17
53	все же	2	16
54	кн i	2	16
55	того же	7	16
56	и во	4	16
57	в связи	3	16
58	в основе	3	16
59	не может	4	16
60	и их	5	16
61	новой жизни	2	16
62	никогда не	6	15
63	в разных	2	15
64	кн ii	9	15
65	в них	14	15
66	лишь в	2	15
67	так сказать	5	15
68	i гл	2	15
69	в дальнейшем	3	15
70	в одном	5	15
71	с точки	4	15
72	с его	5	15
73	вместе с	9	15
74	так же	11	14
75	все это	19	14
76	всех этих	2	14
77	и как	5	14
78	в конце	9	14
79	и с	17	14
80	как раз	3	14
81	а не	2	14
82	роль в	4	13
83	в их	5	13
84	в частности	2	13
85	а в	10	13
86	рабле в	8	13
87	здесь в	9	13
88	того чтобы	2	13
89	же в	2	13
90	во время	12	13
91	как в	9	13
92	человеческого тела	11	13
93	в котором	4	13
94	в самом	9	13
95	с ним	6	13
96	ничего не	4	12
97	роста и	2	12
98	в истории	3	12
99	не было	4	12
100	исторического времени	2	12
101	время в	3	12
102	и до	14	12
103	конечно не	2	12
104	ii гл	10	12
105	и наконец	6	12
106	потому что	9	12
107	он не	4	12
108	что в	14	12
109	его в	3	11
110	и у	7	11
111	между ними	2	11
112	в образе	6	11
113	в ней	10	11
114	смерти в	4	11
115	хотя и	5	11
116	и времени	2	11
117	ни в	7	11
118	романа в	2	11
119	из них	6	11
120	уже в	9	11
121	мира и	6	11
122	смерть и	2	11
123	вещей и	2	10
124	влияние на	5	10
125	здесь не	2	10
126	в ее	6	10
127	тот же	3	10
128	кроме того	6	10
129	и другие	3	10
130	сих пор	3	10
131	также и	6	10
132	уже не	2	10
133	в большинстве	9	10
134	уже говорили	13	10
135	до сих	3	10
136	одного и	2	9
137	к себе	3	9
138	и других	3	9
139	всего в	5	9
140	на этой	4	9
141	в других	2	9
142	жизнь и	3	9
143	том что	8	9
144	должно быть	4	9
145	и даже	4	9
146	мира в	6	9
147	та же	7	9
148	и это	6	9
149	с другой	3	9
150	для него	7	9
151	но все	5	9
152	есть в	9	9
153	их в	5	9
154	оно не	2	9
155	здесь нет	3	9
156	до конца	5	8
157	это не	7	8
158	и смерть	3	8
159	и прежде	2	8
160	здесь на	3	8
161	и потому	6	8
162	к тому	2	8
163	отношение к	3	8
164	все его	3	8
165	том числе	4	8
166	и т.п	21	8
167	большинстве случаев	9	8
168	один из	5	8
169	что и	6	8
170	здесь и	5	8
171	во всяком	2	8
172	и то	3	8
173	а также	8	8
174	характер и	2	8
175	но эти	2	8
176	в результате	7	8
177	и по	4	8
178	мы еще	3	8
179	в этих	6	8
180	со всеми	4	8
181	отношению к	3	8
182	с одной	3	8
183	в мире	3	8
184	значение в	2	8
185	связанные с	4	8
186	рядом с	9	8
187	и к	6	8
188	в виду	4	8
189	во времени	2	7
190	для всех	3	7
191	в процессе	3	7
192	в себе	16	7
193	не как	2	7
194	связанных с	5	7
195	четвертой книги	3	7
196	у них	3	7
197	не знает	4	7
198	картину мира	2	7
199	того что	5	7
200	между собой	2	7
201	в той	8	7
202	место в	4	7
203	время здесь	2	7
204	было бы	5	7
205	в реальном	2	7
206	романе рабле	8	7
207	например в	8	7
208	романа рабле	5	7
209	к этому	5	7
210	и он	4	7
211	в которой	3	7
212	поэтому и	5	7
213	с ее	3	7
214	этом отношении	3	7
215	в эпизоде	10	7
216	в главе	5	7
217	еще более	4	7
218	в форме	6	7
219	в себя	3	7
220	в последующие	2	7
221	но он	8	7
222	во рту	8	6
223	все они	7	6
224	в отношении	6	6
225	не могут	3	6
226	еще вернемся	2	6
227	и ее	2	6
228	есть и	4	6
229	есть не	2	6
230	но эта	2	6
231	здесь как	2	6
232	одной из	5	6
233	с тем	2	6
234	более того	3	6
235	панурга о	3	6
236	на новой	2	6
237	ту же	3	6
238	одной стороны	3	6
239	в основу	2	6
240	уже сказали	2	6
241	человеческого рода	2	6
242	мы видим	13	6
243	характерно что	4	6
244	в качестве	11	6
245	во всей	2	6
246	человеческое тело	4	6
247	входят в	3	6
248	сказать что	4	6
249	рабле и	15	6
250	только и	2	6
251	до нас	10	6
252	тех же	2	6
253	в начале	4	6
254	особенно в	2	6
255	мы не	2	6
256	превращения в	2	6
257	мы находим	3	6
258	пространства и	2	6
259	на первый	2	6
260	в сущности	8	6
261	от смеха	3	6
262	о том	13	6
263	именно в	4	6
264	все что	5	6
265	имеем в	2	6
266	в эпоху	13	6
267	в которых	3	6
268	поэтому все	2	6
269	в различных	2	6
270	слова и	2	6
271	в совершенно	2	6
272	с помощью	11	6
273	во все	3	5
274	следовательно и	2	5
275	о чем	2	5
276	и вообще	3	5
277	и через	2	5
278	понятно что	2	5
279	здесь это	2	5
280	эти образы	5	5
281	только на	2	5
282	так что	2	5
283	ничем не	3	5
284	например у	2	5
285	последующие эпохи	2	5
286	эти моменты	2	5
287	xix века	2	5
288	одно из	2	5
289	от этого	3	5
290	в него	4	5
291	рабле не	6	5
292	они не	2	5
293	пространстве и	3	5
294	все основные	3	5
295	тела и	7	5
296	но здесь	2	5
297	что все	3	5
298	здесь же	2	5
299	не были	5	5
300	с ними	4	5
301	не на	5	5
302	что они	2	5
303	тела в	9	5
304	всего этого	3	5
305	в этой	18	5
306	отсюда и	2	5
307	одно и	2	5
308	и от	10	5
309	числе и	2	5
310	почти вовсе	3	5
311	мы имеем	2	5
312	в своей	4	5
313	в это	3	5
314	громадное влияние	2	5
315	об этом	2	5
316	тем что	8	5
317	они как	3	5
318	с этой	4	5
319	было и	2	5
320	но они	3	5
321	почти все	2	5
322	в средние	9	5
323	первый план	2	5
324	конечно и	4	5
325	не имеет	4	5
326	далеко не	2	5
327	он может	3	5
328	мы встречаем	3	5
329	места в	2	5
330	здесь дается	2	5
331	характер носит	6	5
332	новое и	2	5
333	точка зрения	2	5
334	или в	5	5
335	нового времени	5	5
336	как его	2	5
337	той же	9	5
338	вполне понятно	2	5
339	даже в	4	4
340	наконец и	2	4
341	осла в	2	4
342	перед нами	5	4
343	от него	3	4
344	в одной	5	4
345	по себе	2	4
346	в эпосе	2	4
