N	2gram	Vygotskiy_	NovoeSre
1	а не	18	17
2	и в	55	16
3	не может	30	16
4	совсем не	3	12
5	и не	24	11
6	и есть	5	10
7	что в	39	9
8	жизни и	5	8
9	как не	2	8
10	в том	55	8
11	он не	8	8
12	не будет	4	7
13	может быть	35	7
14	как и	25	7
15	в новой	2	7
16	в этом	21	7
17	это есть	6	7
18	никогда не	13	6
19	ни в	9	6
20	не в	19	6
21	но это	3	6
22	с его	3	6
23	не только	25	5
24	в жизни	5	5
25	должен быть	2	5
26	все это	11	5
27	в нем	5	5
28	с ее	3	5
29	в ней	3	5
30	и к	5	5
31	должно быть	2	4
32	по своему	2	4
33	в них	4	4
34	и для	9	4
35	не имеет	3	4
36	прежде всего	5	4
37	не менее	9	4
38	не было	5	4
39	и потому	2	4
40	и мы	6	4
41	то что	47	4
42	о том	11	4
43	потому что	27	4
44	и все	8	4
45	быть может	2	4
46	смысле слова	4	3
47	тому как	10	3
48	но и	12	3
49	к жизни	2	3
50	подобно тому	7	3
51	с другой	7	3
52	не значит	2	3
53	в ее	7	3
54	она не	6	3
55	к тому	8	3
56	что такое	2	3
57	в своей	6	3
58	еще не	2	3
59	к ним	4	3
60	человека и	3	3
61	должна быть	3	3
62	как в	17	3
63	конечно не	2	3
64	не есть	4	3
65	за пределы	2	3
66	сказать что	12	3
67	во всех	4	3
68	вопрос о	3	3
69	не существует	4	3
70	наряду с	3	3
71	не означает	2	3
72	в основе	13	3
73	с тем	11	3
74	в одну	2	2
75	время как	6	2
76	зависит от	2	2
77	в себе	6	2
78	что она	11	2
79	к более	2	2
80	как будто	10	2
81	и с	5	2
82	одна из	5	2
83	том чтобы	9	2
84	формы и	11	2
85	но не	5	2
86	что все	10	2
87	думать что	3	2
88	и от	4	2
89	в русском	4	2
90	не могли	4	2
91	роль в	4	2
92	того чтобы	13	2
93	и это	6	2
94	хотя бы	4	2
95	и заключается	4	2
96	когда мы	4	2
97	же как	8	2
98	а в	10	2
99	все время	6	2
100	но в	5	2
101	том что	30	2
102	в обществе	3	2
103	не к	2	2
104	мысли в	3	2
105	и на	6	2
106	с этим	7	2
107	есть в	7	2
108	и что	28	2
109	ли это	3	2
110	все эти	7	2
111	мы не	15	2
112	в смысле	3	2
113	можно было	4	2
114	это и	3	2
115	переходе от	2	2
116	у него	4	2
117	времени и	2	2
118	уже не	3	2
119	по существу	6	2
120	как это	8	2
121	другой стороны	7	2
122	так же	29	2
123	так и	6	2
124	могут быть	15	2
125	одной стороны	7	2
126	такой же	9	2
127	быть в	2	2
128	в то	8	2
129	который в	3	2
130	хотя и	3	2
131	мысли и	2	2
132	мы говорим	2	2
133	этом смысле	3	2
134	с одной	6	2
135	том и	4	2
136	и даже	11	2
137	сильнее и	2	2
138	вместе с	10	2
