N	2gram	Vygotskiy_	KFilosof
1	может быть	34	45
2	в его	8	42
3	в нем	13	32
4	не может	15	29
5	и не	19	28
6	и в	55	28
7	по отношению	3	26
8	в котором	5	24
9	отношению к	2	22
10	не есть	4	22
11	в себе	13	21
12	и его	10	18
13	только в	12	18
14	в своем	12	17
15	в ее	3	17
16	а не	16	17
17	в этом	30	15
18	не в	12	13
19	для него	5	13
20	точки зрения	15	13
21	но не	9	12
22	и это	13	12
23	ни в	5	12
24	в своей	8	11
25	во всех	6	11
26	все эти	5	11
27	это не	9	10
28	в целом	7	10
29	от себя	2	10
30	и для	13	10
31	все это	8	10
32	с точки	5	10
33	и есть	7	10
34	в их	3	9
35	но и	16	9
36	как бы	33	9
37	и все	15	9
38	себя в	4	8
39	если бы	21	8
40	не было	2	8
41	со стороны	3	8
42	жизни и	8	8
43	было бы	15	8
44	в себя	2	8
45	и здесь	11	7
46	должен быть	3	7
47	совершенно не	11	7
48	то что	69	7
49	конечно не	3	7
50	и только	5	7
51	что и	11	7
52	во всем	3	7
53	вовсе не	8	7
54	должно быть	6	6
55	в том	50	6
56	но все	5	6
57	не имеет	2	6
58	и их	3	6
59	и действительно	2	6
60	но это	2	6
61	он не	10	6
62	никогда не	15	5
63	его в	2	5
64	все же	11	5
65	не только	24	5
66	мы имеем	10	5
67	но как	3	5
68	хотя бы	5	5
69	то же	16	5
70	но ведь	2	5
71	еще не	6	5
72	не знает	2	5
73	а в	7	5
74	но в	7	5
75	как и	9	5
76	именно в	9	5
77	в одном	5	5
78	там где	6	5
79	себя и	3	5
80	с ним	4	5
81	в основе	9	5
82	в каком	7	4
83	что это	15	4
84	нет в	2	4
85	том что	46	4
86	нисколько не	3	4
87	что в	43	4
88	могла бы	4	4
89	не как	3	4
90	времени и	5	4
91	чем не	2	4
92	о нем	3	4
93	прежде всего	6	4
94	здесь мы	2	4
95	могло бы	4	4
96	в своих	9	4
97	для нас	9	4
98	при этом	11	4
99	места и	2	4
100	должна быть	2	4
101	между тем	4	4
102	до конца	7	3
103	ничего не	4	3
104	в то	6	3
105	на самом	9	3
106	от него	5	3
107	всех этих	3	3
108	в каждом	2	3
109	в другом	3	3
110	котором мы	3	3
111	от того	6	3
112	это и	7	3
113	события в	3	3
114	тем что	8	3
115	и тем	6	3
116	та же	6	3
117	нигде не	2	3
118	для того	45	3
119	самом деле	17	3
120	тем как	2	3
121	в виду	5	3
122	себе и	4	3
123	и тот	2	3
124	в корне	2	3
125	нет и	2	3
126	и этот	2	3
127	смысл в	2	3
128	и ни	4	3
129	только с	3	3
130	о том	24	3
131	что этот	3	3
132	в ней	5	3
133	в свою	3	3
134	могут быть	8	3
135	этом смысле	4	3
136	и та	5	3
137	и совершенно	8	3
138	и на	12	3
139	что не	5	3
140	ближе к	2	3
141	того что	12	3
142	мы не	8	3
143	той или	2	3
144	и может	3	3
145	был бы	8	3
146	жизни но	3	3
147	из его	4	3
148	рядом с	6	3
149	на язык	2	3
150	не имеем	2	3
151	тот же	5	3
152	не дает	2	3
153	быть и	2	3
154	ясно что	10	3
155	и то	12	2
156	кажется что	2	2
157	для этого	12	2
158	и мы	28	2
159	или иной	2	2
160	и потому	8	2
161	к которой	4	2
162	в данном	4	2
163	ли это	3	2
164	его с	2	2
165	содержание и	4	2
166	его на	2	2
167	и эта	2	2
168	дело в	4	2
169	не потому	2	2
170	и отсюда	3	2
171	к этому	5	2
172	вопрос о	6	2
173	это было	4	2
174	в это	2	2
175	из нее	2	2
176	и конечно	3	2
177	и как	10	2
178	если я	2	2
179	оба эти	3	2
180	себя за	2	2
181	в виде	3	2
182	а как	3	2
183	и других	2	2
184	все они	2	2
185	были бы	3	2
186	это только	5	2
187	в области	2	2
188	а с	7	2
189	одного и	2	2
190	даны в	2	2
191	герой и	2	2
192	что он	30	2
193	из которых	5	2
194	и за	4	2
195	нами в	2	2
196	все остальное	2	2
197	так и	6	2
198	жизнь и	2	2
199	его и	2	2
200	что есть	3	2
201	едва ли	3	2
202	в жизни	2	2
203	с тем	10	2
204	вытекает из	2	2
205	как в	4	2
206	думать что	3	2
207	в него	5	2
208	одна и	2	2
209	в сознании	2	2
210	тому что	11	2
211	дело с	5	2
212	в ту	2	2
213	он может	3	2
214	гораздо более	3	2
215	и смысл	3	2
216	не из	2	2
217	еще более	2	2
218	ни одна	2	2
219	оно не	2	2
220	которой все	2	2
221	если не	2	2
222	и именно	8	2
223	и ясно	3	2
224	один из	9	2
225	по себе	13	2
226	мысль и	2	2
227	и просто	3	2
228	потому что	48	2
229	совсем не	3	2
230	и под	3	2
231	не будет	3	2
232	того чтобы	43	2
233	содержания и	4	2
234	и того	2	2
235	сводится к	7	2
236	и когда	12	2
237	что эта	8	2
238	и эти	3	2
239	именно на	6	2
240	в качестве	2	2
241	же время	2	2
242	это есть	3	2
243	быть не	2	2
244	дело здесь	2	2
245	в этой	15	2
246	мы получим	2	2
247	с его	6	2
