N	3gram	Bakhtin_Fr	Myshleni
1	в том что	8	133
2	с точки зрения	5	89
3	для того чтобы	8	78
4	с одной стороны	2	39
5	так же как	4	39
6	с самого начала	3	36
7	друг с другом	2	35
8	то же самое	3	31
9	в этом отношении	7	30
10	можно было бы	2	28
11	с другой стороны	2	26
12	вместе с тем	2	26
13	о том что	5	25
14	не может быть	4	23
15	в то время	3	22
16	можно сказать что	4	21
17	в самом деле	2	19
18	в отличие от	3	18
19	до сих пор	3	17
20	как мы видели	4	17
21	в связи с	5	17
22	же как и	2	17
23	в данном случае	4	15
24	мы видели что	2	14
25	мы уже говорили	7	14
26	между словом и	2	14
27	подобно тому как	2	14
28	потому что он	3	14
29	в другом месте	3	13
30	на первый план	3	12
31	и тот же	2	12
32	как мы уже	6	11
33	в том числе	6	10
34	с помощью которых	2	10
35	в самом начале	2	10
36	том числе и	3	10
37	на самом деле	4	9
38	более или менее	2	9
39	что и в	2	8
40	в первом случае	3	7
41	включает в себя	2	7
42	о том как	2	7
43	мы находим в	2	6
44	совершенно так же	2	6
45	во втором случае	3	5
46	в то же	14	5
47	и как бы	2	5
48	мысли и слова	2	5
49	мысль и слово	2	5
50	как и все	5	4
51	но и в	3	4
52	таким образом в	3	4
53	между тем как	2	4
54	после всего сказанного	2	4
55	о чем мы	2	4
56	таким образом и	2	4
57	мы видим что	2	4
58	связи с этим	3	3
59	является одним из	2	3
60	к тому же	3	3
61	первый из них	2	3
62	как и во	2	3
63	никак не может	2	3
64	и во всех	3	3
65	то же время	14	3
66	и не могут	2	3
67	в известной мере	5	3
68	дело в том	4	3
69	так как они	3	3
70	хотя бы в	2	3
71	во всех этих	2	2
72	у нее нет	2	2
73	потому что она	2	2
74	до известной степени	4	2
75	только для того	2	2
76	точки зрения на	2	2
77	как бы в	2	2
78	со всеми другими	2	2
79	в большинстве случаев	5	2
80	на самом же	4	2
81	самом же деле	4	2
82	в чем же	3	2
83	здесь как и	2	2
84	и с точки	2	2
85	не только для	2	2
