N	2gram	Losev_Prob	Freidism
1	и не	29	34
2	таким образом	20	34
3	точки зрения	17	31
4	не может	6	30
5	может быть	11	28
6	и в	48	28
7	в этом	31	28
8	прежде всего	15	26
9	в его	19	25
10	и его	11	22
11	мы можем	5	20
12	с помощью	2	20
13	как бы	10	19
14	как мы	5	18
15	то что	26	17
16	вовсе не	18	16
17	так как	10	15
18	с точки	13	15
19	все эти	12	15
20	самом деле	3	14
21	так и	15	14
22	в своей	29	14
23	с ним	4	14
24	во всех	2	13
25	и все	12	13
26	но в	17	13
27	как и	10	13
28	по отношению	2	13
29	и потому	4	12
30	том что	29	12
31	то же	6	12
32	что он	12	12
33	мы видели	2	12
34	ни в	17	12
35	в самом	7	12
36	и наконец	4	12
37	для него	2	12
38	все это	8	12
39	сказать что	13	11
40	его в	9	11
41	отношению к	2	11
42	только в	21	11
43	никогда не	7	10
44	и с	10	10
45	не только	28	10
46	но и	21	10
47	не в	16	10
48	он не	4	10
49	в том	25	10
50	мы уже	2	10
51	все что	2	10
52	один из	2	10
53	тот же	6	10
54	конечно не	2	10
55	могут быть	2	9
56	к этому	2	9
57	к нему	3	9
58	в чем	3	9
59	уже не	12	9
60	и на	9	9
61	мы не	7	9
62	а не	7	9
63	во всяком	7	9
64	с его	3	9
65	все же	12	8
66	с этим	3	8
67	было бы	12	8
68	по мнению	3	8
69	еще не	4	8
70	а в	8	8
71	в ней	4	8
72	всяком случае	6	8
73	при этом	6	8
74	не могут	3	7
75	до конца	4	7
76	в жизни	4	7
77	в то	6	7
78	в себе	7	7
79	что в	12	7
80	и ее	2	7
81	хотя бы	11	7
82	и для	11	7
83	отношение к	3	7
84	не является	2	7
85	того что	8	7
86	и у	8	7
87	но не	12	7
88	с самого	3	7
89	об этом	11	7
90	в нем	8	7
91	если мы	2	7
92	и к	9	7
93	из них	4	7
94	и прежде	2	7
95	жизни и	7	7
96	в этой	14	7
97	одно из	2	6
98	на самом	2	6
99	для этого	2	6
100	мы имеем	3	6
101	из этих	2	6
102	человека и	4	6
103	всех этих	3	6
104	не менее	8	6
105	для того	4	6
106	в таком	4	6
107	и только	4	6
108	и о	9	6
109	если он	4	6
