N	2gram	Vygotskiy_	PoTuStor
1	может быть	34	17
2	и в	55	16
3	мы можем	8	9
4	и проч	2	9
5	в этом	30	9
6	и только	5	9
7	таким образом	35	9
8	прежде всего	6	9
9	и с	3	8
10	точки зрения	15	8
11	совершенно не	11	8
12	не может	15	8
13	и его	10	8
14	сказать что	14	7
15	не только	24	7
16	с его	6	7
17	и это	13	6
18	с точки	5	6
19	конечно не	3	6
20	самом деле	17	6
21	и к	5	6
22	для него	5	6
23	при этом	11	6
24	ни в	5	5
25	все эти	5	5
26	что такое	2	5
27	как бы	33	5
28	только для	2	5
29	нуждается в	3	5
30	еще не	6	5
31	в него	5	5
32	как мы	6	4
33	и на	12	4
34	все это	8	4
35	на самом	9	4
36	его в	2	4
37	в его	8	4
38	но и	16	4
39	и не	19	4
40	и все	15	4
41	но в	7	4
42	с самого	5	4
43	в этой	15	4
44	но мы	4	4
45	и наконец	5	4
46	так как	20	4
47	и их	3	4
48	и может	3	4
49	только в	12	4
50	в нем	13	4
51	хотя бы	5	4
52	можно сказать	4	4
53	так и	6	4
54	самого начала	5	4
55	и даже	4	4
56	едва ли	3	3
57	что в	43	3
58	жизни и	8	3
59	и теперь	2	3
60	и как	10	3
61	и потому	8	3
62	а в	7	3
63	в том	50	3
64	их в	4	3
65	по сравнению	4	3
66	и вот	7	3
67	быть это	2	3
68	между ними	2	3
69	в области	2	3
70	чувств и	6	3
71	те же	3	3
72	до сих	9	3
73	только на	4	3
74	и есть	7	3
75	во время	4	3
76	сравнению с	4	3
77	в этих	3	3
78	чем не	2	3
79	в конечном	2	3
80	отношения к	2	3
81	как это	16	3
82	то что	69	3
83	во всех	6	3
84	могут быть	8	3
85	сих пор	9	3
86	на язык	2	3
87	вместе с	16	3
88	в одном	5	3
89	этом смысле	4	3
90	и др	2	3
91	на этом	11	3
92	мы знаем	4	3
93	во всяком	2	3
94	том что	46	3
95	в основе	9	3
96	один из	9	2
97	никогда не	15	2
98	для нас	9	2
99	что мы	12	2
100	мы видим	13	2
101	на них	3	2
102	в них	7	2
103	здесь же	2	2
104	не можем	8	2
105	в жизни	2	2
106	эмоций и	5	2
107	и действительно	2	2
108	кажется что	2	2
109	в каком	7	2
110	для этого	12	2
111	и вообще	2	2
112	же как	4	2
113	и для	13	2
114	совсем не	3	2
115	и этот	2	2
116	что не	5	2
117	нам кажется	6	2
118	все то	6	2
119	что это	15	2
120	к следующему	2	2
121	этой теории	2	2
122	что и	11	2
123	ее в	2	2
124	на первый	2	2
125	не существует	3	2
126	и мы	28	2
127	было бы	15	2
128	не могут	4	2
129	сводится к	7	2
130	и других	2	2
131	чувства и	7	2
132	о том	24	2
133	то же	16	2
134	они не	3	2
135	с этим	4	2
136	как и	9	2
137	что он	30	2
138	сделать это	3	2
139	так же	19	2
140	того же	5	2
141	но ведь	2	2
142	и таким	3	2
143	в своей	8	2
144	мы не	8	2
145	себя и	3	2
146	это делает	3	2
147	из этих	4	2
148	но как	3	2
149	в самом	18	2
150	находится в	2	2
151	знаем что	5	2
152	с этой	5	2
153	в частности	6	2
154	и вся	4	2
155	он не	10	2
156	у него	9	2
157	ту же	3	2
158	если мы	24	2
159	и о	5	2
160	оно не	2	2
161	не есть	4	2
162	к другим	2	2
163	в душе	2	2
164	к этому	5	2
165	что на	6	2
166	конечном счете	2	2
167	нем нет	3	2
168	нет и	2	2
169	меньше всего	4	2
170	с помощью	3	2
171	не знает	2	2
172	в пределах	3	2
173	что оно	12	2
174	и так	4	2
175	почти не	2	2
176	мы уже	7	2
177	не будет	3	2
178	с ним	4	2
179	на протяжении	2	2
180	все и	2	2
181	между собой	2	2
182	но это	2	2
