N	2gram	Voloshinov	KulturaY
1	и в	16	84
2	в том	3	74
3	не только	7	60
4	точки зрения	8	59
5	в этом	9	57
6	было бы	2	53
7	и не	4	52
8	может быть	17	47
9	том что	3	44
10	что в	3	44
11	в самом	2	41
12	самом деле	6	37
13	хотя бы	4	37
14	так как	4	36
15	с точки	6	36
16	в области	3	34
17	таким образом	9	33
18	прежде всего	9	30
19	в его	4	30
20	и пр	12	30
21	не менее	2	28
22	все эти	5	28
23	не может	8	25
24	то что	3	25
25	еще не	5	24
26	так и	4	23
27	то же	2	23
28	только в	4	23
29	с помощью	2	23
30	во всяком	3	20
31	но и	4	20
32	что он	2	19
33	но в	4	19
34	о том	2	19
35	всяком случае	3	19
36	все это	4	18
37	как бы	5	18
38	и с	8	18
39	вместе с	3	18
40	как это	3	17
41	что это	2	17
42	что не	2	16
43	что и	2	16
44	один из	2	15
45	а в	3	15
46	при этом	6	15
47	в них	2	14
48	как мы	4	14
49	сказать что	7	14
50	сих пор	3	14
51	что такое	5	14
52	если мы	2	14
53	и на	4	14
54	до сих	3	14
55	не могут	2	13
56	крайней мере	3	13
57	по крайней	3	13
58	в пределах	2	13
59	в этой	4	13
60	для нас	2	13
61	и его	8	13
62	для этого	2	12
63	с этой	2	12
64	того же	2	12
65	могут быть	3	12
66	говорить о	2	12
67	те же	3	11
68	из этих	2	11
69	в нем	4	11
70	совершенно не	8	11
71	он не	2	11
72	в каком	2	10
73	так же	2	10
74	к этому	2	10
75	они не	2	10
76	в общем	3	10
77	как и	2	10
78	ту же	2	10
79	тех же	3	10
80	с этим	2	10
81	этом смысле	3	10
82	конечно не	6	10
83	и для	2	9
84	в своей	2	9
85	можно сказать	4	9
86	но это	2	9
87	и вот	3	9
88	ни в	5	9
89	что мы	2	9
90	и есть	3	9
91	на самом	4	8
92	в частности	2	8
93	а потому	4	8
94	что на	2	8
95	в чем	5	8
96	и о	2	8
97	с его	7	8
98	и как	3	8
99	в этих	3	8
100	не есть	2	8
101	отнюдь не	4	8
102	и потому	3	7
103	не знает	2	7
104	с ними	4	7
105	есть в	2	7
106	с ним	2	7
107	в одном	3	7
108	сводится к	2	7
109	только как	3	7
110	учение о	3	7
111	нуждается в	5	6
112	на этом	3	6
113	мы знаем	3	6
114	в свое	2	6
115	может иметь	2	6
116	на этой	3	6
117	что оно	2	6
118	не на	2	6
119	на язык	3	6
120	только то	2	6
121	за пределы	2	6
122	мы не	2	6
123	только для	5	6
124	оно не	2	6
125	на основе	2	6
126	никогда не	2	5
127	в конечном	3	5
128	в область	2	5
129	и к	6	5
130	а на	2	5
131	к себе	3	5
132	по своему	2	5
133	что можно	2	5
134	но как	2	5
135	пр и	3	5
136	и даже	4	5
137	как не	2	5
138	я и	6	5
139	у него	2	5
140	на протяжении	2	5
141	отношение к	5	5
142	и их	4	5
143	и только	9	5
144	его в	4	4
145	для меня	2	4
146	в науке	2	4
147	и все	4	4
148	если б	3	4
149	между ними	3	4
150	аналогии с	2	4
151	же как	2	4
152	по сравнению	3	4
153	конечном счете	2	4
154	и по	2	4
155	мы можем	9	4
156	и содержание	2	4
157	но ведь	2	4
158	отношения к	3	4
159	связанные с	2	4
160	и это	6	4
161	но мы	4	3
162	и говорить	2	3
163	и мы	2	3
164	в одно	2	3
165	в него	5	3
166	к ним	2	3
167	большинстве случаев	3	3
168	на них	2	3
169	в начале	2	3
170	и может	4	3
171	во время	3	3
172	даже не	3	3
173	но зато	2	3
174	только и	2	3
175	по аналогии	2	3
176	нет и	2	3
177	мысли и	4	3
178	между собою	2	3
179	для него	6	3
180	знаем что	2	3
181	все что	4	3
182	в большинстве	3	3
183	меньше всего	2	3
184	и действительно	2	3
185	с их	3	3
186	таким путем	2	2
187	путь к	2	2
188	и через	2	2
189	связанных с	2	2
190	есть и	2	2
191	в основном	3	2
192	нет никаких	2	2
193	и др	3	2
194	никаких оснований	3	2
195	за счет	2	2
196	жизни и	3	2
197	в систему	2	2
198	находится в	2	2
199	потому и	2	2
200	а может	2	2
201	на этих	2	2
202	ее в	2	2
203	социального и	2	2
204	с другими	3	2
205	сознания и	2	2
206	поэтому и	2	2
207	ни было	2	2
208	и значение	3	2
209	едва ли	3	2
210	с историей	2	2
211	в жизни	2	2
212	и так	2	2
213	вообще не	2	2
214	не будет	2	2
215	и вообще	2	2
216	не можем	2	2
217	и теперь	3	2
218	сравнению с	3	2
219	но оно	3	2
220	момент в	2	2
221	как с	2	2
