N	2gram	Losev_Prob	SlovoVZh
1	не может	6	16
2	точки зрения	17	14
3	может быть	11	14
4	и его	11	13
5	как бы	10	13
6	и в	48	12
7	таким образом	20	12
8	в нашем	5	11
9	отношению к	2	11
10	по отношению	2	11
11	и не	29	10
12	так как	10	9
13	если бы	2	9
14	прежде всего	15	8
15	для нас	14	7
16	сказать что	13	7
17	все время	5	6
18	при этом	6	6
19	в том	25	6
20	в нем	8	6
21	только в	21	6
22	с помощью	2	6
23	в ней	4	6
24	никогда не	7	5
25	как в	3	5
26	что мы	4	5
27	в жизни	4	5
28	в виду	3	5
29	можно сказать	10	5
30	но в	17	5
31	том что	29	5
32	то же	6	5
33	как и	10	5
34	хотя бы	11	5
35	а не	7	5
36	то что	26	5
37	отнюдь не	14	5
38	в самом	7	4
39	в этом	31	4
40	не только	28	4
41	в литературе	5	4
42	на самом	2	4
43	что не	3	4
44	его в	9	4
45	и является	6	4
46	жизни и	7	4
47	не в	16	4
48	ни было	2	4
49	с другой	8	4
50	все же	12	4
51	дело в	4	4
52	к нему	3	4
53	и к	9	4
54	так и	15	4
55	и на	9	4
56	уже не	12	4
57	отношение к	3	4
58	в них	5	3
59	по себе	5	3
60	и вообще	11	3
61	о том	17	3
62	и для	11	3
63	да и	5	3
64	не к	3	3
65	он должен	2	3
66	из этого	6	3
67	и уже	2	3
68	ни в	17	3
69	все эти	12	3
70	в котором	5	3
71	бы то	4	3
72	и наконец	4	3
73	то ни	4	3
74	так же	7	3
75	в своей	29	3
76	мы не	7	3
77	конечно не	2	3
78	в себе	7	3
79	нуждается в	2	3
80	еще не	4	3
81	здесь не	12	3
82	все это	8	3
83	только на	2	3
84	когда он	3	3
85	и ее	2	3
86	между тем	2	3
87	и с	10	3
88	этой точки	2	3
89	но для	2	3
90	не менее	8	3
91	сих пор	3	3
92	с ним	4	3
93	до сих	3	3
94	и по	2	3
95	в такой	3	3
96	в художественном	2	3
97	самом деле	3	3
98	того что	8	3
99	тем не	8	3
100	художественного творчества	10	3
101	и более	3	3
102	но и	21	3
103	для него	2	3
104	ясно что	11	3
105	едва ли	13	2
106	и то	6	2
107	тем как	2	2
108	в его	19	2
109	данном случае	5	2
110	к его	5	2
111	до конца	4	2
112	что в	12	2
113	к ним	3	2
114	эта последняя	2	2
115	не так	4	2
116	в отношении	8	2
117	но тем	2	2
118	не есть	3	2
119	и притом	8	2
120	ничего не	3	2
121	общего с	2	2
122	с его	3	2
123	в атмосфере	2	2
124	что и	8	2
125	это не	8	2
126	и все	12	2
127	можно найти	6	2
128	кроме того	5	2
129	слова но	2	2
130	с точки	13	2
131	что поэт	2	2
132	но все	6	2
133	тому же	5	2
134	в своем	16	2
135	бы не	4	2
136	и вполне	7	2
137	эти и	2	2
138	в данном	6	2
139	его к	2	2
140	мы имеем	3	2
141	и что	9	2
142	в то	6	2
143	уже в	4	2
144	вместе со	2	2
145	с этой	4	2
146	в этих	3	2
147	одной стороны	5	2
148	форму и	2	2
149	и другие	4	2
150	но это	7	2
151	в настоящее	7	2
152	за его	2	2
153	он не	4	2
154	в какой	5	2
155	и потому	4	2
156	его как	2	2
157	но не	12	2
158	как это	5	2
159	на это	2	2
160	нас и	4	2
161	мы можем	5	2
162	была бы	3	2
163	ни на	2	2
164	могут быть	2	2
165	в чем	3	2
166	нет ничего	3	2
167	быть только	6	2
168	настоящее время	7	2
169	и так	3	2
170	является для	3	2
171	с одной	5	2
172	и самое	2	2
173	к этому	2	2
174	же самое	2	2
175	тогда когда	4	2
176	бы даже	4	2
177	другой стороны	8	2
178	находит в	4	2
179	в корне	2	2
180	вместе с	15	2
181	на него	3	2
182	и совершенно	2	2
