N	2gram	Losev_Prob	Myslijsy
1	потому что	24	182
2	то есть	61	142
3	и в	64	121
4	может быть	29	107
5	в том	19	103
6	то что	72	83
7	для нас	11	75
8	что в	21	73
9	и не	63	73
10	только в	19	72
11	не только	37	67
12	а не	21	67
13	таким образом	9	64
14	в языке	13	60
15	том что	26	59
16	так как	16	59
17	в этом	30	59
18	но и	23	59
19	то же	10	56
20	не в	6	54
21	если бы	8	53
22	в себе	16	53
23	не может	18	52
24	по себе	20	52
25	того что	18	47
26	в сознании	5	46
27	в нем	14	45
28	было бы	16	45
29	не есть	49	42
30	как и	7	42
31	так что	12	39
32	вместе с	4	39
33	мы не	6	38
34	что и	2	38
35	так и	17	37
36	при этом	8	37
37	как в	5	37
38	тогда когда	4	36
39	что мы	23	36
40	точно так	7	35
41	тем что	10	33
42	и что	21	32
43	а в	7	30
44	но не	13	29
45	что не	8	29
46	между тем	3	29
47	вовсе не	60	28
48	есть только	16	28
49	мы можем	8	28
50	для него	2	28
51	могут быть	2	27
52	с этим	7	27
53	и т	13	26
54	то и	7	26
55	не было	7	26
56	независимо от	2	26
57	языка и	5	25
58	между собою	9	24
59	в то	7	24
60	с тем	6	23
61	от того	2	23
62	того как	3	23
63	как бы	18	23
64	только тогда	4	22
65	но в	19	22
66	а потому	2	22
67	не имеет	8	22
68	с другой	8	22
69	что слово	2	22
70	то это	3	22
71	и потому	3	21
72	не менее	26	21
73	это не	7	20
74	мысль о	3	20
75	тем самым	11	19
76	мысли и	2	19
77	и как	10	19
78	с ним	4	19
79	есть не	10	19
80	и то	15	19
81	сказать что	33	19
82	что это	4	19
83	из этих	5	19
84	но это	11	19
85	должно быть	3	19
86	тем не	25	19
87	о том	25	19
88	того же	3	19
89	в каком	7	18
90	для того	10	18
91	еще не	18	18
92	не могут	6	18
93	по поводу	6	18
94	в мысли	2	18
95	бы не	4	18
96	в самом	10	18
97	в таком	18	18
98	в его	12	17
99	слова и	5	17
100	по крайней	8	17
101	крайней мере	8	17
102	со стороны	2	17
103	точки зрения	5	17
104	что оно	4	17
105	во всяком	18	17
106	не можем	2	17
107	уже в	6	17
108	в своем	7	16
109	к тому	5	16
110	а только	9	16
111	в которой	2	16
112	только что	2	16
113	так же	12	16
114	есть нечто	13	16
115	в них	8	16
116	что если	5	16
117	каждый раз	3	16
118	на то	12	16
119	и на	11	16
120	и по	3	15
121	в нас	2	15
122	т д	12	15
123	в этих	7	15
124	с одной	4	15
125	думать что	2	15
126	тому как	3	15
127	и тем	16	15
128	что он	11	15
129	прежде всего	17	15
130	только как	2	15
131	с другими	6	15
132	уже не	9	15
133	мы должны	5	14
134	в действительности	5	14
135	и без	6	14
136	должны быть	2	14
137	связи с	8	14
138	в истории	6	14
139	то в	6	14
140	в котором	5	14
141	в одно	5	14
142	все же	7	14
143	сам по	7	14
144	когда мы	10	14
145	во всех	9	14
146	что все	9	13
147	и все	9	13
148	и может	2	13
149	например в	2	13
150	в смысле	2	13
151	из них	3	13
152	языка в	3	13
153	и его	3	13
154	как на	3	13
155	значение слова	4	13
156	никогда не	8	12
157	язык не	2	12
158	и при	4	12
159	одно из	2	12
160	что же	18	12
161	что на	4	12
162	не то	4	12
163	все это	11	12
164	как мы	10	12
165	есть в	9	12
166	тем более	13	12
167	сих пор	6	12
168	быть только	3	12
169	что такое	23	12
170	оно не	6	12
171	или менее	7	12
172	в чем	3	12
173	только потому	4	12
174	хотя и	8	12
175	относится к	6	12
176	другой стороны	7	12
177	более или	7	12
178	возможно только	2	12
179	всяком случае	11	12
180	до сих	6	12
181	другими словами	8	11
182	и притом	6	11
183	в силу	2	11
184	той же	2	11
185	того чтобы	10	11
186	в первом	2	11
187	и вообще	13	11
188	только на	13	11
189	в состоянии	2	11
190	только для	3	11
191	которые мы	3	11
192	что для	4	11
193	все что	2	11
194	и если	9	11
