N	2gram	Bakhtin_Pr	Istorich
1	и в	83	181
2	может быть	23	115
3	не только	14	114
4	что он	6	111
5	мы имеем	4	102
6	что в	5	90
7	но и	16	85
8	в этом	24	81
9	так как	12	75
10	то что	14	73
11	таким образом	9	72
12	вместе с	5	71
13	и не	41	67
14	все же	3	65
15	мы видим	2	65
16	в этих	8	64
17	еще не	10	63
18	не может	18	61
19	так же	4	57
20	то же	10	56
21	никогда не	10	56
22	в том	22	53
23	том что	9	53
24	с другой	4	52
25	а в	4	52
26	потому что	9	52
27	что и	4	51
28	и что	3	51
29	и здесь	4	51
30	мы видели	2	49
31	о том	3	48
32	а не	19	48
33	связь с	4	47
34	его в	4	47
35	не в	10	47
36	другой стороны	3	46
37	превращается в	5	45
38	мы должны	4	44
39	но в	12	44
40	это не	10	43
41	и его	13	43
42	в нем	21	42
43	только в	10	42
44	как в	10	42
45	представление о	3	41
46	или в	7	39
47	в его	15	38
48	тем что	2	38
49	и на	27	38
50	так и	9	37
51	он не	5	37
52	уже не	5	37
53	как и	13	37
54	мы уже	9	37
55	мы можем	9	36
56	здесь мы	3	35
57	что они	2	35
58	все эти	9	35
59	мы не	7	35
60	не всегда	3	34
61	что это	2	34
62	но не	9	34
63	у него	5	34
64	представления о	3	33
65	там где	3	33
66	об этом	3	33
67	сих пор	8	32
68	ничего не	8	31
69	прежде всего	20	31
70	один из	7	31
71	то это	4	31
72	с этим	3	30
73	до сих	8	30
74	к нему	3	30
75	как мы	12	29
76	но это	7	29
77	например в	8	28
78	что она	2	28
79	и другие	14	28
80	в обряде	2	28
81	и с	10	28
82	как он	4	27
83	в образе	3	27
84	героя в	2	27
85	могут быть	5	27
86	мы здесь	4	26
87	в ней	8	26
88	как это	2	26
89	и др	18	26
90	на него	2	26
91	в дальнейшем	8	25
92	и он	5	25
93	было бы	6	24
94	что мы	2	24
95	к этому	5	24
96	не менее	4	24
97	того как	4	24
98	не будем	4	23
99	все это	11	23
100	когда он	2	23
101	тем не	2	23
102	в этой	3	23
103	их в	3	23
104	имеем в	3	23
105	и это	3	23
106	как бы	27	23
107	представлений о	2	23
108	при этом	6	22
109	и по	5	22
110	с ним	3	22
111	в некоторых	7	22
112	в одном	4	21
113	сказать что	12	21
114	ее в	4	21
115	к тому	2	21
116	они не	5	21
117	здесь не	5	21
118	в связи	2	21
119	связан с	2	21
120	она не	4	20
121	одна из	9	20
122	в других	2	20
123	из них	7	20
124	наряду с	6	20
125	видели что	2	20
126	очень часто	4	20
127	из этих	3	20
128	так например	2	19
129	а затем	5	19
130	все еще	3	19
131	в тех	2	19
132	есть и	4	19
133	живет в	3	19
134	на то	2	19
135	но он	3	19
136	вовсе не	12	18
137	в то	8	18
138	по существу	7	17
139	и этим	3	17
140	в них	4	17
141	и они	4	16
142	всех этих	2	16
143	связана с	3	16
144	и она	2	16
145	и действительно	3	16
146	перед нами	17	16
147	и все	14	16
148	между двумя	4	16
149	в котором	8	16
150	этот вопрос	3	16
151	во всех	15	16
152	в целом	3	15
153	на его	4	15
154	в своей	5	15
155	даже в	3	15
156	и то	2	15
157	в особенности	2	15
158	в пределах	8	15
159	друг друга	7	15
160	и даже	5	15
161	в античности	6	15
162	в которых	2	15
163	как будто	3	15
164	в одной	4	15
165	и тем	4	15
166	он в	2	15
167	от него	3	14
168	отношение к	14	14
169	у нас	2	14
170	а также	4	14
171	мы еще	4	14
172	в него	4	14
173	можно было	2	14
174	с ней	4	14
175	отношению к	5	14
176	из которых	2	14
177	и ее	8	14
178	одной из	6	14
179	по отношению	6	14
180	и наконец	4	14
181	но они	5	14
182	на себя	3	14
183	к своему	4	13
184	своего рода	7	13
185	и для	5	13
186	смерти и	4	13
187	и от	4	13
188	на этом	4	13
189	в своем	2	13
190	или на	3	13
191	и у	8	13
192	и если	4	13
193	в себе	10	13
194	с ними	2	13
195	в форме	6	13
196	по себе	3	13
197	кроме того	6	12
198	во всем	5	12
199	в их	7	12
200	к этой	3	12
201	и их	6	12
202	одним из	6	12
203	в более	5	12
204	на землю	4	12
205	хотя бы	6	12
206	к себе	8	12
207	о нем	2	12
208	не знает	8	12
209	к ней	3	12
210	и более	3	11
211	связанные с	3	11
212	главным образом	3	11
213	только с	3	11
214	точки зрения	17	11
215	хотя и	10	11
216	но уже	2	11
217	здесь еще	3	11
218	уже в	3	11
219	человека в	6	11
220	далеко не	4	11
221	в очень	2	11
222	на которой	2	11
223	я не	6	11
224	некоторое время	2	11
225	по мере	3	11
226	должны быть	2	11
227	на этой	2	10
228	в ее	3	10
229	и тот	4	10
230	почти всегда	6	10
231	но если	4	10
232	он может	2	10
233	говорит о	2	10
234	указывает на	2	10
235	но как	2	10
236	связанных с	2	10
237	к ним	5	10
238	на земле	14	10
239	он и	2	10
