N	2gram	Vygotskiy_	Problemy
1	и в	55	106
2	и не	24	90
3	как бы	11	70
4	может быть	35	66
5	т е	3	59
6	в его	8	56
7	в этом	21	52
8	в нем	5	51
9	не может	30	49
10	что он	17	44
11	как и	25	44
12	но и	12	40
13	точки зрения	32	40
14	и его	14	39
15	а не	18	38
16	не только	25	36
17	то же	17	36
18	то что	47	33
19	но в	5	33
20	прежде всего	5	32
21	в то	8	29
22	все это	11	29
23	он не	8	29
24	и все	8	28
25	не в	19	27
26	в одном	4	27
27	же время	2	26
28	к нему	3	25
29	в сущности	15	25
30	с точки	12	25
31	и т	36	25
32	в самом	18	25
33	и с	5	25
34	самом деле	19	24
35	не как	3	24
36	вовсе не	7	24
37	и на	6	23
38	таким образом	38	22
39	в каждом	5	22
40	что я	4	22
41	по себе	21	22
42	как мы	2	21
43	там где	5	21
44	никогда не	13	20
45	все же	9	20
46	потому что	27	20
47	только в	18	20
48	что в	39	19
49	с его	3	19
50	слова в	5	19
51	что же	4	19
52	на самом	6	18
53	в себе	6	18
54	т п	24	18
55	о нем	2	18
56	все эти	7	18
57	уже не	3	18
58	еще не	2	18
59	но не	5	18
60	в том	55	17
61	так и	6	17
62	а в	10	17
63	и к	5	17
64	с ним	2	17
65	так же	29	16
66	если бы	10	16
67	в своей	6	16
68	этом смысле	3	16
69	до конца	9	15
70	и наконец	2	15
71	и для	9	15
72	у него	4	15
73	в отношении	3	14
74	так как	28	14
75	в своем	3	14
76	в конце	6	14
77	и сам	3	14
78	как раз	4	14
79	а как	2	14
80	его в	3	13
81	и это	6	13
82	в целом	8	13
83	себя и	3	13
84	с другими	2	13
85	на него	2	13
86	точка зрения	6	13
87	том что	30	12
88	в одной	3	12
89	даже в	2	12
90	ничего не	4	12
91	так что	8	12
92	к тому	8	12
93	между тем	6	12
94	что и	27	12
95	при этом	28	12
96	было бы	14	12
97	во всяком	9	12
98	но это	3	12
99	за пределы	2	12
100	и даже	11	12
101	и как	9	12
