N	2gram	Vygotskiy_	Tvorches
1	и в	55	56
2	как бы	33	41
3	в его	8	37
4	в романе	2	34
5	в то	6	30
6	то же	16	25
7	не только	24	24
8	но в	7	24
9	же время	2	24
10	то есть	16	23
11	и его	10	23
12	и не	19	23
13	а в	7	23
14	как и	9	23
15	и т	12	22
16	в этом	30	22
17	в том	50	21
18	что в	43	21
19	том что	46	19
20	он не	10	19
21	может быть	34	19
22	потому что	48	19
23	у него	9	18
24	то что	69	18
25	что он	30	17
26	все это	8	17
27	т д	6	17
28	и на	12	17
29	таким образом	35	17
30	никогда не	15	16
31	прежде всего	6	16
32	как в	4	16
33	при этом	11	16
34	не может	15	16
35	но и	16	16
36	в этой	15	15
37	с его	6	15
38	но это	2	15
39	и с	3	15
40	это не	9	14
41	и даже	4	14
42	о том	24	13
43	а не	16	13
44	в целом	7	12
45	в котором	5	12
46	все же	11	11
47	в своей	8	11
48	для него	5	11
49	в конце	10	10
50	не в	12	10
51	так и	6	10
52	уже в	7	10
53	но не	9	10
54	в самом	18	10
55	когда он	10	10
56	только в	12	10
57	как будто	7	10
58	в свою	3	9
59	в нем	13	9
60	один из	9	9
61	а затем	2	9
62	и от	2	9
63	по мнению	6	9
64	человека в	3	9
65	в своих	9	9
66	в душе	2	9
67	даже в	2	8
68	так же	19	8
69	в себе	13	8
70	в их	3	8
71	одной из	2	8
72	на его	4	8
73	так как	20	8
74	вовсе не	8	8
75	к этому	5	8
76	об этом	5	8
77	еще не	6	8
78	именно в	9	8
79	вместе с	16	8
80	казалось бы	11	7
81	он видит	5	7
82	самом деле	17	7
83	например в	2	7
84	и он	7	7
85	что она	10	7
86	в которой	4	7
87	в этих	3	7
88	в рассказе	2	7
89	его в	2	6
90	приводит к	2	6
91	ли не	2	6
92	героя в	3	6
93	так что	8	6
94	и все	15	6
95	все эти	5	6
96	если он	2	6
97	одна из	6	6
98	хотя бы	5	6
99	конечном счете	2	6
100	и как	10	6
101	если бы	21	6
102	еще более	2	6
103	в конечном	2	6
104	с ним	4	6
105	ничего не	4	5
106	до конца	7	5
107	в одной	4	5
108	по отношению	3	5
109	но если	3	5
110	и других	2	5
111	как он	6	5
112	в виде	3	5
113	это как	2	5
114	т п	5	5
115	в своем	12	5
116	а с	7	5
117	не так	4	5
118	в них	7	5
119	и это	13	5
120	что этот	3	5
121	что не	5	5
122	что и	11	5
123	в ее	3	5
124	в ту	2	5
125	мы не	8	5
126	что они	11	5
127	тот же	5	5
128	показывает что	3	5
129	что это	15	5
130	все время	44	5
131	с этим	4	5
132	из этой	2	5
133	на него	4	5
134	на деле	9	5
135	та же	6	5
136	между тем	4	5
137	героя и	9	5
138	и другие	3	5
139	отношению к	2	5
140	что у	7	5
141	с другой	12	5
142	в трагическом	2	5
143	романа и	2	5
144	если не	2	5
145	из них	7	5
146	не было	2	5
147	в таком	4	5
148	но его	2	5
149	перед нами	5	4
150	при помощи	5	4
151	и потому	8	4
152	это и	7	4
153	только на	4	4
154	в частности	6	4
155	как это	16	4
156	утверждает что	6	4
157	отличие от	3	4
158	не знает	2	4
159	самого начала	5	4
160	того что	12	4
161	сюжета и	2	4
162	что все	12	4
163	но только	3	4
164	он говорит	5	4
165	точки зрения	15	4
166	ту же	3	4
167	так в	4	4
168	что на	6	4
169	могут быть	8	4
170	сих пор	9	4
171	же не	2	4
172	же как	4	4
173	мы видим	13	4
