N	2gram	Vygotskiy_	formyVre
1	и в	55	148
2	в этом	30	73
3	то есть	16	70
4	в романе	2	58
5	в нем	13	51
6	прежде всего	6	46
7	и т	12	40
8	и не	19	37
9	в его	8	36
10	и его	10	36
11	вовсе не	8	35
12	но и	16	33
13	то же	16	32
14	т п	5	32
15	не только	24	32
16	но в	7	31
17	жизни и	8	31
18	так и	6	29
19	может быть	34	27
20	не в	12	26
21	как мы	6	26
22	как и	9	25
23	как бы	33	25
24	мы уже	7	24
25	точки зрения	15	24
26	в то	6	23
27	человека в	3	23
28	времени и	5	23
29	только в	12	23
30	то что	69	22
31	в том	50	22
32	все эти	5	21
33	связи с	2	21
34	во всех	6	21
35	же время	2	21
36	в своем	12	19
37	и др	2	19
38	и для	13	19
39	и на	12	19
40	у него	9	18
41	и все	15	18
42	по существу	4	18
43	еще не	6	18
44	таким образом	35	18
45	с этим	4	17
46	те же	3	17
47	при этом	11	17
48	так как	20	17
49	в особенности	3	17
50	в пределах	3	17
51	все же	11	16
52	того же	5	16
53	и во	2	16
54	в основе	9	16
55	не может	15	16
56	и их	3	16
57	никогда не	15	15
58	в них	7	15
59	в одном	5	15
60	с точки	5	15
61	с его	6	15
62	вместе с	16	15
63	так же	19	14
64	все это	8	14
65	всех этих	3	14
66	и как	10	14
67	в конце	10	14
68	и с	3	14
69	как раз	19	14
70	а не	16	14
71	в их	3	13
72	в частности	6	13
73	а в	7	13
74	с другом	6	13
75	здесь в	2	13
76	того чтобы	43	13
77	же в	3	13
78	во время	4	13
79	друг с	6	13
80	для того	45	13
81	как в	4	13
82	в котором	5	13
83	в самом	18	13
84	с ним	4	13
85	ничего не	4	12
86	значение и	2	12
87	не было	2	12
88	и до	4	12
89	конечно не	3	12
90	и наконец	5	12
91	но не	9	12
92	потому что	48	12
93	он не	10	12
94	что в	43	12
95	его в	2	11
96	между ними	2	11
97	в ней	5	11
98	смерти в	2	11
99	и времени	2	11
100	ни в	5	11
101	из них	7	11
102	уже в	7	11
103	и проч	2	10
104	в ее	3	10
