N	2gram	Voloshinov	formyVre
1	и в	13	148
2	в этом	2	73
3	в нем	2	51
4	прежде всего	9	46
5	и не	8	37
6	в его	7	36
7	и его	12	36
8	вовсе не	2	35
9	но и	3	33
10	то же	4	32
11	не только	6	32
12	но в	4	31
13	так и	3	29
14	может быть	8	27
15	не в	3	26
16	как и	3	25
17	как бы	6	25
18	мы уже	2	24
19	точки зрения	7	24
20	только в	6	23
21	то что	6	22
22	в том	2	22
23	все эти	2	21
24	и др	2	19
25	и для	3	19
26	и все	3	18
27	таким образом	6	18
28	с этим	3	17
29	те же	2	17
30	при этом	2	17
31	так как	3	17
32	в пределах	3	17
33	все же	5	16
34	в связи	2	16
35	не может	8	16
36	и их	7	16
37	никогда не	3	15
38	в них	2	15
39	лишь в	4	15
40	в одном	3	15
41	с точки	5	15
42	так же	2	14
43	все это	4	14
44	а не	2	14
45	роль в	2	13
46	в их	3	13
47	а в	2	13
48	как в	2	13
49	в самом	2	13
50	и наконец	5	12
51	что в	3	12
52	в ней	2	11
53	уже в	2	11
54	в ряд	2	10
55	в ее	3	10
56	тот же	2	10
57	входит в	2	10
58	могут быть	2	9
59	и следовательно	2	9
60	том что	2	9
61	с другой	2	9
62	для него	2	9
63	для себя	2	8
64	в произведении	2	8
65	к тому	2	8
66	в целом	2	8
67	и т.п	7	8
68	здесь мы	3	8
69	и то	3	8
70	а также	2	8
71	в этот	2	8
72	если бы	2	8
73	героя и	2	8
74	отношению к	3	8
75	с одной	2	8
76	связанные с	2	8
77	и к	2	8
78	на фоне	4	8
79	во времени	2	7
80	в процессе	5	7
81	в себе	3	7
82	не как	3	7
83	связанных с	2	7
84	было бы	4	7
85	имеет место	2	7
86	в которой	3	7
87	ее в	2	7
88	нет ничего	2	7
89	в отношении	2	6
90	и ее	2	6
91	есть не	2	6
92	а как	2	6
93	более того	2	6
94	одной стороны	2	6
95	мы видим	2	6
96	во всей	2	6
97	только и	4	6
98	за пределы	3	6
99	мы не	4	6
100	мы можем	4	6
101	не является	4	6
102	смысле слова	2	6
103	слова и	2	6
104	с помощью	2	6
105	понятно что	3	5
106	от этого	2	5
107	тела и	3	5
108	там где	2	5
109	с ними	2	5
110	не на	2	5
111	что они	2	5
112	одно и	3	5
113	хотя бы	5	5
114	в своей	4	5
115	тем что	2	5
116	с этой	2	5
117	не имеет	2	5
118	и является	2	5
119	да и	3	5
120	и уже	3	5
121	вполне понятно	4	5
122	мы должны	6	4
123	его на	2	4
124	по отношению	3	4
125	в другом	2	4
126	и т.д	5	4
127	и при	2	4
128	в чем	2	4
129	другой стороны	2	4
130	языка и	5	4
131	в данном	2	4
132	в своих	2	4
133	несмотря на	2	4
134	во всем	2	4
135	еще и	4	3
136	и отчасти	2	3
137	но мы	4	3
138	в тех	2	3
139	наконец в	2	3
140	точку зрения	3	3
141	самого начала	2	3
142	этой проблемы	2	3
143	не столько	3	3
144	в зависимости	2	3
145	конечно в	2	3
146	с самого	2	3
147	в двух	4	3
148	бы в	2	3
149	зависимости от	2	3
150	в течение	2	3
151	явлений и	2	3
152	от всех	2	3
153	ни один	3	3
154	не мог	2	3
155	данном случае	2	2
156	в полном	2	2
157	функцию в	2	2
158	в каждом	4	2
159	и стиль	2	2
160	произведения как	4	2
161	самом деле	3	2
162	литературного произведения	2	2
163	в искусстве	3	2
164	может иметь	2	2
165	в поэзии	5	2
166	не касаемся	2	2
167	громадную роль	2	2
168	и пр	7	2
169	и эта	5	2
170	которое мы	2	2
171	и может	2	2
172	между собою	2	2
173	с телом	2	2
174	и должно	2	2
175	и истории	2	2
176	но для	3	2
177	соответствии с	2	2
178	еще в	2	2
179	разумеется что	2	2
180	говорить о	3	2
181	он только	2	2
182	в языке	2	2
