N	3gram	Vygotskiy_	Formalny
1	с точки зрения	31	40
2	не может быть	6	29
3	на самом деле	2	21
4	в то же	2	20
5	по отношению к	9	12
6	в самом деле	4	11
7	в этом отношении	7	11
8	в зависимости от	6	10
9	в большинстве случаев	2	9
10	и не может	2	9
11	с другой стороны	3	9
12	как мы видели	7	8
13	для того чтобы	24	8
14	до сих пор	6	8
15	вместе с тем	6	8
16	с одной стороны	7	8
17	в свою очередь	3	7
18	и в этом	2	7
19	сам по себе	2	6
20	в данном случае	5	6
21	смысле этого слова	4	6
22	не только не	11	6
23	в том что	24	6
24	до известной степени	2	5
25	прежде всего в	2	5
26	мы не можем	3	5
27	в этом смысле	2	5
28	одной стороны и	4	5
29	в отличие от	4	5
30	к тому что	10	5
31	в направлении к	3	5
32	только и может	2	4
33	с самого начала	13	4
34	тем не менее	4	4
35	нет и не	3	4
36	не могут быть	3	4
37	подобно тому как	2	4
38	в лучшем случае	3	4
39	в той же	2	4
40	то и другое	4	3
41	то же самое	11	3
42	с тем и	2	3
43	друг с другом	6	3
44	в том числе	2	3
45	вместо того чтобы	2	3
46	потому что он	4	3
47	только в процессе	2	3
48	точки зрения самого	2	3
49	в том смысле	2	3
50	том числе и	2	3
51	в такой же	3	2
52	от того что	2	2
53	и столь же	2	2
54	в той мере	2	2
55	не совпадает с	4	2
56	из того что	5	2
57	так же как	13	2
58	слова и его	4	2
59	совершенно очевидно что	2	2
60	но с точки	3	2
61	этой точки зрения	4	2
62	как и в	4	2
63	одним и тем	2	2
64	именно в этом	3	2
65	той мере в	2	2
66	с этой точки	4	2
67	связаны между собой	4	2
68	тем что оно	3	2
69	таким образом оказывается	2	2
70	и тем же	2	2
71	друг от друга	3	2
72	не только в	2	2
73	и тем самым	8	2
74	мы видели что	3	2
75	в последнее время	4	2
76	в собственном смысле	4	2
77	том смысле что	2	2
78	мере в какой	2	2
79	в этом случае	15	2
80	в какой мере	2	2
81	по тем же	2	2
