N	2gram	Losev_Prob	Psycholo
1	то что	72	193
2	и в	64	190
3	в том	19	163
4	что в	21	123
5	потому что	24	114
6	том что	26	113
7	и что	21	108
8	может быть	29	107
9	таким образом	9	102
10	в этом	30	100
11	то есть	61	97
12	все время	3	86
13	в самом	10	82
14	как бы	18	80
15	для того	10	78
16	того чтобы	10	78
17	что он	11	76
18	не только	37	75
19	на то	12	73
20	и не	63	73
21	что она	8	71
22	самом деле	10	70
23	и т	13	69
24	точки зрения	5	69
25	не может	18	68
26	если мы	16	66
27	так как	16	63
28	так же	12	63
29	было бы	16	56
30	если бы	8	55
31	то же	10	54
32	о том	25	54
33	при этом	8	52
34	как и	7	51
35	что и	2	50
36	а не	21	50
37	что это	4	49
38	заключается в	2	46
39	только в	19	46
40	в сущности	2	46
41	сказать что	33	46
42	по себе	20	46
43	в искусстве	3	45
44	к тому	5	45
45	не в	6	45
46	в этой	14	43
47	искусства и	3	43
48	ясно что	7	43
49	никогда не	8	42
50	и все	9	42
51	вместе с	4	41
52	с и	2	40
53	как это	7	40
54	но и	23	40
55	при помощи	21	39
56	как раз	20	39
57	того что	18	39
58	же самое	9	38
59	и это	13	37
60	мы видим	2	37
61	и как	10	36
62	с тем	6	35
63	вовсе не	60	34
64	и если	9	34
65	и его	3	34
66	как на	3	34
67	что все	9	33
68	все же	7	33
69	тому что	6	33
70	все это	11	32
71	в себе	16	32
72	мы не	6	31
73	в его	12	31
74	он не	5	31
75	для нас	11	31
76	никак не	13	30
77	как будто	6	30
78	мы увидим	3	30
79	как в	5	30
80	сейчас же	3	30
81	с одной	4	29
82	и для	10	29
83	с точки	3	29
84	одной стороны	4	29
85	в нас	2	29
86	в нем	14	29
87	что мы	23	28
88	что они	5	28
89	и то	15	28
90	мы можем	8	28
91	в основе	4	27
92	с другой	8	27
93	в своих	3	27
94	а в	7	27
95	и на	11	27
96	так что	12	26
97	совершенно не	7	26
98	и здесь	8	25
99	только что	2	25
100	указывает на	16	24
101	до сих	6	24
102	тем что	10	24
103	в своем	7	23
104	сих пор	6	23
105	для этого	5	23
106	из этого	2	23
107	что если	5	23
108	могут быть	2	23
109	что оно	4	23
110	один из	7	23
111	и даже	19	22
112	т д	12	22
113	казалось бы	11	22
114	когда мы	10	22
115	с этим	7	22
116	между тем	3	22
117	из них	3	22
118	в своей	8	21
119	как мы	10	21
120	в конце	13	21
121	но только	3	21
122	ни в	13	21
123	в котором	5	21
124	в которых	4	21
125	что эта	2	21
126	той же	2	21
127	и только	7	21
128	она не	5	20
129	все эти	15	20
130	в то	7	20
131	тот же	4	20
132	это не	7	20
133	несмотря на	6	20
134	мы имеем	3	20
135	другой стороны	7	20
136	мы должны	5	19
137	в ее	3	19
138	он говорит	2	19
139	что при	2	19
140	мы уже	8	19
141	в каком	7	18
142	на самом	9	18
143	перед нами	7	18
144	но в	19	18
145	был бы	6	18
146	что с	2	18
147	но не	13	18
148	в которой	2	18
149	есть не	10	18
150	можно было	8	18
151	зависимости от	2	18
152	действующих лиц	2	18
153	и есть	7	18
154	в виду	10	17
155	одна из	4	17
156	что для	4	17
157	только не	4	17
158	во всяком	18	17
159	у нас	31	17
160	из этих	5	17
