N	2gram	Propp_Isto	Problemy
1	и в	43	106
2	и не	16	90
3	как бы	5	70
4	может быть	22	66
5	т е	36	59
6	в его	7	56
7	в этом	25	52
8	в нем	11	51
9	не может	8	49
10	что он	17	44
11	как и	9	44
12	но и	24	40
13	точки зрения	3	40
14	и его	10	39
15	а не	13	38
16	о себе	3	37
17	не только	28	36
18	то же	11	36
19	в пределах	5	35
20	то что	20	33
21	но в	15	33
22	прежде всего	3	32
23	в то	2	29
24	все это	4	29
25	он не	11	29
26	и все	4	28
27	не в	9	27
28	в одном	9	27
29	к себе	3	26
30	к нему	12	25
31	и т	33	25
32	и с	10	25
33	вовсе не	3	24
34	и на	7	23
35	таким образом	15	22
36	что я	2	22
37	по себе	3	22
38	как мы	11	21
39	там где	8	21
40	никогда не	9	20
41	все же	13	20
42	потому что	8	20
43	только в	8	20
44	что в	29	19
45	отношению к	2	19
46	что же	2	19
47	на самом	2	18
48	в себе	2	18
49	по отношению	2	18
50	о нем	2	18
51	все эти	8	18
52	уже не	11	18
53	еще не	15	18
54	но не	10	18
55	это не	10	17
56	в том	13	17
57	так и	6	17
58	а в	13	17
59	и к	4	17
60	так же	16	16
61	в другом	11	16
62	если бы	7	16
63	в своей	4	16
64	и для	3	15
65	у него	4	15
66	так как	13	14
67	в своем	2	14
68	я не	3	14
69	он и	4	14
70	а как	2	14
71	его в	7	13
72	перед нами	4	13
73	героя в	6	13
74	и это	5	13
75	большинстве случаев	3	13
76	в целом	4	13
77	на него	4	13
78	но все	5	13
79	в большинстве	2	13
80	том что	12	12
81	в одной	4	12
82	даже в	4	12
83	ничего не	12	12
84	так что	8	12
85	к тому	9	12
86	между тем	2	12
87	не знает	2	12
88	что и	17	12
89	при этом	4	12
90	было бы	5	12
91	во всяком	2	12
92	но это	5	12
93	и даже	4	12
94	и как	6	12
95	как в	6	12
96	себе и	2	12
97	в котором	5	12
98	и что	6	12
99	у меня	5	12
100	она не	4	11
101	этого слова	3	11
102	он сам	2	11
103	а я	3	11
104	тем что	8	11
105	с другой	10	11
106	их в	6	11
107	мы уже	9	11
108	как будто	2	11
109	отношение к	4	10
110	в него	3	10
111	что не	3	10
112	как не	2	10
113	до сих	7	10
114	сих пор	7	10
115	далеко не	3	10
116	той же	3	10
117	и потому	2	9
118	или в	14	9
119	могут быть	9	9
120	в них	6	9
121	хотя и	4	9
122	да и	2	9
123	другой стороны	10	9
124	хотя бы	3	9
125	друг с	2	9
126	человека в	2	9
127	что у	4	9
128	ни в	2	9
129	всяком случае	2	9
130	но он	8	9
131	мы должны	9	8
132	но как	2	8
133	как к	2	8
134	одним из	4	8
135	это и	4	8
136	вот как	2	8
137	и о	2	8
138	того что	8	8
139	здесь не	6	8
140	же не	2	8
141	с ними	5	8
142	не на	2	8
143	должна быть	2	8
144	из его	2	8
145	и от	3	8
146	что это	4	8
147	все время	2	8
148	и он	2	8
149	мы увидим	6	8
150	о том	4	8
151	и у	6	8
152	и так	3	8
153	с другом	2	8
154	из них	7	8
155	вопрос о	4	7
156	его к	5	7
157	от него	3	7
158	в этих	18	7
159	но эта	2	7
160	в виде	2	7
161	к своему	3	7
162	в виду	2	7
163	и др	4	7
164	его и	6	7
165	он в	3	7
166	только на	2	7
167	героя с	3	7
168	что они	14	7
169	и ее	3	7
170	все равно	3	7
171	например в	3	7
172	тот же	2	7
173	сказать что	5	7
174	в жизни	3	7
175	его с	2	7
176	друг другу	2	7
177	что она	8	7
178	т д	30	7
179	и их	4	7
180	такой же	3	7
181	если же	2	7
182	не было	2	7
183	в себя	3	7
184	он все	5	6
185	героя не	2	6
186	все те	2	6
187	по существу	3	6
188	не менее	6	6
189	на его	5	6
190	себя в	2	6
191	героя а	2	6
192	во время	8	6
193	и здесь	8	6
194	на них	2	6
195	одна из	2	6
196	с этим	13	6
197	в начале	2	6
198	можно было	3	6
199	за ним	4	6
200	во всем	3	6
201	превращается в	10	6
202	и вот	3	6
203	но для	2	6
204	друг друга	6	6
205	и пр	19	6
206	и только	6	6
207	в этой	7	6
208	на то	4	6
209	этот вопрос	3	6
210	в другой	6	6
211	в которых	7	6
212	на этом	5	6
213	жизни и	2	6
214	конечно не	3	6
215	что было	3	6
216	не мог	2	6
217	и то	4	5
218	есть и	7	5
219	к которому	6	5
220	не хочет	3	5
221	здесь мы	6	5
222	с тем	3	5
223	они не	4	5
224	на себя	5	5
225	в чем	4	5
226	я теперь	2	5
227	но здесь	2	5
228	один из	7	5
229	меня не	4	5
230	мы не	3	5
231	те же	2	5
232	в глаза	2	5
233	совершенно не	2	5
234	где он	2	5
235	человека с	2	5
236	подобно тому	3	5
237	тому же	4	5
238	когда он	2	5
239	что ты	5	5
240	тому как	3	5
241	с собой	4	5
242	быть и	3	5
243	в ней	3	5
244	вместе с	12	5
245	тем не	6	4
246	мире в	2	4
247	стороны и	3	4
248	от того	3	4
249	является в	2	4
250	под влиянием	2	4
251	он должен	3	4
252	смысле этого	3	4
253	не то	2	4
254	мы видели	18	4
255	им и	2	4
256	от них	5	4
257	только с	2	4
258	а то	2	4
259	и говорит	10	4
260	в сторону	3	4
261	по мере	2	4
262	то это	5	4
263	на котором	2	4
264	здесь в	2	4
265	переходит в	4	4
266	находится в	4	4
267	связи с	9	4
268	не знал	2	4
269	он ничего	2	4
270	время как	2	4
271	то и	7	4
272	они могут	2	4
273	в особом	3	4
274	это в	2	4
275	него и	2	4
276	особенно в	2	4
277	всех этих	3	4
278	героя из	2	4
279	с ее	2	4
280	но этот	3	4
281	в свете	6	4
282	только что	3	4
283	с миром	3	4
284	об этом	8	4
285	он уже	2	4
286	с этой	3	4
287	вообще не	2	4
288	все что	4	4
289	еще более	3	4
290	образом и	2	4
291	и если	3	4
292	не есть	3	4
293	ни один	2	4
294	если не	2	4
295	и действительно	5	4
296	таким же	5	4
297	данном случае	6	3
298	там в	2	3
299	вступает в	4	3
300	ни одной	3	3
301	есть только	4	3
302	на которой	3	3
303	герой и	2	3
304	же ты	2	3
305	к чему	2	3
306	же он	3	3
307	мы знаем	11	3
308	увидим что	2	3
309	никому не	2	3
310	что этот	4	3
311	так в	8	3
312	что на	6	3
313	меня и	3	3
314	между собой	2	3
315	а затем	6	3
316	и герой	3	3
317	между двумя	6	3
318	и по	6	3
319	же в	6	3
320	самый факт	2	3
321	е в	2	3
322	можно сказать	3	3
323	этом случае	8	3
324	приходит в	3	3
325	в других	6	3
326	говорят что	2	3
327	ее в	3	3
328	того как	3	3
329	мы видим	15	3
330	очень часто	4	3
331	почти никогда	2	3
332	в данном	7	3
333	что так	2	3
334	из этих	5	3
335	то время	2	3
336	и уже	2	3
337	но конечно	2	3
338	выйти за	2	3
339	и при	2	3
340	мы здесь	7	3
341	и есть	3	3
342	у нас	7	3
343	что его	2	3
344	по всему	2	3
345	но они	2	3
346	мы можем	10	3
347	а он	6	3
348	не с	2	3
349	он является	3	3
350	на нее	4	3
351	связан с	5	3
352	эта форма	3	3
353	со своими	2	3
354	или наоборот	2	3
355	как таковой	3	3
356	все еще	7	3
357	только не	2	3
358	которой он	3	3
359	свое лицо	2	3
360	именно на	2	3
361	ту же	2	3
362	однако не	2	3
363	не дает	3	3
364	он бросает	3	2
365	во все	4	2
366	указывает на	6	2
367	есть у	2	2
368	а ты	4	2
369	его на	6	2
370	что дело	2	2
371	она может	2	2
372	вид что	2	2
373	с тобой	2	2
374	но она	2	2
375	не видит	2	2
376	не раз	2	2
377	случаев в	2	2
378	к этому	10	2
379	должны были	4	2
380	эти черты	2	2
381	достаточно чтобы	2	2
382	но есть	3	2
383	к более	2	2
384	никого не	3	2
385	или же	2	2
386	видеть в	3	2
387	здесь есть	2	2
388	и эти	5	2
389	уже с	3	2
390	не всегда	7	2
391	от своего	3	2
392	одном из	3	2
393	в образе	2	2
394	себе в	2	2
395	одно из	2	2
396	они и	3	2
397	в особенности	3	2
398	его он	3	2
399	по сравнению	2	2
400	так он	2	2
401	она была	2	2
402	это уже	3	2
403	на том	3	2
404	из которого	3	2
405	как она	2	2
406	заметить что	2	2
407	с большим	5	2
408	вступают в	4	2
409	и там	6	2
410	которая в	2	2
411	где они	2	2
412	на одну	2	2
413	мы это	2	2
414	же мы	2	2
415	не могла	3	2
416	этих двух	2	2
417	такое же	4	2
418	я тебя	4	2
419	для них	3	2
420	же как	8	2
421	ней в	2	2
422	и очень	2	2
423	почти всегда	2	2
424	всю жизнь	2	2
425	образом в	2	2
426	этих случаях	14	2
427	тогда я	2	2
428	он живет	3	2
429	или не	3	2
430	можно найти	8	2
431	на ней	5	2
432	ты меня	4	2
433	из братьев	4	2
434	независимо от	3	2
435	ли это	2	2
436	не знаю	9	2
437	не все	7	2
438	их с	2	2
439	во второй	2	2
440	с ней	6	2
441	и этот	2	2
442	другом случае	3	2
443	в этот	6	2
444	одному из	2	2
445	что весь	2	2
446	если я	3	2
447	целый ряд	3	2
448	что здесь	8	2
449	известно что	3	2
450	что как	2	2
451	что герой	6	2
452	героем и	2	2
453	в качестве	4	2
454	и другие	6	2
455	а именно	8	2
456	для нас	6	2
457	он у	2	2
458	время от	2	2
459	к ней	4	2
460	сюжета в	2	2
461	с одной	2	2
462	после того	5	2
463	но тем	2	2
464	не имеет	3	2
465	не случайно	2	2
466	и они	4	2
467	ничем не	2	2
468	в свою	5	2
469	их и	4	2
470	ты не	3	2
471	что еще	2	2
472	и она	5	2
473	роль в	2	2
474	здесь и	2	2
475	она знает	2	2
476	из него	3	2
477	не следует	2	2
478	в главе	2	2
479	и становится	2	2
480	нам важно	3	2
