N	2gram	Vygotskiy_	FransuaR
1	и в	38	367
2	в этом	35	112
3	и т.п	3	108
4	и не	16	101
5	таким образом	36	100
6	и его	5	99
7	в его	22	98
8	прежде всего	6	92
9	не только	16	87
10	мы уже	8	85
11	но и	9	84
12	как бы	17	82
13	все эти	9	79
14	вовсе не	5	77
15	как и	20	76
16	в нем	4	75
17	но в	4	75
18	и на	9	72
19	в том	59	71
20	как мы	14	71
21	то же	18	66
22	и все	5	66
23	так и	11	65
24	в этой	7	65
25	в них	3	65
26	в сущности	3	64
27	и с	5	64
28	во время	3	63
29	в то	5	63
30	все это	8	62
31	во всех	3	62
32	что в	31	52
33	в своем	9	51
34	только в	16	48
35	так как	19	46
36	том что	44	45
37	уже говорили	6	44
38	здесь в	2	41
39	то что	27	41
40	у него	3	40
41	в самом	8	38
42	точки зрения	27	37
43	в ней	3	37
44	с его	3	36
45	может быть	25	35
46	мы видим	13	35
47	о том	6	35
48	сказать что	10	34
49	и даже	4	34
50	в себе	9	34
51	он не	6	32
52	мы видели	8	32
53	для него	6	32
54	в своей	9	31
55	связаны с	4	31
56	до конца	2	31
57	так же	26	30
58	никогда не	11	30
59	и потому	2	30
60	той же	8	30
61	один из	8	30
62	потому что	14	30
63	в этих	4	29
64	не может	11	29
65	еще не	6	29
66	его в	8	29
67	не в	10	29
68	при этом	13	29
69	в одном	4	29
70	связи с	14	29
71	что он	13	29
72	из них	5	28
73	в основе	32	28
74	всех этих	2	28
75	в той	2	28
76	также и	3	28
77	и к	9	28
78	роль в	5	27
79	сих пор	3	27
80	по своему	14	27
81	до сих	3	27
82	и их	4	27
83	том числе	3	27
84	все же	11	27
85	все они	2	26
86	с помощью	64	25
87	в области	9	25
88	но это	7	25
89	того чтобы	15	24
90	и от	5	24
91	в частности	4	24
92	например в	2	24
93	но не	7	24
94	как в	14	24
95	и у	7	24
96	и для	4	23
97	это не	5	23
98	в их	12	23
99	с ним	4	23
100	еще и	2	23
101	и здесь	5	23
102	есть и	2	23
103	связь с	4	22
104	и во	4	22
105	даже в	5	22
106	а в	7	22
107	что и	14	22
