N	2gram	Voloshinov	Psycholo
1	то что	17	193
2	и в	28	190
3	в том	10	163
4	что в	7	123
5	потому что	4	114
6	том что	12	113
7	и что	6	108
8	может быть	28	107
9	таким образом	34	102
10	в этом	28	100
11	все время	4	86
12	в самом	12	82
13	как бы	19	80
14	для того	6	78
15	того чтобы	5	78
16	что он	12	76
17	не только	10	75
18	и не	34	73
19	что она	5	71
20	самом деле	14	70
21	точки зрения	31	69
22	не может	30	68
23	если мы	7	66
24	так как	15	63
25	так же	4	63
26	было бы	8	56
27	если бы	4	55
28	то же	12	54
29	о том	3	54
30	при этом	8	52
31	как и	13	51
32	что и	5	50
33	а не	9	50
34	что это	5	49
35	заключается в	5	46
36	только в	11	46
37	сказать что	11	46
38	по себе	4	46
39	в искусстве	3	45
40	к тому	6	45
41	не в	10	45
42	в этой	7	43
43	ясно что	2	43
44	никогда не	10	42
45	и все	13	42
46	вместе с	5	41
47	как это	5	40
48	но и	10	40
49	при помощи	2	39
50	как раз	6	39
51	того что	7	39
52	же самое	2	38
53	мы видим	3	37
54	и как	3	36
55	вовсе не	16	34
56	и его	22	34
57	как на	3	34
58	что все	7	33
59	когда он	3	33
60	все же	8	33
61	тому что	5	33
62	все это	12	32
63	в себе	7	32
64	в ней	8	31
65	мы не	9	31
66	в его	25	31
67	он не	10	31
68	для нас	2	31
69	мы увидим	4	30
70	как в	4	30
71	сейчас же	3	30
72	с одной	2	29
73	и для	7	29
74	с точки	15	29
75	одной стороны	2	29
76	в нас	2	29
77	в нем	7	29
78	что мы	3	28
79	увидим что	5	28
80	и то	3	28
81	мы можем	20	28
82	в основе	6	27
83	с другой	2	27
84	в своих	5	27
85	а в	8	27
86	все то	3	27
87	и на	9	27
88	совершенно не	9	26
89	произведение искусства	2	26
90	художественной формы	2	25
91	жизни и	7	25
92	до конца	7	24
93	с таким	2	24
94	в целом	4	24
95	до сих	3	24
96	в своем	4	23
97	сих пор	3	23
98	для этого	6	23
99	из этого	2	23
100	могут быть	9	23
101	что оно	4	23
102	один из	10	23
103	и даже	3	22
104	когда мы	2	22
105	с этим	8	22
106	между тем	3	22
107	из них	7	22
108	в своей	14	21
109	как мы	18	21
110	и вот	8	21
111	в конце	2	21
112	ни в	12	21
113	в котором	4	21
114	той же	5	21
115	и только	6	21
116	она не	6	20
117	все эти	15	20
118	в то	7	20
119	тот же	10	20
120	это не	5	20
121	там где	2	20
122	мы имеем	6	20
123	на этом	8	20
124	мы должны	9	19
125	в ее	5	19
126	в какой	3	19
127	у него	4	19
128	в одном	3	19
129	что при	2	19
130	мы уже	10	19
131	в каком	7	18
132	на самом	6	18
133	но в	13	18
134	что с	2	18
135	но не	7	18
136	в которой	5	18
137	зависимости от	4	18
138	и есть	3	18
139	в виду	4	17
140	одна из	4	17
141	только не	3	17
142	во всяком	9	17
143	у нас	3	17
144	из этих	6	17
145	но это	4	17
146	и о	6	17
147	так и	14	16
148	самого начала	5	16
149	не имеет	2	16
150	сводится к	4	16
151	говорит о	3	16
152	в психологии	4	16
153	и к	7	16
154	от того	5	16
155	и тем	2	16
156	из которых	2	16
157	же как	2	16
158	к этому	9	16
159	формы и	3	16
160	с самого	7	16
161	чувства и	2	16
162	в таком	6	16
163	и потому	12	15
164	мы знаем	11	15
165	могли бы	2	15
166	в зависимости	4	15
167	еще не	8	15
168	не могут	7	15
169	далеко не	5	15
170	о которых	2	15
171	которых мы	2	15
172	только на	4	15
173	утверждает что	3	15
174	в них	3	15
175	во всех	13	15
176	в результате	3	15
177	для него	12	15
178	и так	2	15
179	не можем	6	15
180	это только	4	14
181	не то	2	14
182	должна быть	2	14
183	хотя бы	7	14
184	главным образом	4	14
185	с ним	14	14
186	есть только	3	14
187	это и	4	14
188	прежде всего	26	14
189	одной и	3	14
190	это есть	2	14
191	в области	4	14
192	и той	3	14
193	бы в	2	14
194	этом отношении	4	14
195	такой же	3	14
196	в жизни	7	14
197	те же	9	14
198	всяком случае	8	14
199	в совершенно	3	14
200	этих двух	3	14
201	а с	2	13
202	точка зрения	15	13
203	именно в	4	13
204	этот вопрос	4	13
205	отнюдь не	5	13
206	едва ли	4	13
207	со стороны	5	13
208	знаем что	8	13
209	но если	2	12
210	и этот	2	12
211	того же	3	12
212	в нашей	2	12
213	в этих	5	12
214	их в	3	12
215	конце концов	2	12
216	сам по	4	12
217	в свою	6	12
218	ничего не	5	12
219	и очень	3	12
220	не менее	6	12
221	и другие	2	12
222	тогда когда	2	12
223	в основу	3	12
224	и до	5	12
225	и может	4	12
226	я не	4	12
227	к психологии	2	12
228	и уже	2	12
229	об этом	7	12
230	в конечном	3	12
231	и с	10	12
232	и поэтому	2	11
233	как к	2	11
234	он должен	2	11
235	отличие от	2	11
236	ли это	2	11
237	думать что	2	11
238	мы никогда	2	11
239	мы могли	2	11
240	его в	11	11
241	по поводу	5	11
242	этой теории	4	11
243	на все	3	11
244	мы видели	12	11
245	но мы	6	11
246	с его	9	11
247	на это	3	11
248	конечном счете	3	11
249	на этот	3	11
250	уже в	3	11
251	не было	5	11
252	конечно не	10	11
253	данном случае	4	10
254	все те	10	10
255	в состоянии	2	10
256	в другом	4	10
257	противоречие с	2	10
258	не так	3	10
259	тому чтобы	3	10
260	это было	2	10
261	отличается от	2	10
262	не является	7	10
263	и их	2	10
264	но как	2	10
265	в одной	2	10
266	и у	7	10
267	в их	2	10
268	совсем не	6	10
269	и между	2	10
270	в данном	4	10
271	должно быть	2	10
272	по мнению	8	10
273	смысл и	2	10
274	ее в	5	10
275	и от	3	10
276	мы в	3	10
277	вопрос о	2	9
278	и следовательно	3	9
279	и ее	7	9
280	на основании	5	9
281	и та	2	9
282	и по	5	9
283	под влиянием	3	9
284	на него	4	9
285	и наконец	12	9
286	но все	2	9
287	не есть	2	9
288	должен быть	2	9
289	роль в	7	9
290	если же	2	9
291	мы говорили	2	9
292	в чем	9	9
293	по своему	4	9
294	в него	2	9
295	ответ на	3	9
296	так сказать	7	9
297	можно сказать	6	9
298	с ее	4	9
299	его и	2	9
300	в отличие	2	9
301	в самых	3	9
302	не к	2	9
303	в процессе	5	8
304	и таким	3	8
305	из того	2	8
306	при анализе	3	8
307	чувств и	7	8
308	такое же	2	8
309	из которого	4	8
310	что же	10	8
311	и во	2	8
312	которой мы	6	8
313	в такой	2	8
314	и тот	3	8
315	себе и	3	8
316	имеет дело	3	8
317	в сознании	3	8
318	тем же	3	8
319	в собственном	4	8
320	бы и	2	8
321	согласиться с	3	8
322	о нем	2	8
323	в общем	5	8
324	он в	2	8
325	во время	6	8
326	относится к	2	8
327	только то	5	8
328	по преимуществу	2	8
329	к нему	9	8
330	и значение	2	8
331	ни на	3	8
332	и вообще	4	8
333	будто бы	2	8
334	этом смысле	2	8
335	психологии и	3	7
336	не как	2	7
337	свою очередь	4	7
338	же мы	3	7
339	легче всего	2	7
340	одно из	6	7
341	больше и	2	7
342	от этого	2	7
343	они не	3	7
344	для всех	3	7
345	только при	2	7
346	если это	3	7
347	здесь в	6	7
348	должны быть	4	7
349	к которой	2	7
350	время в	2	7
351	дело в	2	7
352	себя и	4	7
353	отказаться от	2	7
354	нас в	2	7
355	которые мы	2	7
356	что такое	6	7
357	все что	10	7
358	представляет собой	2	7
359	если он	6	7
360	в нашем	3	7
361	а как	3	7
362	в глаза	2	7
363	и при	3	7
364	а на	2	7
365	дело и	2	7
366	и те	5	7
367	на другой	2	7
368	в качестве	2	7
369	психологической теории	3	7
370	мысли и	4	7
371	и которая	2	7
372	со всеми	5	7
373	в течение	2	7
374	к этой	2	7
375	не существует	4	7
376	в отношении	2	6
377	находятся в	2	6
378	к этим	2	6
379	нисколько не	4	6
380	для нее	2	6
381	отношение к	7	6
382	то мы	2	6
383	эмоций и	2	6
384	еще более	2	6
385	материал для	2	6
386	а только	4	6
387	а потому	4	6
388	в обществе	3	6
389	полагают что	4	6
390	за пределы	10	6
391	на две	3	6
392	слова и	4	6
393	его с	2	6
394	тем не	4	6
395	как не	3	6
396	что как	2	6
397	из него	3	6
398	в себя	5	6
399	от всех	3	6
400	рядом с	2	6
401	оно не	3	6
402	один и	3	6
403	не дает	4	6
404	таким путем	5	6
405	содержание и	2	6
406	нуждается в	3	6
407	или же	2	6
408	ничем не	2	6
409	и ни	3	6
410	для понимания	2	6
411	эти три	2	6
412	только с	4	6
413	от других	2	6
414	объективной психологии	6	6
415	смысле слова	4	6
416	он был	3	6
417	образом в	2	6
418	да и	2	6
419	независимо от	3	6
420	всех этих	6	6
421	к ней	4	6
422	в первый	4	6
423	обратимся к	2	6
424	уже не	9	6
425	к его	3	6
426	приводит к	3	6
427	заметить что	2	6
428	только как	4	6
429	говорить о	5	6
430	жизни но	2	6
431	уже совершенно	2	6
432	человека и	6	5
433	нас к	2	5
434	между ними	5	5
435	точку зрения	12	5
436	в душе	13	5
437	но так	2	5
438	связь с	7	5
439	между собой	4	5
440	и она	3	5
441	в одну	2	5
442	и теперь	2	5
443	то в	2	5
444	в круг	2	5
445	и часто	2	5
446	и является	3	5
447	ее от	2	5
448	все они	2	5
449	только для	2	5
450	все остальное	2	5
451	видели что	3	5
452	учения о	2	5
453	социальной жизни	2	5
454	которые он	2	5
455	таком случае	4	5
456	не следует	2	5
457	не знает	5	5
458	бы то	3	5
459	вот как	2	5
460	его к	4	5
461	он дает	3	5
462	этой области	4	5
463	становится совершенно	2	5
464	его не	2	5
465	это утверждение	2	5
466	нет никакого	3	5
467	и было	2	5
468	мы находим	4	5
469	зависит от	2	5
470	можно ли	3	5
471	во всей	3	5
472	конечно в	3	5
473	сил в	3	5
474	себя в	3	5
475	из этой	2	5
476	дело не	2	5
477	от начала	2	5
478	благодаря тому	2	5
479	все другие	2	5
480	эмпирической психологии	4	5
481	то или	2	5
482	человека в	4	5
483	только о	2	5
484	и сам	3	5
485	нет и	4	5
486	оно может	3	5
487	в эту	2	5
488	отношения к	2	5
489	собственном смысле	3	5
490	и за	4	5
491	высшей степени	6	4
492	нигде не	4	4
493	к другим	2	4
494	также и	2	4
495	к своему	2	4
496	на место	3	4
497	всех других	2	4
498	для своего	2	4
499	нам в	3	4
500	обстоятельство что	2	4
501	для ребенка	2	4
502	ли он	2	4
503	страх и	2	4
504	обстоит дело	2	4
505	в истории	4	4
506	всю жизнь	2	4
507	в первом	2	4
508	в применении	2	4
509	утверждают что	2	4
510	дает нам	4	4
511	характер и	4	4
512	это вовсе	4	4
513	он хотел	3	4
514	применении к	2	4
515	значение в	3	4
516	можно сделать	2	4
517	этом совершенно	2	4
518	или как	3	4
519	его жизни	7	4
520	что между	2	4
521	из всего	2	4
522	находится в	3	4
523	или иное	2	4
524	с помощью	20	4
525	случае в	2	4
526	одним словом	2	4
527	но для	3	4
528	по отношению	13	4
529	на один	2	4
530	не остается	3	4
531	в детской	3	4
532	что может	5	4
533	подойти к	2	4
534	может стать	4	4
535	от этих	2	4
536	вступить в	2	4
537	с ними	5	4
538	и смерти	2	4
539	ли мы	2	4
540	с которыми	4	4
541	психологии в	3	4
542	с этими	3	4
543	такие же	3	4
544	мы только	2	4
545	нашего сознания	4	4
546	именно и	4	4
547	в несколько	2	4
548	во сне	3	4
