N	2gram	Vygotskiy_	slovoVRo
1	и в	65	92
2	в романе	2	89
3	и т	19	82
4	т п	7	72
5	то есть	30	64
6	в нем	8	59
7	может быть	33	59
8	и его	8	59
9	и не	20	51
10	не только	16	44
11	не может	17	41
12	но и	6	39
13	до конца	5	37
14	в этом	37	36
15	а не	11	34
16	во всех	4	32
17	так и	3	30
18	точки зрения	19	30
19	в его	11	27
20	все это	12	25
21	слово в	2	24
22	слова и	3	24
23	как бы	29	24
24	то же	17	23
25	и на	7	22
26	не в	12	21
27	в сущности	16	21
28	как в	8	21
29	вовсе не	11	21
30	в то	5	20
31	прежде всего	2	19
32	как мы	12	19
33	как и	12	18
34	с ним	6	18
35	все же	10	17
36	все эти	7	17
37	в истории	3	17
38	в основе	5	17
39	и даже	4	17
40	таким образом	21	17
41	к своему	2	16
42	при этом	10	16
43	в них	4	16
44	но в	5	16
45	там где	7	15
46	и с	4	15
47	в той	8	15
48	с точки	11	15
49	человек и	2	15
50	так сказать	6	14
51	только в	9	14
52	это не	7	13
53	и следовательно	2	13
54	с его	2	13
55	и для	4	13
56	с другой	8	13
57	никогда не	9	12
58	отношение к	2	12
59	а в	9	12
60	или в	6	12
61	во всяком	6	12
62	и наконец	2	12
63	еще не	3	12
64	и к	5	12
65	в плане	4	11
66	один из	7	11
67	на его	2	11
68	одной стороны	6	11
69	слова как	3	11
70	в этих	3	11
71	с одной	7	11
72	для него	4	11
73	все они	3	10
74	в своем	8	10
75	и их	2	10
76	в том	46	10
77	и все	14	10
78	она не	10	10
79	в себе	9	10
80	всех этих	2	10
81	т д	6	10
82	далеко не	3	10
83	уже не	2	10
84	его в	5	9
85	одним из	2	9
86	и других	5	9
87	к нему	2	9
88	здесь в	4	9
89	в их	3	9
90	в своей	6	9
91	сказать что	14	9
92	одна из	6	9
93	так как	13	9
94	с ее	5	9
95	но не	3	9
96	конечно не	6	9
97	он не	11	9
98	не могут	2	8
99	в одной	2	8
100	в ней	23	8
101	все время	36	8
102	с этим	11	8
103	и часто	2	8
104	в самом	41	8
105	для нас	14	8
106	всяком случае	6	8
107	перед нами	12	7
108	том что	28	7
109	от него	2	7
110	по преимуществу	2	7
111	о нем	2	7
112	того же	4	7
113	в целом	8	7
114	связи с	2	7
115	например в	5	7
116	у него	6	7
117	смысла и	3	7
118	здесь не	3	7
119	но все	2	7
120	автора и	2	7
