N	2gram	Vygotskiy_	Russkaja
1	не может	31	22
2	и не	18	19
3	в том	44	17
4	в этом	43	17
5	с другом	10	14
6	и в	33	14
7	друг с	10	14
8	то что	48	13
9	точки зрения	27	11
10	то же	12	11
11	таким образом	30	11
12	в то	5	10
13	но и	14	10
14	не только	28	9
15	том что	41	9
16	может быть	15	9
17	в себе	4	9
18	с точки	12	9
19	во всяком	4	9
20	того чтобы	26	8
21	как на	4	8
22	прежде всего	5	8
23	и с	7	7
24	к тому	14	7
25	о том	13	7
26	в данном	4	7
27	мы должны	13	7
28	отнюдь не	2	7
29	самом деле	9	7
30	с тем	9	6
31	если в	4	6
32	на самом	3	6
33	и для	3	6
34	для всех	2	6
35	в своих	5	6
36	и к	7	6
37	если бы	13	6
38	всяком случае	2	6
39	все это	2	6
40	для того	20	6
41	и при	4	6
42	что он	40	6
43	в своем	11	6
44	для него	9	6
45	вопрос о	15	5
46	а в	5	5
47	на то	6	5
48	было бы	18	5
49	хотя бы	5	5
50	из которых	3	5
51	между собой	17	5
52	и на	11	5
53	потому что	40	5
54	при этом	9	5
55	в нем	10	5
56	он должен	9	5
57	в своей	5	5
58	себя и	2	5
59	только в	21	5
60	никогда не	10	5
61	и только	4	5
62	он не	13	5
63	сих пор	3	5
64	между тем	5	5
65	во всех	3	5
66	по существу	5	5
67	до сих	3	5
68	а потому	3	5
69	и то	9	4
70	что в	33	4
71	но не	13	4
72	его в	6	4
73	все же	5	4
74	себя в	4	4
75	не могут	7	4
76	к этой	3	4
77	не в	10	4
78	как и	13	4
79	тому чтобы	4	4
80	как бы	11	4
81	все что	2	4
82	можно было	11	4
83	приводит к	10	4
84	так как	20	4
85	тогда когда	10	4
86	что же	2	4
87	и т.д	6	4
88	жизни и	2	4
89	в его	15	4
90	со стороны	3	4
91	в их	4	4
92	во всем	2	4
93	в этой	8	4
94	в совершенно	2	4
95	вместе с	9	4
96	от того	8	4
97	бы то	2	4
98	в корне	2	4
99	одной из	5	3
100	данном случае	3	3
101	то это	2	3
102	том чтобы	3	3
103	для этого	3	3
104	что все	9	3
105	лучшем случае	4	3
106	о которых	2	3
107	вопросу о	2	3
108	но мы	7	3
109	этом случае	5	3
110	что для	2	3
111	на том	4	3
112	в сознании	5	3
113	именно в	8	3
114	из этих	2	3
115	приходит к	6	3
116	должно быть	10	3
117	только к	4	3
118	не есть	4	3
119	и потому	3	3
120	что оно	9	3
121	в другом	7	3
122	в конце	3	3
123	из них	6	3
124	но если	7	3
125	в самом	10	3
126	и как	7	3
127	в лучшем	3	3
128	несмотря на	3	3
129	знаем что	2	3
130	может не	3	3
131	что и	11	3
132	конце концов	2	3
133	он сам	2	3
134	из этого	3	3
135	таким же	3	3
136	и во	2	3
137	говорить о	3	3
138	и по	5	3
139	связи с	9	3
140	еще не	11	3
141	в виде	3	3
142	того что	34	3
143	в качестве	13	3
144	что они	8	3
145	собой и	3	3
146	мы говорили	5	3
147	тем что	12	3
148	то в	7	3
149	что только	3	2
150	и от	2	2
151	чтобы понять	2	2
152	эта работа	2	2
153	каждого отдельного	3	2
154	с этим	9	2
155	тем самым	13	2
156	и те	2	2
157	ее в	3	2
158	тому что	14	2
159	к нему	4	2
160	указывает на	3	2
161	она не	2	2
162	но в	9	2
163	не подлежит	2	2
164	в котором	2	2
165	что такое	6	2
166	ничего другого	2	2
167	так же	22	2
168	их в	3	2
169	в начале	2	2
170	от друга	5	2
171	сама по	4	2
172	это в	2	2
173	в настоящее	2	2
174	состоит в	11	2
175	больше чем	6	2
176	в ней	2	2
177	этот вопрос	8	2
178	в результате	9	2
179	благодаря этому	2	2
180	по отношению	19	2
181	но для	3	2
182	настоящее время	2	2
183	отношении к	2	2
184	отличается от	2	2
185	понять что	2	2
186	если не	3	2
187	естественно что	4	2
188	в силу	14	2
189	этом и	2	2
190	и даже	3	2
191	а не	14	2
192	и тот	5	2
193	представить себе	2	2
194	по себе	8	2
195	от него	3	2
196	мы можем	15	2
197	не можем	2	2
198	нисколько не	2	2
199	говоря о	2	2
200	целый ряд	5	2
201	стоит только	2	2
202	место в	2	2
203	зависит от	4	2
204	в меру	4	2
205	в других	2	2
206	и тем	5	2
207	и является	6	2
208	другом случае	2	2
209	тогда как	3	2
210	и что	18	2
211	но это	4	2
212	что с	7	2
213	сделать это	2	2
214	все эти	9	2
215	совершенно не	5	2
216	только для	2	2
217	и наконец	3	2
218	а с	3	2
219	совершенно очевидно	2	2
220	является не	2	2
221	в этих	7	2
222	друг от	5	2
223	только на	3	2
224	раз навсегда	2	2
225	в частности	9	2
226	и есть	8	2
227	так что	8	2
228	как будто	2	2
229	друг другу	2	2
230	на основании	2	2
231	должна быть	7	2
232	его и	4	2
233	отношения к	2	2
234	в области	19	2
235	это есть	5	2
236	с ним	6	2
237	приводят к	4	2
238	у него	8	2
239	к данному	2	2
240	мы уже	4	2
241	и более	8	2
242	ясно что	2	2
