N	2gram	Tiupa_Hudo	Psycholo
1	то что	5	193
2	и в	23	190
3	в том	20	163
4	что в	7	123
5	потому что	3	114
6	том что	9	113
7	и что	4	108
8	может быть	19	107
9	таким образом	3	102
10	в этом	12	100
11	то есть	26	97
12	в самом	7	82
13	как бы	11	80
14	для того	5	78
15	того чтобы	5	78
16	что он	5	76
17	не только	20	75
18	и не	16	73
19	что она	2	71
20	самом деле	2	70
21	точки зрения	11	69
22	не может	9	68
23	если мы	2	66
24	так же	2	63
25	если бы	3	55
26	то же	12	54
27	о том	2	54
28	при этом	19	52
29	как и	3	51
30	что и	2	50
31	а не	13	50
32	заключается в	2	46
33	только в	7	46
34	сказать что	4	46
35	по себе	2	46
36	в искусстве	9	45
37	к тому	4	45
38	говорит что	2	45
39	не в	9	45
40	в этой	2	43
41	искусства и	3	43
42	никогда не	2	42
43	как это	7	40
44	но и	14	40
45	как раз	3	39
46	того что	5	39
47	и это	2	37
48	и как	4	36
49	вовсе не	2	34
50	и его	12	34
51	тому что	2	33
52	все это	2	32
53	художественного произведения	4	32
54	в себе	13	32
55	в его	11	31
56	он не	4	31
57	как в	2	30
58	с одной	3	29
59	и для	3	29
60	искусства в	6	29
61	с точки	3	29
62	одной стороны	3	29
63	в нем	6	29
64	и то	4	28
65	в основе	7	27
66	с другой	9	27
67	а в	13	27
68	на деле	3	27
69	и на	3	27
70	произведение искусства	12	26
71	в целом	3	24
72	художественное произведение	3	24
73	в своем	4	23
74	из этого	2	23
75	могут быть	5	23
76	один из	2	23
77	между тем	4	22
78	всякий раз	2	22
79	искусство есть	2	21
80	в своей	7	21
81	но только	2	21
82	ни в	5	21
83	все эти	2	20
84	в то	8	20
85	это не	4	20
86	несмотря на	2	20
87	мы имеем	6	20
88	другой стороны	6	20
89	на этом	2	20
90	в ее	6	19
91	в какой	2	19
92	у него	2	19
93	в одном	3	19
94	в каком	2	18
95	но в	10	18
96	но не	13	18
97	в которой	3	18
98	с этой	3	18
99	вслед за	2	18
100	в виду	5	17
101	одна из	2	17
102	иначе говоря	5	17
103	из этих	3	17
104	и о	4	17
105	так и	12	16
106	тому как	3	16
107	сводится к	11	16
108	и к	3	16
109	и тем	4	16
110	из которых	2	16
111	в таком	3	16
112	и потому	2	15
113	искусства как	3	15
114	как говорит	3	15
115	еще не	4	15
116	далеко не	4	15
117	в частности	18	15
118	в них	2	15
119	во всех	3	15
120	для него	5	15
121	не просто	2	15
122	в художественном	5	14
123	столь же	2	14
124	с ним	2	14
125	это и	2	14
126	прежде всего	5	14
127	в области	8	14
128	в жизни	3	14
129	или в	2	14
130	этих двух	2	14
131	но он	3	14
132	а с	2	13
133	речь идет	2	13
134	не могли	2	13
135	именно в	2	13
136	отнюдь не	2	13
137	со стороны	5	13
138	могла бы	2	13
139	в той	3	13
140	идет о	2	12
141	состоит в	20	12
142	того же	3	12
143	в этих	4	12
144	в рассказе	3	12
145	в самой	2	12
146	их в	3	12
147	может служить	2	12
148	в свою	3	12
149	не менее	5	12
150	и другие	2	12
151	этой точки	2	12
152	и может	2	12
153	например в	4	12
154	я не	2	12
155	об этом	2	12
156	в конечном	5	12
157	образом и	2	11
158	как к	5	11
159	он должен	3	11
160	отличие от	7	11
161	подобно тому	3	11
162	не будет	3	11
163	этого слова	2	11
164	его в	4	11
165	была бы	3	11
166	с его	6	11
167	конечном счете	5	11
168	есть в	3	11
169	искусства но	4	10
170	в другом	4	10
171	том и	2	10
172	отличается от	2	10
173	не является	5	10
174	но как	2	10
175	в их	5	10
176	в данном	4	10
177	ее в	2	10
178	бы не	2	9
179	тем самым	5	9
180	и ее	3	9
181	в силу	4	9
182	и по	2	9
183	должен быть	2	9
184	роль в	2	9
185	о чем	3	9
186	в чем	2	9
187	по своему	3	9
188	можно сказать	6	9
189	с ее	6	9
190	героя и	5	9
191	в отличие	7	9
192	и составляет	3	8
193	из которого	4	8
194	одно и	3	8
195	и более	2	8
196	имеет дело	2	8
197	художественного творчества	6	8
198	в произведении	3	8
199	место в	5	8
200	по преимуществу	3	8
201	к нему	3	8
202	этом смысле	3	8
203	произведения искусства	4	8
204	не как	2	7
205	свою очередь	2	7
206	от себя	3	7
207	одно из	2	7
208	связи с	3	7
209	чем это	2	7
210	того или	4	7
211	себя и	3	7
212	в катарсисе	2	7
213	что такое	2	7
214	есть как	2	7
215	представляет собой	11	7
216	в нашем	2	7
217	в глаза	2	7
218	а на	5	7
219	в качестве	31	7
220	имеет место	3	7
221	полагал что	2	7
222	времени и	2	7
223	слова в	3	7
224	совпадает с	2	7
225	к жизни	2	7
226	в отношении	4	6
227	отношение к	7	6
228	события в	2	6
229	тот кто	2	6
230	а только	4	6
231	за пределы	2	6
232	слова и	2	6
233	не все	2	6
234	тем не	3	6
235	в себя	4	6
236	от всех	2	6
237	оно не	2	6
238	или менее	6	6
239	в сторону	2	6
240	даже в	3	6
241	области искусства	3	6
242	для понимания	2	6
243	так в	4	6
244	в русской	3	6
245	о его	2	6
246	или иного	4	6
247	сама по	2	6
248	никто не	3	6
249	одного и	3	6
250	творческий акт	2	6
251	более или	6	6
252	уже не	6	6
253	к его	3	6
254	приводит к	6	6
255	говорить о	4	6
256	либо в	2	6
257	жизни но	2	6
258	еще и	2	5
259	видим в	2	5
260	человека и	2	5
261	между ними	5	5
262	в душе	9	5
263	произведении искусства	2	5
264	для читателя	4	5
265	между собой	2	5
266	в известном	2	5
267	а затем	2	5
268	принадлежит к	3	5
269	то в	2	5
270	и наоборот	2	5
271	искусства если	2	5
272	таком случае	2	5
273	материала в	2	5
274	не следует	4	5
275	не знает	4	5
276	бы то	2	5
277	к которому	4	5
278	в романе	3	5
279	для такого	2	5
280	к действительности	3	5
281	и больше	2	5
282	во всей	3	5
283	хотя и	4	5
284	но она	2	5
285	себя в	8	5
286	дело не	2	5
287	только о	2	5
288	и сам	3	5
289	мы легко	2	5
290	отношения к	4	5
291	от своего	2	4
292	к своему	2	4
293	к другому	2	4
294	однако в	4	4
295	могут служить	2	4
296	который в	2	4
297	не с	2	4
298	не на	5	4
299	строго говоря	2	4
300	на наших	2	4
301	имеем в	3	4
302	и того	3	4
303	я думаю	2	4
304	по отношению	10	4
305	говоря о	3	4
306	в воображении	4	4
307	эстетический объект	4	4
308	без остатка	2	4
309	что может	2	4
310	художественного впечатления	4	4
311	это может	2	4
312	к области	3	4
313	в состав	6	4
314	здесь не	2	4
315	с ними	2	4
316	несет в	3	4
317	в связи	3	4
318	в порядке	2	4
319	произведения как	3	4
320	одной из	2	4
321	в противоположность	3	4
322	вытекает из	2	4
323	отношении к	3	4
324	в пределах	3	4
325	при всем	2	4
326	в мире	24	4
327	автора и	3	4
328	мог бы	3	4
329	же время	7	4
330	основе своей	2	4
331	в слове	4	4
332	наших глазах	2	3
333	которого он	2	3
334	от имени	2	3
335	все прочие	3	3
336	с чем	2	3
337	одним из	2	3
338	ни было	2	3
339	для себя	4	3
340	воздействия на	2	3
341	из тех	2	3
342	ни одно	2	3
343	в комедии	2	3
344	что можно	3	3
345	в узком	3	3
346	между двумя	2	3
347	из виду	2	3
348	жизни а	2	3
349	и состоит	3	3
350	а также	6	3
351	на котором	2	3
352	в последней	2	3
353	которая не	2	3
354	превращается в	2	3
355	ни к	2	3
356	что сама	2	3
357	на почве	4	3
358	роман и	2	3
359	личности и	3	3
360	со своей	4	3
361	для искусства	2	3
362	и прежде	3	3
363	для меня	2	3
364	вступает в	2	3
365	такого рода	12	3
366	что каждый	2	3
367	речи и	4	3
368	определенным образом	2	3
369	могло быть	2	3
370	и др	2	3
371	тем более	2	3
372	случае не	2	3
373	двоякого рода	3	3
374	мышления и	2	3
375	не принадлежит	2	3
376	с другими	5	3
377	эстетическое переживание	2	3
378	слова как	5	3
379	не столько	7	3
380	отношению к	10	3
381	не могло	2	3
382	ясно говорит	2	3
383	или иначе	5	3
384	быть и	2	3
385	он и	2	3
386	и который	2	3
387	то ни	2	3
388	имеем дело	2	3
389	в форме	4	3
390	на основе	2	3
391	на время	2	2
