N	2gram	Potebnia_M	Narrotol
1	не только	32	62
2	и не	28	50
3	при этом	6	47
4	но и	30	45
5	а не	22	38
6	может быть	46	30
7	и в	48	30
8	в том	47	29
9	том что	28	28
10	тогда как	8	28
11	в этом	19	28
12	а в	14	27
13	только в	29	25
14	в данном	3	24
15	как и	22	24
16	не в	24	23
17	то что	37	23
18	то есть	53	22
19	не может	18	20
20	данном случае	3	17
21	в себе	26	17
22	так и	17	17
23	со стороны	4	16
24	в его	6	16
25	но в	8	15
26	можно сказать	4	15
27	к тому	9	15
28	и его	4	14
29	в своем	6	13
30	в своей	2	13
31	то же	35	13
32	времени и	2	13
33	у него	3	13
34	о том	7	13
35	уже не	11	13
36	перед нами	3	12
37	все же	3	12
38	прежде всего	6	12
39	как в	17	12
40	как бы	10	12
41	тем самым	11	11
42	по отношению	12	11
43	и тем	8	11
44	отличие от	2	11
45	об этом	4	11
46	в нем	16	11
47	в этой	3	11
48	если бы	20	11
49	отношению к	10	11
50	в мире	3	11
51	хотя и	3	11
52	никогда не	2	10
53	в то	16	10
54	один из	7	10
55	точки зрения	4	10
56	того что	24	10
57	и все	5	10
58	но не	8	10
59	жизни и	3	10
60	между тем	19	10
61	во времени	2	9
62	еще не	9	9
63	что он	8	9
64	что в	30	9
65	тем не	7	9
66	для него	14	9
67	далеко не	5	9
68	столь же	8	9
69	потому что	82	9
70	с ним	10	9
71	самом деле	5	8
72	не менее	9	8
73	того чтобы	5	8
74	большей части	2	8
75	этом отношении	2	8
76	у нас	2	8
77	в самом	11	8
78	и к	5	8
79	внимание на	2	8
80	в той	2	8
81	же время	8	8
82	в таком	6	8
83	он не	4	8
84	в свою	6	7
85	это не	2	7
86	вслед за	6	7
87	при всей	2	7
88	в чем	6	7
89	в ней	11	7
90	в целом	5	7
91	в ее	3	7
92	и состоит	2	7
93	же в	3	7
94	в речи	4	7
95	в силу	7	7
96	в глазах	3	7
97	с другой	8	7
98	в котором	7	7
99	и на	5	7
100	или в	4	7
101	в форме	2	7
102	одной стороны	4	6
