N	2gram	Vygotskiy_	VerxiiNi
1	и в	55	26
2	таким образом	35	22
3	с тем	10	18
4	в этом	30	15
5	вместе с	16	15
6	точки зрения	15	13
7	как бы	33	12
8	в том	50	11
9	не только	24	10
10	из этих	4	10
11	и с	3	10
12	может быть	34	10
13	что в	43	9
14	так как	20	9
15	в области	2	9
16	связи с	2	9
17	но и	16	9
18	но не	9	8
19	с другой	12	8
20	главным образом	3	8
21	и не	19	8
22	как на	15	8
23	но все	5	7
24	потому что	48	7
25	одной стороны	15	7
26	из них	7	7
27	то что	69	7
28	с одной	15	7
29	но в	7	7
30	том что	46	7
31	а с	7	7
32	в отношении	2	6
33	все же	11	6
34	к тому	12	6
35	о том	24	6
36	мы должны	10	6
37	того же	5	6
38	в себе	13	6
39	в конце	10	6
40	несмотря на	5	6
41	что и	11	6
42	с точки	5	6
43	все эти	5	6
44	все это	8	6
45	и потому	8	6
46	так и	6	6
47	во всяком	2	6
48	никогда не	15	5
49	одной из	2	5
50	и для	13	5
51	не имеет	2	5
52	так же	19	5
53	и к	5	5
54	в силу	3	5
55	друг с	6	5
56	к жизни	2	5
57	того чтобы	43	5
58	в его	8	5
59	для того	45	5
60	с другом	6	5
61	а не	16	5
62	тому же	4	5
63	образом в	3	5
64	сих пор	9	5
65	до сих	9	5
66	на этот	7	4
67	и от	2	4
68	что все	12	4
69	далеко не	4	4
70	а в	7	4
71	в котором	5	4
72	в самом	18	4
73	в нем	13	4
74	не может	15	4
75	в которых	4	4
76	что оно	12	4
77	то есть	16	4
78	из которых	5	4
79	целый ряд	5	4
80	в виде	3	4
81	то же	16	4
82	должен был	7	4
83	и что	45	4
84	в этих	3	4
85	только в	12	4
86	что он	30	4
87	и только	5	4
88	он не	10	4
89	во время	4	4
90	в течение	2	4
91	в этой	15	4
92	в то	6	4
93	что это	15	3
94	на нее	2	3
95	в своем	12	3
96	с самого	5	3
97	оказывается что	2	3
98	и если	13	3
99	хотя бы	5	3
100	к этому	5	3
101	в результате	6	3
102	в которой	4	3
103	представляет собой	2	3
104	и даже	4	3
105	и как	10	3
106	что эти	4	3
107	если бы	21	3
108	уже с	2	3
109	же как	4	3
110	при этом	11	3
111	конце концов	6	3
112	когда он	10	3
113	в качестве	2	3
114	и при	3	3
115	с этой	5	3
116	и другие	3	3
117	в таком	4	3
118	так что	8	3
119	ясно что	10	3
120	и о	5	3
121	можно сказать	4	3
122	отношению к	2	3
123	и таким	3	3
124	к сожалению	2	3
125	в одном	5	3
126	того что	12	3
127	для него	5	3
128	мы видели	2	2
129	сказать что	14	2
130	так например	5	2
131	которые в	2	2
132	для этого	12	2
133	этой точки	3	2
134	о котором	9	2
135	смотреть на	3	2
136	в эту	2	2
137	и является	2	2
138	и заставляет	2	2
139	из этого	7	2
140	по сравнению	4	2
141	и это	13	2
142	или иной	2	2
143	не могут	4	2
144	и проч	2	2
145	на то	27	2
146	надо было	2	2
147	относится к	2	2
148	ли это	3	2
149	и сейчас	5	2
150	он в	3	2
151	тех пор	2	2
152	состоит в	3	2
153	должны признать	2	2
154	мы имеем	10	2
155	ни один	2	2
156	мы можем	8	2
157	из этой	2	2
158	есть как	2	2
159	больше чем	3	2
160	между тем	4	2
161	не потому	2	2
162	только что	11	2
163	к его	2	2
164	в свою	3	2
165	основано на	2	2
166	при таком	4	2
167	не как	3	2
168	не могла	2	2
169	должно было	2	2
170	именно в	9	2
171	конечно не	3	2
172	отличается от	4	2
173	если не	2	2
174	приводит к	2	2
175	именно из	2	2
176	но если	3	2
177	те же	3	2
178	что мы	12	2
179	в них	7	2
180	только не	5	2
181	и на	12	2
182	и здесь	11	2
183	и действительно	2	2
184	уже в	7	2
185	еще не	6	2
186	мысль о	5	2
187	к другу	5	2
188	образом если	2	2
189	так чтобы	2	2
190	жизни и	8	2
191	влечет за	2	2
192	что именно	7	2
193	не было	2	2
194	превращается в	2	2
195	самого начала	5	2
196	к которым	3	2
197	различия между	2	2
198	этом отношении	3	2
199	не в	12	2
200	только для	2	2
201	и наконец	5	2
202	той или	2	2
203	на все	2	2
204	и все	15	2
205	же время	2	2
206	один из	9	2
207	уже давно	4	2
208	в виду	5	2
209	заключает в	7	2
210	сравнению с	4	2
211	прежде всего	6	2
212	признать что	4	2
213	его не	2	2
214	и из	3	2
215	тот же	5	2
216	не могло	2	2
217	в глазах	2	2
218	с его	6	2
219	во всех	6	2
220	же самое	13	2
221	вслед за	3	2
222	взгляд на	2	2
223	быть и	2	2
224	не с	2	2
225	по существу	4	2
