N	3gram	Vygotskiy_	StatiiOP
1	в том что	24	47
2	о том что	4	29
3	в этом отношении	7	24
4	для того чтобы	24	19
5	до сих пор	6	19
6	с точки зрения	31	14
7	с другой стороны	3	13
8	не может быть	6	11
9	в то же	2	9
10	в самом деле	4	9
11	на то что	5	9
12	можно было бы	5	9
13	вместе с тем	6	9
14	на самом деле	2	8
15	тем не менее	4	8
16	не только в	2	8
17	к тому что	10	8
18	том что он	2	7
19	в данном случае	5	7
20	по этому поводу	3	7
21	в этой области	2	7
22	заключается в том	9	7
23	в то время	8	7
24	и в этом	2	7
25	по отношению к	9	6
26	так же как	13	6
27	том что в	3	6
28	не только не	11	6
29	в том смысле	2	6
30	в этом смысле	2	6
31	с самого начала	13	5
32	то время как	7	5
33	в том же	3	5
34	тот факт что	2	5
35	как раз в	3	5
36	мере в какой	2	4
37	с одной стороны	7	4
38	прежде всего в	2	3
39	в той же	2	3
40	можно сказать что	7	3
41	таким образом в	2	3
42	в первую очередь	3	3
43	в известном смысле	2	3
44	в том числе	2	3
45	только в том	2	3
46	одним и тем	2	3
47	той мере в	2	3
48	том смысле что	2	3
49	так как в	2	3
50	в лучшем случае	3	3
51	в этом случае	15	3
52	и тем же	2	3
53	потому что он	4	3
54	в той мере	2	3
55	состоит в том	3	3
56	что оба эти	2	3
57	только потому что	3	3
58	но вместе с	2	2
59	в равной мере	2	2
60	то же самое	11	2
61	как мы видели	7	2
62	в наших глазах	4	2
63	и в конце	2	2
64	сам по себе	2	2
65	так что в	2	2
66	но то что	2	2
67	как и в	4	2
68	той или иной	2	2
69	в которой он	2	2
70	в отличие от	4	2
71	свое выражение в	5	2
72	в зависимости от	6	2
73	точно так же	3	2
74	не до конца	2	2
75	внимание на то	2	2
76	том числе и	2	2
77	том что она	2	2
78	во втором случае	5	2
79	что в этом	2	2
80	никаких сомнений в	2	2
81	и вместе с	2	2
82	и то что	5	2
83	в свою очередь	3	2
