N	2gram	Vygotskiy_	Myslijsy
1	потому что	11	182
2	и в	37	121
3	может быть	19	107
4	в том	47	103
5	то что	32	83
6	в слове	2	78
7	для нас	4	75
8	что в	25	73
9	и не	15	73
10	только в	8	72
11	не только	29	67
12	а не	5	67
13	таким образом	39	64
14	том что	42	59
15	так как	11	59
16	в этом	32	59
17	но и	23	59
18	то же	12	56
19	не в	9	54
20	если бы	10	53
21	в себе	8	53
22	не может	16	52
23	по себе	9	52
24	того что	28	47
25	в сознании	2	46
26	в нем	2	45
27	было бы	12	45
28	как и	20	42
29	так что	2	39
30	вместе с	14	39
31	мы не	13	38
32	что и	3	38
33	так и	12	37
34	при этом	6	37
35	как в	7	37
36	тогда когда	8	36
37	что мы	9	36
38	точно так	2	35
39	тем что	7	33
40	и что	11	32
41	по отношению	12	30
42	а в	4	30
43	но не	6	29
44	что не	2	29
45	между тем	10	29
46	вовсе не	5	28
47	мы можем	11	28
48	для него	5	28
49	могут быть	5	27
50	с этим	8	27
51	то и	4	26
52	независимо от	10	26
53	отношению к	11	26
54	языка и	3	25
55	этого слова	7	25
56	в то	7	24
57	с тем	8	23
58	от того	7	23
59	того как	6	23
60	как бы	16	23
61	только тогда	4	22
62	но в	9	22
63	по мере	5	22
64	не имеет	5	22
65	с другой	16	22
66	то это	2	22
67	и потому	3	21
68	в ней	2	20
69	в одном	5	20
70	это не	5	20
71	тем самым	8	19
72	мысли и	7	19
73	и как	7	19
74	с ним	3	19
75	есть не	3	19
76	и то	3	19
77	сказать что	16	19
78	что это	8	19
79	из этих	6	19
80	должно быть	4	19
81	о том	14	19
82	в каком	3	18
83	очевидно что	4	18
84	для того	19	18
85	по поводу	5	18
86	в самом	16	18
87	заметить что	3	17
88	в его	16	17
89	слова и	5	17
90	со стороны	4	17
91	точки зрения	49	17
92	что оно	6	17
93	во всяком	6	17
94	не можем	3	17
95	уже в	8	17
96	слова в	2	17
97	в своем	10	16
98	к тому	10	16
99	в которой	6	16
100	только что	7	16
101	так же	18	16
102	есть нечто	2	16
103	в них	5	16
104	нашей мысли	2	16
105	что если	3	16
106	на то	11	16
107	и на	8	16
108	и по	3	15
109	стало быть	2	15
110	в этих	3	15
111	с одной	14	15
112	тому как	3	15
113	и тем	8	15
114	что он	16	15
115	прежде всего	12	15
116	с другими	5	15
117	в свою	4	15
118	уже не	2	15
119	мы должны	11	14
120	свою очередь	3	14
121	должны быть	2	14
122	связи с	7	14
123	в истории	7	14
124	там где	8	14
125	само по	3	14
126	мысли в	6	14
127	в природе	4	14
128	на деле	5	14
129	столь же	8	14
130	в котором	6	14
131	все же	6	14
132	сам по	3	14
133	когда мы	2	14
134	во всех	4	14
135	же время	2	14
136	смысле этого	6	13
137	что все	8	13
138	и все	7	13
139	те же	2	13
140	зависит от	2	13
141	в смысле	2	13
142	из них	4	13
143	и его	10	13
144	как на	5	13
145	значение слова	5	13
146	никогда не	8	12
147	человека и	6	12
148	друг друга	5	12
149	и при	2	12
150	одно из	3	12
151	что же	3	12
152	что на	2	12
153	не то	3	12
154	все это	9	12
155	под влиянием	3	12
156	как мы	11	12
157	тем более	7	12
158	сих пор	4	12
159	в чем	5	12
160	хотя и	2	12
161	все остальные	5	12
162	другой стороны	10	12
163	всяком случае	5	12
164	до сих	4	12
165	в силу	8	11
166	той же	4	11
167	того чтобы	23	11
168	в первом	2	11
169	и вообще	2	11
170	в состоянии	2	11
171	только для	6	11
172	которые мы	2	11
173	что для	8	11
174	все что	4	11
175	и если	4	11
176	и их	5	11
177	же что	2	11
178	указывает на	4	11
179	если не	3	11
180	мы видели	8	11
181	речи и	41	11
182	подобно тому	2	11
183	и это	3	11
184	и только	2	11
185	и следовательно	3	10
