N	3gram	Vygotskiy_	Myshleni
1	в том что	21	133
2	с точки зрения	12	89
3	для того чтобы	11	78
4	заключается в том	13	51
5	по сравнению с	3	45
6	с одной стороны	6	39
7	так же как	8	39
8	то же самое	8	31
9	в этом отношении	7	30
10	можно было бы	2	28
11	с другой стороны	7	26
12	в собственном смысле	3	26
13	вместе с тем	3	26
14	о том что	9	25
15	на то что	12	25
16	не может быть	14	23
17	к тому что	2	22
18	в то время	6	22
19	смысле этого слова	2	22
20	в зависимости от	6	22
21	можно сказать что	2	21
22	не только не	4	21
23	то время как	6	20
24	так же точно	10	19
25	в самом деле	13	19
26	в отличие от	4	18
27	во всяком случае	7	18
28	состоит в том	3	18
29	в этом смысле	3	18
30	этой точки зрения	7	17
31	до сих пор	8	17
32	в связи с	2	17
33	же как и	2	17
34	с этой точки	5	16
35	одной и той	5	15
36	и той же	5	15
37	и то что	3	15
38	в сущности говоря	6	14
39	мы видели что	2	14
40	в свою очередь	3	14
41	к выводу что	2	14
42	подобно тому как	7	14
43	потому что он	2	14
44	точно так же	6	13
45	тем не менее	6	12
46	и тот же	2	12
47	один и тот	2	12
48	в том чтобы	9	12
49	мы не можем	2	11
50	с таким образом	15	11
51	только тогда когда	4	11
52	в последнее время	2	11
53	от того что	2	10
54	не в состоянии	4	10
55	на самом деле	6	9
56	сама по себе	2	9
57	так как она	2	9
58	в конечном счете	6	9
59	само по себе	8	9
60	в силу того	3	9
61	более или менее	3	9
62	ни в какой	3	9
63	том что он	2	9
64	собственном смысле слова	2	9
65	как и в	5	9
66	с тем что	2	9
67	силу того что	3	9
68	сам по себе	4	8
69	не могут быть	2	8
70	что и в	5	8
71	к одному и	2	8
72	в этой области	3	8
73	что в основе	4	8
74	только в том	4	8
75	в одинаковой мере	2	7
76	же самое что	2	7
77	к тому чтобы	3	7
78	приводит к тому	2	7
79	по этому поводу	3	7
80	благодаря тому что	2	7
81	в том виде	2	7
82	не что иное	2	6
83	заключает в себе	3	6
84	что иное как	2	6
85	и таким образом	4	6
86	лежит в основе	2	6
87	имеет в виду	3	6
88	именно потому что	2	6
89	и не может	2	6
90	те же самые	2	6
91	в том и	4	6
92	и в частности	2	6
93	совершенно понятно что	2	6
94	только то что	2	6
95	заключается только в	2	5
96	в конце концов	6	5
97	больше и больше	2	5
98	мы знаем что	3	5
99	в то же	2	5
100	того и другого	3	5
101	ту же самую	2	5
102	и что в	2	5
103	едва ли не	2	5
104	принять во внимание	2	5
105	что в этом	3	5
106	мы никогда не	5	5
107	все больше и	2	5
108	со всеми остальными	2	5
109	приходит к выводу	2	5
110	в какой мере	3	5
111	представление о том	2	5
112	сами по себе	4	5
113	так как в	3	5
114	указывает на то	4	5
115	показывает что в	2	5
116	только потому что	2	5
117	ничего другого как	2	4
118	мы увидим что	2	4
119	имеет дело с	2	4
120	таким образом в	2	4
121	ту же мысль	2	4
122	психологической точки зрения	4	4
123	что мы не	2	4
124	одни и те	3	4
125	так и в	2	4
126	несмотря на то	2	4
127	но так как	2	4
128	есть в сущности	2	4
129	не потому что	2	4
130	то же что	2	4
131	и те же	3	4
132	таким образом и	3	4
133	мы видим что	4	4
134	том что мы	2	4
135	бы то ни	2	3
136	не остается ничего	2	3
137	во внимание что	2	3
138	и в самом	3	3
139	он говорит что	2	3
140	совершенно очевидно что	2	3
141	надо сказать что	3	3
142	говорит что в	2	3
143	тех или иных	2	3
144	во всех остальных	2	3
145	том что она	5	3
146	того что они	2	3
147	оно не может	2	3
148	в применении к	2	3
149	в настоящее время	2	3
150	никак не может	3	3
151	и во всех	2	3
152	и что следовательно	3	3
153	если мы примем	2	3
154	с психологической точки	3	3
155	та же самая	2	3
156	то же время	2	3
157	сказать что в	3	3
158	в целом ряде	2	3
159	так как они	2	3
160	том же самом	2	2
161	том случае если	2	2
162	то что я	2	2
163	что все это	2	2
164	что эта теория	2	2
165	по себе не	3	2
166	при этом он	2	2
167	чтобы показать что	3	2
168	потому что она	2	2
169	иначе как в	2	2
170	в одном из	2	2
171	прямо говорит что	3	2
172	он не может	3	2
173	же точно как	3	2
174	зрения социальной психологии	2	2
175	на то как	2	2
176	точки зрения есть	2	2
177	из которых каждая	2	2
178	точки зрения социальной	2	2
179	что у него	3	2
180	в том случае	3	2
181	том и заключается	2	2
182	в противоречие с	3	2
183	может быть совершенно	2	2
184	в полном согласии	2	2
185	как одна из	2	2
186	тому же самому	2	2
187	никогда не может	3	2
188	в чем же	2	2
189	выходит за пределы	2	2
190	тем или иным	2	2
191	легко заметить что	2	2
192	полном согласии с	2	2
193	таким образом все	2	2
194	остается ничего другого	2	2
195	что в этой	2	2
196	то что у	3	2
197	и тем что	2	2
