N	2gram	Vygotskiy_	KulturaY
1	и в	38	84
2	в том	59	74
3	потому что	14	68
4	не только	16	60
5	точки зрения	27	59
6	в этом	35	57
7	было бы	15	53
8	и не	16	52
9	может быть	25	47
10	том что	44	44
11	того чтобы	15	44
12	что в	31	44
13	для того	14	41
14	в самом	8	41
15	самом деле	4	37
16	хотя бы	2	37
17	так как	19	36
18	с точки	11	36
19	в области	9	34
20	таким образом	36	33
21	а не	7	33
22	можно было	10	32
23	если бы	12	32
24	не в	10	30
25	прежде всего	6	30
26	в его	22	30
27	все же	11	29
28	того что	17	28
29	не менее	8	28
30	все эти	9	28
31	в силу	9	26
32	в языке	3	26
33	уже не	3	26
34	не может	11	25
35	то что	27	25
36	вовсе не	5	25
37	вопрос о	2	24
38	еще не	6	24
39	с другой	11	24
40	так и	11	23
41	то же	18	23
42	только в	16	23
43	с помощью	64	23
44	тем не	6	21
45	во всяком	10	20
46	но и	9	20
47	по себе	11	20
48	и что	15	20
49	то обстоятельство	4	19
50	что он	13	19
51	но в	4	19
52	обстоятельство что	4	19
53	речи в	7	19
54	зависимости от	7	19
55	тем что	12	19
56	о том	6	19
57	всяком случае	10	19
58	между тем	10	18
59	связи с	14	18
60	все это	8	18
61	в качестве	25	18
62	к тому	8	18
63	с тем	18	18
64	в сущности	3	18
65	как бы	17	18
66	и с	5	18
67	вместе с	18	18
68	это не	5	17
69	как это	16	17
70	что это	8	17
71	другой стороны	5	17
72	в той	2	17
73	слова и	8	17
74	в виду	4	16
75	в зависимости	6	16
76	что и	14	16
77	тот же	10	16
78	но не	7	16
79	по отношению	4	15
80	и тем	8	15
81	один из	8	15
82	только потому	2	15
83	а в	7	15
84	при этом	13	15
85	того как	5	15
86	должно быть	3	15
87	целый ряд	4	15
88	том чтобы	2	15
89	именно в	6	15
90	как на	2	15
91	в нашем	2	15
92	в них	3	14
93	в связи	9	14
94	хотя и	2	14
95	как мы	14	14
96	сказать что	10	14
97	мы имеем	6	14
98	отношению к	3	14
99	сих пор	3	14
100	также и	3	14
101	если мы	12	14
102	и на	9	14
103	в ней	3	14
104	до сих	3	14
105	не могут	5	13
106	по существу	4	13
107	что она	7	13
108	в этой	7	13
109	в которых	3	13
110	для нас	6	13
111	там где	4	13
112	и его	5	13
113	той же	8	13
114	этот вопрос	5	12
115	для этого	3	12
116	с этой	6	12
117	как в	14	12
118	того же	12	12
119	тогда когда	10	12
120	могут быть	9	12
121	этого слова	13	12
122	в результате	6	12
123	речь в	3	12
124	однако не	3	12
125	ясно что	4	12
126	еще и	2	11
127	или иной	3	11
128	в их	12	11
129	в своем	9	11
130	речи и	11	11
131	те же	6	11
132	из этих	5	11
133	в нем	4	11
134	этом отношении	9	11
135	и здесь	5	11
136	и то	9	11
137	слова в	8	11
138	в какой	5	11
139	уже в	10	11
140	он не	6	11
141	в каком	3	10
142	тем самым	6	10
143	так же	26	10
144	в то	5	10
145	к этому	5	10
146	они не	4	10
147	как и	20	10
148	ту же	2	10
149	речь идет	4	10
150	бы и	2	10
151	тех же	2	10
152	того или	2	10
153	с этим	6	10
154	в нашей	4	10
155	тем более	2	10
156	бы в	5	10
157	в речи	4	10
158	от того	8	10
159	этом смысле	7	10
160	не просто	3	10
161	то мы	2	9
162	в целом	22	9
163	здесь не	2	9
164	что все	2	9
165	и для	4	9
166	в своей	9	9
167	можно сказать	2	9
168	что слово	6	9
169	или иного	2	9
170	а также	6	9
171	но это	7	9
172	в которой	4	9
173	не имеет	3	9
174	на то	7	9
175	ни в	12	9
176	но для	2	9
177	что мы	18	9
178	в первую	2	8
179	в частности	4	8
180	мы видели	8	8
181	в своих	3	8
182	состоит в	4	8
183	что на	2	8
184	в чем	2	8
185	с одной	8	8
186	в тех	2	8
187	был бы	2	8
188	что они	23	8
189	этом случае	4	8
190	слов и	5	8
191	с его	3	8
192	само по	3	8
193	то и	5	8
194	независимо от	5	8
195	и как	11	8
196	об этом	2	8
197	в этих	4	8
198	тому что	3	8
199	заключается в	22	8
200	но все	4	8
201	далеко не	2	8
202	не есть	5	8
203	может служить	2	8
204	отнюдь не	6	8
205	в таком	4	8
206	тому же	6	8
207	же в	3	8
208	до конца	2	7
209	в свою	4	7
210	идет о	2	7
211	в процессе	33	7
212	как он	8	7
213	свою очередь	3	7
214	и потому	2	7
215	смысле этого	10	7
216	бы сказать	5	7
217	а с	4	7
218	как например	2	7
219	на том	3	7
220	одной стороны	8	7
221	нисколько не	3	7
222	с ними	3	7
223	например в	2	7
224	речи не	5	7
225	когда мы	2	7
226	указать на	2	7
227	том случае	2	7
228	же и	2	7
229	в истории	9	7
230	все равно	4	7
231	и более	4	7
232	на этот	5	7
233	столь же	7	7
234	в котором	3	7
235	когда он	5	7
236	с ним	4	7
237	в одном	4	7
238	внимание на	4	7
239	во внимание	2	7
240	в слове	3	7
241	даже в	5	6
242	свое время	2	6
243	перед нами	15	6
244	его к	6	6
245	в себе	9	6
246	говоря о	2	6
247	вообще и	2	6
248	роль в	5	6
249	на этом	3	6
250	были бы	3	6
251	отличие от	8	6
252	мы знаем	10	6
253	в свое	2	6
254	которые в	5	6
255	от этого	6	6
256	можно ли	2	6
257	на этой	7	6
258	на себя	2	6
259	этой точки	4	6
260	в отличие	8	6
261	мы называем	4	6
262	что оно	8	6
263	не столько	4	6
264	когда в	3	6
265	что с	8	6
266	той или	2	6
267	первую очередь	2	6
268	не на	2	6
269	что эти	4	6
270	в корне	2	6
271	указывает что	3	6
272	именно с	2	6
273	что если	3	6
274	мы не	14	6
275	отличается от	5	6
276	что как	3	6
277	или в	4	6
278	но только	3	6
279	только что	5	6
280	оно не	3	6
281	приводит к	5	6
282	могли бы	16	6
283	главным образом	3	6
284	что именно	3	6
285	в сфере	3	6
286	на основе	29	6
287	тем же	8	6
288	никогда не	11	5
289	в конечном	2	5
290	в отношении	14	5
291	в область	2	5
292	и к	9	5
293	мы должны	15	5
294	речи как	4	5
295	в форме	2	5
296	в другом	3	5
297	но если	2	5
298	слово в	4	5
299	и у	7	5
300	и при	3	5
301	или менее	5	5
302	так что	3	5
303	по своему	14	5
304	о нем	2	5
305	на которых	3	5
306	более или	3	5
307	но как	4	5
308	смысле слова	5	5
309	и тогда	2	5
310	и от	5	5
311	из того	4	5
312	всех этих	2	5
313	не как	3	5
314	речи но	3	5
315	и даже	4	5
316	могло бы	4	5
317	переход от	5	5
318	одного и	5	5
319	у него	3	5
320	нас в	4	5
321	и является	2	5
322	формы в	3	5
323	о котором	2	5
324	или иначе	2	5
325	это так	2	5
326	но что	3	5
327	и их	4	5
328	только не	2	5
329	и того	5	5
330	мы в	3	5
331	и только	4	5
332	быть не	2	5
333	мы находим	3	5
334	связь между	7	5
335	чем в	4	5
336	все они	2	4
337	к одному	10	4
338	его в	8	4
339	на который	2	4
340	в наши	2	4
341	остается в	2	4
342	различие между	2	4
343	не имеют	2	4
344	в каждом	2	4
345	обе эти	5	4
346	которых мы	2	4
347	к которому	6	4
348	в виде	4	4
349	связано с	2	4
350	в такой	3	4
351	увидим что	5	4
352	характер и	2	4
353	одно из	2	4
354	и все	5	4
355	мог бы	5	4
356	себе и	2	4
357	совершенно ясно	3	4
358	одного из	3	4
359	между ними	6	4
360	однако в	2	4
361	в известном	6	4
362	точно так	4	4
363	аналогии с	2	4
364	речи с	3	4
365	же как	10	4
366	на более	3	4
367	речи к	2	4
368	в значении	2	4
369	на все	2	4
370	иначе говоря	2	4
371	здесь мы	4	4
372	уже и	5	4
373	для обозначения	4	4
374	как известно	7	4
375	нашего языка	2	4
376	то в	3	4
377	по сравнению	6	4
378	так мы	2	4
379	однако и	2	4
380	который не	3	4
381	и по	5	4
382	мы можем	13	4
383	мы увидим	4	4
384	как они	5	4
385	такой же	4	4
386	формы и	3	4
387	на деле	6	4
388	иначе как	2	4
389	ни на	3	4
390	в смысле	9	4
391	связанные с	3	4
392	отношения между	6	4
393	и это	7	4
394	зрения на	2	4
395	но на	3	4
396	из которых	6	4
397	из них	5	4
398	в стороне	2	4
399	сам по	2	4
400	только после	2	4
401	этой области	2	4
402	нельзя не	2	4
403	последнее время	6	4
404	не дает	2	4
405	мы и	4	4
406	не мог	4	4
407	слово с	2	3
408	с первого	3	3
409	слова не	3	3
410	действия и	2	3
411	случае в	2	3
412	каждый из	2	3
413	во многих	3	3
414	иное как	2	3
415	что здесь	2	3
416	с той	3	3
417	наряду с	3	3
418	от речи	4	3
419	значении слова	3	3
420	который в	4	3
421	и вместе	2	3
422	и эти	2	3
423	и мы	2	3
424	а как	2	3
425	том же	3	3
426	так называемая	4	3
427	с таким	4	3
428	тем как	4	3
429	том смысле	3	3
430	на место	2	3
431	все время	6	3
432	который мы	2	3
433	в него	4	3
434	в свете	2	3
435	значение для	4	3
436	и тех	2	3
437	но так	2	3
438	на него	2	3
439	тому чтобы	2	3
440	мы наблюдаем	3	3
441	от слова	2	3
442	представить себе	3	3
443	на его	5	3
444	и рядом	2	3
445	в начале	5	3
446	не представляет	4	3
447	в собственном	12	3
448	приходим к	2	3
449	и может	4	3
450	на котором	3	3
451	во время	3	3
452	свое значение	2	3
453	в дальнейшем	3	3
454	значение в	5	3
455	речи которые	2	3
456	принять во	2	3
457	смысле что	2	3
458	помощью которого	5	3
459	вопрос об	2	3
460	под этим	3	3
461	также не	2	3
462	показывает что	9	3
463	если в	3	3
464	только и	2	3
465	имя с	2	3
466	известном смысле	2	3
467	которую можно	2	3
468	силу того	2	3
469	противоречии с	2	3
470	образом не	2	3
471	менее всего	2	3
472	то время	5	3
473	которое мы	2	3
474	случае если	2	3
475	можно считать	3	3
476	также в	2	3
477	речи мы	5	3
478	в прямой	2	3
479	в первый	2	3
480	та же	3	3
481	в других	2	3
482	одним из	6	3
483	как у	2	3
484	не по	2	3
485	из ряда	3	3
486	для него	6	3
487	что у	3	3
488	что речь	4	3
489	если это	2	3
490	все что	4	3
491	собственном смысле	12	3
492	в наших	2	3
493	в следующем	4	3
494	ни были	2	3
495	же что	2	3
496	так чтобы	2	3
497	к жизни	2	3
498	с их	3	3
499	или даже	2	3
500	таким же	4	3
501	мы могли	14	3
502	целом и	2	3
503	со словом	2	3
504	значение слова	7	3
505	мы будем	4	3
506	же слово	3	3
507	мы также	2	2
508	все более	2	2
