N	3gram	Tiupa_Teor	Hudozhes
1	по отношению к	10	10
2	не сводится к	9	9
3	в том что	10	8
4	присутствия в мире	6	7
5	в то же	8	7
6	я в мире	8	7
7	в отличие от	7	7
8	то же время	8	7
9	присутствия я в	7	6
10	с другой стороны	6	6
11	более или менее	6	6
12	в конечном счете	6	5
13	состоит в том	6	5
14	для того чтобы	5	5
15	той или иной	3	5
16	порядка в душе	4	4
17	так и не	5	4
18	так или иначе	5	4
19	в силу своей	4	4
20	и его внешней	2	4
21	роли в миропорядке	5	4
22	факторов художественного впечатления	4	4
23	того или иного	6	4
24	не может быть	5	4
25	мы имеем в	3	3
26	одно и то	2	3
27	по сути своей	2	3
28	ни в мире	3	3
29	тот или иной	3	3
30	по сути дела	3	3
31	и то же	2	3
32	сближение но не	3	3
33	с точки зрения	3	3
34	с одной стороны	3	3
35	в виду не	3	3
36	в том числе	3	3
37	читателя зрителя слушателя	3	3
38	тем не менее	3	3
39	организации художественного текста	4	3
40	эстетическое отношение к	3	3
41	подобно тому как	3	3
42	не следует смешивать	3	3
43	но не слияние	3	3
44	в этом смысле	3	3
45	в связи с	3	3
46	первичной знаковой системы	3	3
47	можно сказать что	3	3
48	и того же	4	3
49	виду не только	3	3
50	с другими знаками	3	3
51	отношение знака к	3	3
52	кадров внутреннего зрения	7	3
53	и в самом	2	3
54	это отношение знака	3	3
55	одного и того	4	3
56	или иного жанра	3	3
57	в знаковом материале	3	3
58	всех без исключения	3	3
59	порядок в душе	3	3
60	несет в себе	3	3
61	субъект художественной деятельности	3	3
62	имеем в виду	3	3
63	следует смешивать с	3	3
64	преодолеваемая даль и	2	2
65	ту или иную	2	2
66	предпосылки двоякого рода	2	2
67	искусства но чтобы	2	2
68	во всей его	2	2
69	чтобы не остаться	2	2
70	в слове о	2	2
71	в стилистическом отношении	2	2
72	силу своей принципиальной	2	2
73	читателя в читателя	2	2
74	внутренней и внешней	2	2
75	то ни было	2	2
76	всех подобных случаях	2	2
77	совокупность факторов художественного	2	2
78	не сводятся к	2	2
79	бы то ни	2	2
80	коем случае не	2	2
81	личностного присутствия в	2	2
82	внутренняя граница личности	2	2
83	знакового материала в	2	2
84	в целую панораму	2	2
85	до известной степени	2	2
86	в русской литературе	2	2
87	мастера и маргариты	2	2
88	оказывается отношение автор	2	2
89	в этом мире	2	2
90	но в состав	2	2
91	это своего рода	2	2
92	художественной культуры в	2	2
93	в области искусства	2	2
94	в коем случае	2	2
95	на воспринимающее сознание	2	2
96	начинает восприниматься как	2	2
97	художественной деятельности в	2	2
98	либо в сторону	2	2
99	мы легко догадываемся	2	2
100	тем или иным	2	2
101	в противном случае	2	2
102	и в то	2	2
103	может быть названо	2	2
104	художественного мышления и	2	2
105	в известном смысле	2	2
106	позволяет говорить о	2	2
107	в имени тебе	2	2
108	или иной строй	2	2
109	во всех подобных	2	2
110	и в форме	2	2
111	о полку игореве	2	2
112	не в самом	2	2
113	необходимы предпосылки двоякого	2	2
114	объективной предпосылкой эстетического	2	2
115	реальности вымышленного мира	2	2
116	ведет по пути	2	2
117	что отличает тексты	2	2
118	способность знака к	2	2
119	единица внутренней речи	2	2
120	в читателя концепированного	2	2
121	отношении обратного параллелизма	2	2
122	уготованной ему позиции	2	2
123	в таком случае	2	2
124	в порядке образующем	2	2
125	его эстетической доминантой	2	2
126	в данный момент	2	2
127	с легкой руки	2	2
128	процесс превращения реального	2	2
129	сказания или анекдота	2	2
130	стили могут быть	2	2
131	реального читателя в	2	2
132	произведение искусства более	2	2
133	новой парадигмы художественности	2	2
134	войне и мире	2	2
135	в искусстве слова	2	2
136	словами м.м бахтина	2	2
137	времени и в	2	2
138	я в качестве	2	2
139	причастной вненаходимости бахтин	2	2
140	но он не	2	2
141	что в основе	2	2
142	стихотворении пушкина что	2	2
143	том числе и	2	2
144	как к содержанию	2	2
145	этой точки зрения	2	2
146	в данном контексте	2	2
147	отношение представляет собой	2	2
148	более не сводится	2	2
149	в отношении обратного	2	2
150	в самом деле	2	2
151	художественный текст в	2	2
152	модус художественности состоит	2	2
153	вторичной знаковой системы	2	2
154	типа эстетического завершения	2	2
155	что в имени	2	2
156	в значительной степени	2	2
157	но и любые	2	2
158	сегментов текста как	2	2
159	как уже говорилось	2	2
160	говорить о законе	2	2
161	художественности и позволяет	2	2
162	и позволяет говорить	2	2
163	том что он	2	2
164	мы имеем дело	2	2
165	художественности далеко не	2	2
166	к тому что	2	2
167	вокруг я героя	2	2
168	я героя как	2	2
169	предпосылкой эстетического отношения	2	2
170	человека к действительности	2	2
171	элемента эстетической реальности	2	2
172	искусства более не	2	2
173	с этой точки	2	2
174	целую панораму слов	2	2
175	внутреннего слуха и	2	2
176	автор относится как	2	2
177	отношению к герою	2	2
178	художественной культуры новейшего	2	2
179	с ними и	2	2
180	культуры новейшего времени	2	2
181	даль и сближение	2	2
182	в рамках которого	2	2
183	в качестве знаковых	2	2
184	превращения реального читателя	2	2
185	в структуре текста	2	2
186	мира представляет собой	2	2
187	во внешнем мире	2	2
188	текст как совокупность	2	2
189	речевая маска такого	2	2
190	в единое целое	2	2
191	художественности состоит в	2	2
192	иной строй эстетической	2	2
193	невоспроизводимости творческого акта	2	2
194	в общественном сознании	2	2
195	включает в себя	2	2
196	как элемента эстетической	2	2
197	художественная деятельность мыслится	2	2
198	в войне и	2	2
199	я с его	2	2
200	он тем не	2	2
201	слове о полку	2	2
202	предполагает способность знака	2	2
203	в качестве знаков	2	2
204	отношения к сообщаемому	2	2
205	субъектной организации художественного	3	2
206	или говоря иначе	2	2
207	искусства в узком	2	2
208	в качестве текста	3	2
209	случае не следует	2	2
210	значении этого слова	3	2
211	кто говорит и	2	2
212	конструктивному принципу иносказательности	2	2
213	в равной степени	3	2
214	деятельностью направленной на	2	2
215	может быть и	2	2
216	участок текста характеризующийся	2	2
217	все расположилось в	2	2
218	в узком значении	2	2
219	обращены к нашему	2	2
220	в эстетический объект	2	2
221	вторичной знаковой системе	2	2
222	однако при этом	2	2
223	по своей природе	3	2
224	до прихода в	2	2
225	креативного и рецептивного	2	2
226	тех или иных	3	2
227	а с другой	2	2
228	в рамках художественного	2	2
229	ни в коем	2	2
230	и сближение но	2	2
231	сама по себе	2	2
232	и некоторые иные	2	2
233	в тарасе бульбе	2	2
234	относится как к	2	2
235	то чему нельзя	2	2
236	приводит к тому	2	2
237	со стороны адресата	2	2
238	другими знаками чем	2	2
239	это коммуникативное содержание	2	2
240	продолжением и развитием	2	2
241	в свою очередь	3	2
242	индивидуального речевого замысла	2	2
243	потребности и способности	2	2
244	композиционных форм высказывания	2	2
245	но во всех	2	2
246	в основе своей	2	2
247	в отношении к	2	2
248	эстетическое отношение представляет	2	2
249	определяющим отношением художественности	2	2
250	не могло быть	2	2
251	и не могло	2	2
252	в мире это	2	2
253	чему нельзя научиться	2	2
254	расположилось в порядке	2	2
255	пушкина что в	2	2
256	по большей части	2	2
257	деятельности в рамках	2	2
258	как совокупность факторов	2	2
