N	2gram	Bakhtin_Pr	Narrotol
1	не только	9	62
2	и не	42	50
3	при этом	5	47
4	но и	9	45
5	а не	5	38
6	в частности	2	31
7	может быть	26	30
8	и в	38	30
9	в том	8	29
10	том что	3	28
11	в этом	15	28
12	а в	6	27
13	только в	13	25
14	в данном	4	24
15	как и	7	24
16	не в	7	23
17	то что	8	23
18	то есть	46	22
19	не может	27	20
20	данном случае	4	17
21	в себе	4	17
22	так и	5	17
23	в его	43	16
24	но в	4	15
25	можно сказать	2	15
26	и его	16	14
27	в своем	5	13
28	в своей	7	13
29	то же	5	13
30	о том	4	13
31	все же	6	12
32	прежде всего	13	12
33	как в	4	12
34	как бы	22	12
35	тем самым	4	11
36	по отношению	21	11
37	к себе	2	11
38	и тем	3	11
39	отличие от	5	11
40	в нем	15	11
41	если бы	3	11
42	отношению к	19	11
43	в отличие	5	11
44	в мире	3	11
45	хотя и	3	11
46	никогда не	5	10
47	в то	4	10
48	ничего не	6	10
49	как это	2	10
50	точки зрения	8	10
51	того что	2	10
52	не является	3	10
53	и все	3	10
54	но не	12	10
55	между тем	7	10
56	с его	2	10
57	еще не	7	9
58	что он	2	9
59	что в	7	9
60	отнюдь не	19	9
61	тем не	3	9
62	той или	2	9
63	далеко не	5	9
64	столь же	2	9
65	с ним	5	9
66	или иной	2	8
67	самом деле	6	8
68	не менее	4	8
69	того чтобы	2	8
70	одна из	2	8
71	мы имеем	2	8
72	и он	2	8
73	этом отношении	2	8
74	у нас	2	8
75	и для	11	8
76	в самом	7	8
77	и к	3	8
78	же время	3	8
79	в таком	3	8
80	он не	3	8
81	в свою	2	7
82	это не	5	7
83	едва ли	3	7
84	в чем	2	7
85	в ней	4	7
86	в целом	3	7
87	в ее	4	7
88	имеет место	5	7
89	также и	3	7
90	с другой	7	7
91	в котором	2	7
92	и на	3	7
93	или в	2	7
94	в форме	4	7
95	одной стороны	3	6
96	в современной	2	6
97	они не	3	6
98	что и	2	6
99	например в	3	6
100	сказать что	4	6
101	здесь не	4	6
102	на него	3	6
103	с одной	3	6
104	в нашем	4	6
105	на то	2	6
106	событие и	3	6
107	слова в	7	6
108	в конечном	4	6
109	к его	2	6
110	все что	3	6
111	таким образом	10	6
112	в слове	3	6
113	имеем дело	3	6
114	на самом	4	5
115	том как	2	5
116	для нее	8	5
117	в другом	2	5
118	и у	2	5
119	не всегда	6	5
120	дело с	6	5
121	и о	5	5
122	о котором	2	5
123	к нему	10	5
124	место в	8	5
125	точка зрения	3	5
126	было бы	8	5
127	я не	2	5
128	и здесь	2	5
129	да и	3	5
130	по поводу	2	5
131	и от	3	5
132	что это	2	5
133	с ними	4	5
134	в начале	2	5
135	в равной	2	5
136	себя в	2	5
137	и даже	3	5
138	для того	2	5
139	вследствие этого	3	5
140	в пределах	6	5
141	в какой	2	5
142	событие в	2	5
143	человек в	2	5
144	в своих	2	5
145	не было	2	5
146	бытия в	3	4
147	и ее	2	4
148	в виду	4	4
149	в области	11	4
150	в событии	3	4
151	в них	5	4
152	она не	2	4
153	и конец	2	4
154	на ее	3	4
155	не все	2	4
156	не на	5	4
157	начало и	3	4
158	как мы	7	4
159	в основе	5	4
160	но зато	2	4
161	хотя бы	4	4
162	к этому	2	4
163	конечном счете	4	4
164	и как	8	4
165	не имеет	9	4
166	человека в	2	4
167	со всеми	3	4
168	но они	4	4
169	не с	4	4
170	не вполне	2	4
171	оно не	3	4
172	и с	17	4
173	несмотря на	3	4
