N	3gram	Bakhtin_Fr	Problema
1	о том что	5	39
2	в том что	8	37
3	то же самое	3	30
4	в связи с	5	29
5	в данном случае	4	28
6	с точки зрения	5	25
7	с другой стороны	2	25
8	для того чтобы	8	17
9	то есть в	4	17
10	в то же	14	17
11	до сих пор	3	14
12	на самом деле	4	13
13	можно было бы	2	13
14	и вовсе не	3	13
15	не может быть	4	12
16	в то время	3	12
17	можно сказать что	4	12
18	здесь перед нами	3	11
19	дело в том	4	11
20	с одной стороны	2	11
21	более или менее	2	10
22	вместе с тем	2	10
23	потому что он	3	8
24	никак не может	2	8
25	на самом же	4	8
26	самом же деле	4	8
27	с самого начала	3	7
28	к тому же	3	7
29	но и в	3	7
30	это и есть	2	7
31	мы находим в	2	7
32	имеется в виду	2	7
33	о том как	2	7
34	здесь не в	3	6
35	и как бы	2	6
36	на первый план	3	6
37	в самом деле	2	6
38	в этом отношении	7	6
39	и прежде всего	4	5
40	же как и	2	5
41	а также и	4	5
42	так же как	4	5
43	в том числе	6	5
44	во всех этих	2	4
45	как мы видели	4	4
46	также и в	2	4
47	дело здесь не	2	4
48	и не в	2	4
49	связи с этим	3	4
50	и с точки	2	4
51	подобно тому как	2	4
52	том числе и	3	4
53	как мы уже	6	4
54	они вовсе не	2	4
55	но в то	6	3
56	и в то	3	3
57	хотя бы в	2	3
58	о чем мы	2	3
59	потому что она	2	3
60	что и в	2	3
61	в чем же	3	3
62	ровно ничего не	2	3
63	как мы сказали	2	3
64	в отличие от	3	3
65	далеко не все	2	3
66	так как они	3	3
67	можно говорить о	2	2
68	в известной мере	5	2
69	является одним из	2	2
70	как и во	2	2
71	от страха и	2	2
72	все эти образы	2	2
73	таким образом в	3	2
74	и тот же	2	2
75	в искусстве и	2	2
76	здесь как и	2	2
77	между тем как	2	2
78	мы уже сказали	3	2
79	не только для	2	2
80	в нем не	4	2
