N	2gram	Bakhtin_Fr	TeoriaLi
1	в качестве	11	33
2	в мире	3	26
3	не только	11	24
4	и в	73	24
5	в частности	2	23
6	то есть	36	22
7	может быть	5	22
8	в том	13	20
9	при этом	5	20
10	и не	13	17
11	а в	10	15
12	но и	15	14
13	так и	13	14
14	а не	2	14
15	в себе	16	14
16	в этом	21	12
17	то же	16	12
18	но в	12	12
19	в его	18	12
20	том что	8	11
21	точки зрения	6	11
22	своего рода	3	11
23	и его	18	11
24	по отношению	3	10
25	лишь в	2	10
26	отношению к	3	10
27	как это	2	10
28	что в	14	10
29	в данном	3	9
30	не в	12	9
31	с другой	3	9
32	в то	14	9
33	только в	7	9
34	не может	4	8
35	как бы	15	8
36	в своей	4	8
37	же время	12	8
38	в своем	13	7
39	а также	8	7
40	мы имеем	2	7
41	себя в	3	7
42	отношение к	3	7
43	во второй	3	7
44	в области	3	7
45	в самом	9	7
46	место в	4	7
47	и т.п	21	7
48	в нем	18	7
49	тем самым	3	6
50	другой стороны	2	6
51	в первой	4	6
52	еще не	3	6
53	то что	12	6
54	или менее	3	6
55	как и	19	6
56	более или	3	6
57	картина мира	4	6
58	уже не	2	6
59	между ними	2	6
60	в ее	6	6
61	в основе	3	6
62	с его	5	6
63	как в	9	5
64	ни в	7	5
65	в виду	4	5
66	и тем	3	5
67	и о	2	5
68	для него	7	5
69	между тем	2	5
70	того чтобы	2	5
71	того что	5	5
72	он не	4	5
73	в себя	3	5
74	никогда не	6	4
75	сказать что	4	4
76	в отношении	6	4
77	его в	3	4
78	это не	7	4
79	во времени	2	4
80	и ее	2	4
81	в форме	6	4
82	в другом	4	4
83	и т.д	3	4
84	в их	5	4
85	одного и	2	4
86	в этих	6	4
87	что он	8	4
88	по своему	3	4
89	в литературе	5	4
90	далеко не	2	4
91	к тому	2	4
92	а только	2	4
93	того же	7	4
94	мира и	6	4
95	в свою	3	4
96	и что	5	4
97	или даже	2	4
98	не на	5	4
99	с ее	3	4
100	и сам	2	4
101	в нашем	2	4
102	не знает	4	4
103	хотя и	5	4
104	но он	8	4
105	даже в	4	3
106	и то	3	3
107	перед нами	5	3
108	и потому	6	3
109	во всех	13	3
110	одной стороны	3	3
111	о чем	2	3
112	в которой	3	3
113	и для	8	3
114	картины мира	5	3
115	человека с	2	3
116	и как	5	3
117	к которому	2	3
118	роль в	4	3
119	или в	5	3
120	мира в	6	3
121	свою очередь	3	3
122	одним из	3	3
123	с этой	4	3
124	а именно	2	3
125	в эпизоде	10	3
126	и вот	3	3
127	в романе	10	3
128	никто не	11	3
129	между собой	2	3
130	с одной	3	3
131	и др	12	3
132	есть в	9	3
133	их в	5	3
134	но их	2	3
135	именно в	4	3
136	потому что	9	3
137	том числе	4	3
138	имеем в	2	3
139	прежде всего	18	3
140	к его	2	3
141	и к	6	3
142	на языке	4	3
143	с точки	4	3
144	а на	4	3
145	все эти	24	3
146	и по	4	3
147	связи с	5	3
148	в связи	3	3
149	таким образом	34	3
150	нового времени	5	3
151	во всей	2	3
152	принадлежит к	2	3
153	например в	8	3
154	в этой	18	3
155	в организации	2	3
156	в одном	5	3
157	как раз	3	3
158	вовсе не	11	3
159	одно и	2	2
160	еще и	2	2
161	только и	2	2
162	не могут	3	2
163	значительной степени	3	2
164	свою жизнь	2	2
165	для всех	3	2
166	так же	11	2
167	одну из	2	2
168	дело не	2	2
169	человека и	3	2
170	дело в	2	2
171	говорит что	2	2
172	это было	4	2
173	в глаза	2	2
174	об этом	2	2
175	и даже	4	2
176	в конце	9	2
177	и здесь	5	2
178	и прежде	2	2
179	превращается в	2	2
180	времени и	2	2
181	в значительной	5	2
182	ни было	2	2
183	у нас	4	2
184	только на	2	2
185	и другие	3	2
186	в формах	3	2
187	у него	13	2
188	самом деле	4	2
189	может и	2	2
190	в чем	3	2
191	вместе с	9	2
192	игра с	3	2
193	ногами и	2	2
194	одной из	5	2
195	рассказ о	3	2
196	к нему	7	2
197	числе и	2	2
198	а для	2	2
199	и это	6	2
200	от всех	3	2
201	о том	13	2
202	вещами и	2	2
203	и мира	2	2
204	если мы	2	2
205	образом и	2	2
206	оно не	2	2
207	должен быть	4	2
208	и на	12	2
209	на этом	6	2
210	в году	12	2
211	из которых	2	2
212	он и	2	2
213	один из	5	2
214	в них	14	2
215	по себе	2	2
216	несмотря на	3	2
217	здесь не	2	2
218	в следующей	7	2
219	в той	8	2
220	к жизни	4	2
221	мы в	2	2
222	и весьма	2	2
223	что и	6	2
224	в последней	6	2
225	с ними	4	2
226	имеет дело	2	2
227	и особенно	3	2
228	не просто	3	2
229	все это	19	2
230	места для	2	2
231	что они	2	2
232	времени в	2	2
233	в большинстве	9	2
234	я не	3	2
235	xix века	2	2
236	в системе	2	2
