N	2gram	Tiupa_Hudo	EvropaiC
1	в том	24	31
2	и в	34	24
3	том что	31	20
4	все эти	4	19
5	не может	10	18
6	то что	13	18
7	может быть	12	17
8	до сих	3	15
9	все же	5	15
10	сих пор	3	15
11	точки зрения	7	14
12	в этом	22	13
13	все это	2	13
14	в своем	9	12
15	с этим	3	12
16	самом деле	6	12
17	между тем	14	12
18	по отношению	15	11
19	но и	13	11
20	отношению к	15	11
21	не только	22	10
22	так и	19	10
23	во всех	2	10
24	мы знаем	4	10
25	как и	16	10
26	все что	4	10
27	как бы	11	10
28	в результате	2	9
29	и не	15	9
30	не в	16	9
31	что в	8	9
32	и все	10	9
33	на то	4	9
34	потому что	7	9
35	при этом	21	9
36	и что	3	9
37	так же	3	8
38	из этих	3	8
39	если бы	7	8
40	для того	3	8
41	к тому	11	8
42	в самом	7	8
43	знаем что	2	8
44	а и	2	8
45	а между	4	8
46	того чтобы	6	8
47	с точки	5	8
48	ясно что	2	8
49	на самом	2	7
50	о которых	2	7
51	так как	2	7
52	в силу	2	7
53	по своей	5	7
54	что он	14	7
55	того что	5	7
56	о котором	2	7
57	не менее	9	7
58	о том	21	7
59	что и	3	7
60	в этой	11	7
61	что при	3	7
62	вместе с	2	7
63	в мире	10	6
64	только в	8	6
65	все они	2	6
66	еще не	10	6
67	друг от	2	6
68	так что	3	6
69	в то	12	6
70	и для	5	6
71	к чужой	5	6
72	с другой	4	6
73	от друга	2	6
74	и на	6	6
75	несмотря на	7	6
76	тогда как	10	6
77	как на	2	6
78	с ним	6	6
79	и от	6	5
80	его в	5	5
81	но все	2	5
82	в себе	19	5
83	в состоянии	3	5
84	должно быть	2	5
85	в которой	2	5
86	случае если	2	5
87	как к	4	5
88	тех кто	2	5
89	лишь в	5	5
90	ничем не	3	5
91	из них	5	5
92	что это	2	5
93	так или	3	5
94	по своему	3	5
95	у него	13	5
96	что все	3	5
97	но в	6	5
98	столь же	6	5
99	именно в	9	5
100	или иначе	3	5
101	и с	10	5
102	и к	6	5
103	в целом	2	5
104	в его	17	5
105	как будто	7	5
106	никогда не	8	4
107	и то	2	4
108	в такой	2	4
109	хотя бы	2	4
110	то ни	2	4
111	тем не	7	4
112	в конце	5	4
113	отношение к	3	4
114	и у	3	4
115	и т.д	3	4
116	иначе говоря	2	4
117	ее и	2	4
118	та же	5	4
119	то же	14	4
120	в их	2	4
121	а с	5	4
122	в виде	2	4
123	на вопрос	2	4
124	том случае	2	4
125	связи с	4	4
126	в таком	3	4
127	он не	8	4
128	в дальнейшем	2	4
129	признать что	2	4
130	хотя и	3	4
131	мы уже	7	4
132	ибо в	2	4
133	даже в	4	3
134	данном случае	3	3
135	вопрос о	2	3
136	тем самым	2	3
137	это не	12	3
138	и потому	3	3
139	от него	3	3
140	на земле	2	3
141	в начале	3	3
142	бы в	2	3
143	только что	4	3
144	с этой	3	3
145	в этих	7	3
146	в связи	3	3
147	как у	2	3
148	прежде всего	12	3
149	жизнь и	2	3
150	с одной	4	3
151	одно из	4	3
152	в жизни	9	3
153	но не	7	3
154	и это	7	3
155	в данном	3	3
156	а в	11	3
157	в нем	5	3
158	в ней	6	3
159	для нас	4	3
160	же не	3	3
161	в сторону	2	3
162	ближе к	2	3
163	можно назвать	2	3
164	различия между	3	3
165	было бы	8	3
166	и по	3	3
167	в нашем	2	3
168	же как	4	3
169	как мы	5	3
170	он все	2	2
171	одна из	4	2
172	тех же	2	2
173	то в	6	2
174	то и	5	2
175	но как	3	2
176	к двум	2	2
177	и ее	3	2
178	почти ничего	2	2
179	на одном	2	2
180	и поэтому	2	2
181	что она	10	2
182	высшей степени	2	2
183	в другом	3	2
184	на него	3	2
185	для себя	9	2
186	друг друга	5	2
187	этих двух	2	2
188	не было	8	2
189	в частности	10	2
190	по его	4	2
191	него в	2	2
192	что они	4	2
193	от себя	3	2
194	такой же	3	2
195	тем как	2	2
196	же касается	2	2
197	не знает	2	2
198	в глазах	11	2
199	к той	3	2
200	для него	15	2
201	том чтобы	2	2
202	на месте	2	2
203	и так	3	2
204	не имеет	2	2
205	совершенно иной	2	2
206	что у	4	2
207	тому что	8	2
208	к нему	2	2
209	она не	6	2
210	же мало	2	2
211	на том	3	2
212	они не	2	2
213	в самой	2	2
214	в котором	5	2
215	их в	2	2
216	на себе	3	2
217	все его	3	2
218	я в	2	2
219	давно уже	3	2
220	во втором	2	2
221	в своих	4	2
222	к своим	2	2
223	о них	4	2
224	что на	4	2
225	одной стороны	4	2
226	на этом	5	2
227	между ними	2	2
228	отнюдь не	4	2
229	в них	3	2
230	только не	3	2
231	со своей	3	2
232	что же	4	2
233	жизни и	10	2
234	сводится к	7	2
235	с ними	3	2
236	от нее	2	2
237	и уже	3	2
238	говорить о	4	2
239	ответить на	2	2
240	себя и	4	2
241	не более	3	2
242	и его	8	2
243	в сущности	2	2
244	каждого человека	3	2
245	же время	11	2
246	и только	2	2
247	с ее	7	2
248	и сам	3	2
249	не следует	2	2
250	заключает в	2	2
251	и более	2	2
252	в противоречие	2	2
253	в себя	3	2
254	о которой	3	2
255	но с	3	2
256	той же	3	2
257	все в	2	2
258	я не	8	2
259	вовсе не	2	2
260	в основе	3	2
261	и состоит	4	2
