N	2gram	Tiupa_Narr	Psycholo
1	то что	11	193
2	и в	19	190
3	в том	18	163
4	что в	3	123
5	том что	14	113
6	может быть	25	107
7	в этом	17	100
8	то есть	19	97
9	как бы	4	80
10	что он	6	76
11	не только	32	75
12	и не	20	73
13	самом деле	2	70
14	точки зрения	10	69
15	не может	10	68
16	так же	2	63
17	было бы	4	56
18	то же	4	54
19	о том	6	54
20	при этом	9	52
21	как и	7	51
22	а не	12	50
23	что это	3	49
24	только в	4	46
25	в сущности	3	46
26	сказать что	4	46
27	по себе	5	46
28	к тому	7	45
29	не в	14	45
30	в этой	5	43
31	никогда не	3	42
32	и все	2	42
33	как это	6	40
34	но и	23	40
35	как раз	2	39
36	того что	2	39
37	и как	5	36
38	и его	5	34
39	когда он	3	33
40	все же	7	33
41	в себе	8	32
42	в ней	3	31
43	в его	9	31
44	он не	3	31
45	как будто	3	30
46	как в	7	30
47	с одной	7	29
48	и для	2	29
49	с точки	2	29
50	одной стороны	7	29
51	в нем	4	29
52	что мы	2	28
53	и когда	2	28
54	что они	3	28
55	в основе	5	27
56	с другой	8	27
57	а в	11	27
58	все то	2	27
59	и на	3	27
60	совершенно не	2	26
61	жизни и	3	25
62	тем что	3	24
63	в своем	2	23
64	могут быть	3	23
65	один из	3	23
66	и даже	3	22
67	что у	2	22
68	когда мы	2	22
69	между тем	3	22
70	из них	3	22
71	как мы	3	21
72	ни в	3	21
73	и только	2	21
74	в двух	2	21
75	она не	2	20
76	все эти	2	20
77	в то	3	20
78	это не	2	20
79	дело с	2	20
80	несмотря на	2	20
81	мы имеем	2	20
82	другой стороны	4	20
83	в ее	3	19
84	в какой	2	19
85	у него	4	19
86	перед нами	4	18
87	но в	6	18
88	но не	6	18
89	вслед за	4	18
90	можно было	2	18
91	и есть	2	18
92	одна из	3	17
93	иначе говоря	6	17
94	из этих	3	17
95	так и	9	16
96	та же	2	16
97	не имеет	2	16
98	тому как	2	16
99	сводится к	3	16
100	говорит о	2	16
101	и тем	4	16
102	из которых	4	16
103	же как	3	16
104	в таком	2	16
105	и потому	2	15
106	как говорит	3	15
107	еще не	7	15
108	далеко не	5	15
109	что именно	2	15
110	в частности	14	15
111	в результате	2	15
112	для него	2	15
113	что на	2	14
114	не то	2	14
115	должна быть	2	14
116	хотя бы	4	14
117	столь же	3	14
118	по существу	2	14
119	это и	3	14
120	прежде всего	4	14
121	в области	2	14
122	этом отношении	3	14
123	те же	4	14
124	или в	2	14
125	а с	3	13
126	точка зрения	6	13
127	речь идет	4	13
128	именно в	6	13
129	отнюдь не	5	13
130	со стороны	9	13
131	и он	3	13
132	в той	6	13
133	идет о	2	12
134	состоит в	13	12
135	совершенно очевидно	2	12
136	в рассказе	4	12
137	в свою	3	12
138	ничего не	2	12
139	не менее	3	12
140	этой точки	2	12
141	что не	4	12
142	и до	2	12
143	например в	2	12
144	что по	2	12
145	в конечном	3	12
146	и с	4	12
147	как к	2	11
148	отличие от	5	11
149	и сейчас	2	11
150	подобно тому	2	11
151	исходя из	2	11
152	не будет	3	11
153	этого слова	2	11
154	утверждать что	2	11
155	его в	2	11
156	с его	6	11
157	конечном счете	2	11
158	есть в	2	11
159	уже в	3	11
160	не было	2	11
161	данном случае	4	10
162	все те	4	10
163	отличается от	4	10
164	не является	8	10
165	но как	2	10
166	в данном	5	10
167	сами по	2	10
168	тому же	5	10
169	бы не	2	9
170	тем самым	6	9
171	и ее	2	9
172	в силу	4	9
173	именно это	2	9
174	на него	3	9
175	но все	4	9
176	не есть	3	9
177	роль в	2	9
178	о чем	2	9
179	точно так	2	9
180	можно сказать	5	9
181	с ее	3	9
182	героя и	4	9
183	в отличие	5	9
184	и тот	2	8
185	наряду с	2	8
186	в собственном	2	8
187	о нем	4	8
188	в произведении	3	8
189	из двух	3	8
190	к нему	5	8
191	будто бы	3	8
192	здесь совершенно	2	8
193	о ней	3	7
194	различие между	2	7
195	в полном	2	7
196	приходит к	2	7
197	не как	2	7
198	себе не	2	7
199	свою очередь	3	7
200	одно из	2	7
201	они не	2	7
202	к самому	2	7
203	связи с	4	7
204	того или	2	7
205	время в	2	7
206	себя и	2	7
207	представляет собой	13	7
208	же в	4	7
209	на другой	2	7
210	в качестве	21	7
211	имеет место	4	7
212	в особенности	4	7
213	времени и	7	7
214	на том	3	7
215	не существует	3	7
216	отношение к	2	6
217	события в	2	6
218	как ни	2	6
219	не все	5	6
220	тем не	3	6
221	иное как	2	6
222	что иное	2	6
223	в себя	6	6
224	от всех	2	6
225	оно не	2	6
226	или менее	2	6
227	даже в	2	6
228	нуждается в	5	6
229	не что	2	6
230	каждый из	2	6
231	да и	4	6
232	или иного	2	6
233	независимо от	2	6
234	обратимся к	3	6
235	что касается	2	6
236	более или	2	6
237	событий в	2	6
238	уже не	5	6
239	приводит к	2	6
240	говорить о	2	6
241	жизни но	2	6
242	одного из	4	5
243	в область	2	5
244	между ними	2	5
245	точку зрения	4	5
246	между собой	2	5
247	в известном	2	5
248	если в	3	5
249	то в	6	5
250	не мог	4	5
251	таком случае	2	5
252	бы то	3	5
253	к которому	2	5
254	это все	2	5
255	действующее лицо	2	5
256	зависит от	2	5
257	подход к	2	5
258	по выражению	2	5
259	представляют собой	2	5
260	во всей	2	5
261	хотя и	3	5
262	себя в	5	5
263	то или	3	5
264	человека в	2	5
265	только о	2	5
266	она может	2	5
267	нет и	2	5
268	оно может	2	5
269	он прямо	2	5
270	отношения к	2	5
271	вплоть до	2	4
272	к другому	2	4
273	однако в	2	4
274	в первом	3	4
275	который в	2	4
276	не с	3	4
277	не на	2	4
278	его жизни	2	4
279	если не	4	4
280	и того	2	4
281	или иное	2	4
282	по отношению	7	4
283	рассказ в	2	4
284	здесь не	4	4
285	может не	3	4
286	в связи	2	4
287	одной из	4	4
288	в противоположность	2	4
289	для своей	2	4
290	от одного	2	4
291	в пределах	2	4
292	при всем	2	4
293	в мире	9	4
294	мог бы	3	4
295	же время	4	4
296	основе своей	4	4
297	не о	3	3
298	которого он	2	3
299	с чем	2	3
300	одним из	2	3
301	ни было	3	3
302	или ином	2	3
303	то они	2	3
304	зрения и	2	3
305	же не	4	3
306	между двумя	5	3
307	жизни а	2	3
308	все их	2	3
309	а также	7	3
310	бы быть	3	3
311	его как	2	3
312	у нее	2	3
313	к себе	5	3
314	на первый	2	3
315	от одной	2	3
316	пока еще	4	3
317	зрения на	2	3
318	такого рода	7	3
319	даже не	3	3
320	героя в	8	3
321	как известно	2	3
322	что нет	2	3
323	один человек	2	3
324	быть может	2	3
325	том или	2	3
326	и др	2	3
327	тем более	2	3
328	было в	2	3
329	он сам	2	3
330	к другой	2	3
331	хотя в	2	3
332	не столько	4	3
333	отношению к	6	3
334	не могло	2	3
335	точек зрения	2	3
336	или иначе	3	3
337	другом и	2	3
338	то ни	3	3
339	имеем дело	2	3
340	в форме	5	3
341	точкой зрения	2	2
342	во времени	8	2
343	жизни в	3	2
344	не являются	2	2
345	в структуре	2	2
346	а если	2	2
347	времени в	2	2
348	которая в	2	2
349	во втором	4	2
350	для автора	2	2
351	во внешнем	2	2
352	на чем	2	2
353	первом случае	2	2
354	читателя в	2	2
355	все было	3	2
356	события а	2	2
357	ту или	2	2
358	в любом	2	2
359	в значительной	2	2
360	событие в	2	2
361	поскольку оно	2	2
362	за собой	4	2
363	в общей	2	2
364	жизни как	3	2
365	к содержанию	3	2
366	сознания к	2	2
367	а иногда	2	2
368	или иной	5	2
369	смерти и	2	2
370	в будущем	2	2
371	по своей	3	2
372	рассказа о	2	2
373	со словами	2	2
374	и т.д	7	2
375	не от	2	2
376	не всегда	2	2
377	они и	2	2
378	при всех	2	2
379	наконец в	2	2
380	той или	4	2
381	и представляет	2	2
382	и одновременно	2	2
383	они все	2	2
384	на протяжении	6	2
385	не понимал	2	2
386	в литературе	2	2
387	ни для	7	2
388	как будет	3	2
389	они в	2	2
390	ей не	2	2
391	есть всегда	2	2
392	казалось что	5	2
393	так или	2	2
394	может оказаться	2	2
395	и ей	2	2
