N	3gram	Vygotskiy_	Marksizm
1	с точки зрения	31	46
2	не может быть	6	25
3	в самом деле	4	19
4	в то же	2	15
5	по отношению к	9	15
6	в том что	24	14
7	и не может	2	12
8	для того чтобы	24	11
9	до сих пор	6	11
10	с самого начала	13	10
11	в отличие от	4	10
12	одного и того	3	9
13	в большинстве случаев	2	9
14	и того же	3	9
15	то же самое	11	8
16	в направлении к	3	8
17	смысле этого слова	4	7
18	с другой стороны	3	7
19	в свою очередь	3	7
20	на самом деле	2	6
21	на то что	5	6
22	с одной стороны	7	6
23	как мы уже	2	6
24	той или иной	2	5
25	как мы видели	7	5
26	в этом отношении	7	5
27	к тому что	10	5
28	в этом случае	15	5
29	внутренней речи и	4	5
30	речи и в	3	5
31	в первом случае	5	4
32	том что он	2	4
33	можно сказать что	7	4
34	о том что	4	4
35	в зависимости от	6	4
36	и то же	3	3
37	тем не менее	4	3
38	друг с другом	6	3
39	в том числе	2	3
40	одной и той	5	3
41	одним и тем	2	3
42	можно было бы	5	3
43	только в процессе	2	3
44	не могут быть	3	3
45	одно и то	3	3
46	и той же	5	3
47	одной стороны и	4	3
48	точки зрения самого	2	3
49	не только в	2	3
50	ни в какой	2	3
51	свое выражение в	5	3
52	и тем же	2	3
53	во внутренней речи	4	3
54	том числе и	2	3
55	и в этом	2	3
56	до известной степени	2	2
57	прежде всего в	2	2
58	от того что	2	2
59	же как и	3	2
60	самое существительное но	2	2
61	таким образом в	2	2
62	так же как	13	2
63	в данном случае	5	2
64	в этом и	2	2
65	как и в	4	2
66	и его значением	2	2
67	мы видели что	3	2
68	речи мы можем	2	2
69	друг от друга	3	2
70	же самое существительное	2	2
71	в последнее время	4	2
72	в собственном смысле	4	2
73	внутренней речи как	4	2
74	и тогда когда	2	2
75	в этом вопросе	2	2
76	слова и его	4	2
77	в этом смысле	2	2
78	нет и не	3	2
79	находит свое выражение	3	2
