N	2gram	Tiupa_Vved	Komedia
1	и в	23	77
2	и не	24	47
3	в том	21	44
4	том что	16	42
5	о том	7	33
6	едва ли	4	32
7	но и	31	32
8	может быть	25	30
9	таким образом	6	29
10	в то	5	28
11	и его	9	28
12	в этом	27	27
13	потому что	7	27
14	что он	2	26
15	к тому	9	26
16	не только	32	25
17	тому же	6	25
18	вместе с	2	25
19	как и	21	23
20	что в	6	23
21	что и	6	22
22	если бы	10	22
23	в самом	6	22
24	в конце	3	21
25	так и	14	21
26	а в	15	21
27	то же	8	21
28	ясно что	2	21
29	в его	9	20
30	со стороны	15	19
31	во время	3	19
32	к этому	3	19
33	в этой	2	18
34	тем что	2	17
35	еще не	8	17
36	и здесь	2	17
37	в нем	9	17
38	же время	4	17
39	все же	10	16
40	у него	8	16
41	не менее	4	16
42	при этом	43	16
43	и сам	2	16
44	действующих лиц	2	16
45	он не	6	16
46	в своем	9	15
47	не в	12	15
48	между тем	3	15
49	прежде всего	11	15
50	один из	3	15
51	на себя	5	15
52	было бы	4	15
53	и на	5	15
54	ли не	2	14
55	к нему	2	14
56	все это	3	14
57	об этом	5	14
58	на протяжении	2	14
59	в свою	5	14
60	и с	2	14
61	столь же	3	14
62	о чем	4	13
63	то что	9	13
64	самом деле	6	13
65	но в	14	13
66	в них	4	13
67	того чтобы	2	13
68	что она	2	13
69	мы можем	2	13
70	в одном	5	13
71	как раз	5	13
72	так же	2	12
73	с другой	10	12
74	как это	2	12
75	уже в	2	12
76	несмотря на	2	12
77	не по	4	12
78	в качестве	18	12
79	хотя и	10	12
80	в начале	3	12
81	не может	14	12
82	как в	8	12
83	но не	9	12
84	в котором	11	12
85	нового времени	5	12
86	по отношению	11	11
87	должны были	3	11
88	наряду с	2	11
89	в их	2	11
90	в частности	19	11
91	одного из	3	11
92	речь идет	3	11
93	как мы	5	11
94	и даже	3	11
95	на этот	2	11
96	и для	8	11
97	с ним	3	11
98	в целом	4	10
99	к себе	2	10
100	отношение к	5	10
101	ничего не	3	10
102	и все	8	10
103	в чем	2	10
104	что касается	5	10
105	на его	2	10
106	мы не	6	10
107	же в	3	10
108	свою очередь	5	10
109	тут же	3	10
110	тем более	3	10
111	на него	3	10
112	с одной	9	10
113	как бы	8	10
114	еще в	3	10
115	и что	2	10
116	отличие от	11	9
117	тому что	2	9
118	одной стороны	9	9
119	однако в	9	9
120	ответ на	2	9
121	и по	3	9
122	в своей	10	9
123	а также	12	9
124	судя по	3	9
125	отношению к	11	9
126	все что	3	9
127	говорить о	5	9
128	только в	9	9
129	в ней	5	9
130	идет о	3	8
131	и ее	2	8
132	как он	2	8
133	такого рода	23	8
134	по своему	3	8
135	место в	2	8
136	не знает	2	8
137	войны и	5	8
138	связи с	2	8
139	да и	3	8
140	по поводу	5	8
141	другой стороны	3	8
142	можно было	2	8
143	бы в	4	8
144	в течение	2	8
145	что у	4	8
146	что для	2	8
147	в которых	2	8
148	не было	5	8
149	во всех	2	8
150	до конца	5	7
151	в себе	15	7
152	в другом	2	7
153	и у	2	7
154	это время	2	7
155	и к	2	7
156	и о	4	7
157	и это	2	7
158	и во	2	7
159	этот раз	3	7
160	что они	2	7
161	во всяком	3	7
162	если в	3	7
163	тех же	2	7
164	из этих	5	7
165	хотя бы	2	7
166	в результате	5	7
167	дело с	4	7
168	целый ряд	2	7
169	и вот	3	7
170	должен был	2	7
171	не является	7	7
172	в этих	5	7
173	не имеет	3	7
174	или иначе	2	7
175	к его	5	7
176	отнюдь не	14	7
177	для нас	4	7
178	всяком случае	3	7
179	до начала	2	7
180	перед лицом	4	7
181	даже в	3	6
182	в силу	2	6
183	в наиболее	3	6
184	в виду	3	6
185	и тем	3	6
186	в области	5	6
187	так в	5	6
188	о которых	2	6
189	могут быть	5	6
190	что не	2	6
191	в сущности	3	6
192	и он	4	6
193	тем не	3	6
194	и как	2	6
195	как правило	6	6
196	человека в	2	6
197	как будто	6	6
198	в отличие	11	6
199	в какой	4	6
200	на то	3	6
201	в своих	5	6
202	еще более	2	6
203	представляет собой	18	6
204	или в	3	6
205	а не	31	6
206	не мог	2	6
207	никогда не	6	5
208	этом отношении	7	5
209	это не	7	5
210	том как	4	5
211	вслед за	3	5
212	в обоих	3	5
213	одним из	5	5
214	в ответ	2	5
215	роль в	2	5
216	от них	2	5
217	к ним	4	5
218	представить себе	2	5
219	персонажей в	4	5
220	мы имеем	8	5
221	что на	4	5
222	между собой	2	5
223	в первом	3	5
224	обращается к	2	5
225	который в	5	5
226	и от	3	5
227	для этого	2	5
228	что это	2	5
229	себя в	4	5
230	в сознании	5	5
231	в мире	9	5
232	каждого из	2	5
233	мира в	8	5
234	в период	2	5
235	к своему	2	5
236	восходит к	2	5
237	что я	2	5
238	приводит к	2	5
239	он и	2	5
240	со своей	4	5
241	жизни и	8	5
242	а на	4	5
243	же самое	2	5
244	и после	2	5
245	той же	3	5
246	но он	2	5
247	не о	2	4
248	не столько	5	4
249	к которому	2	4
250	в принципе	3	4
251	по своей	4	4
252	не всегда	2	4
253	в пятом	2	4
254	или менее	2	4
255	может служить	4	4
256	времени в	3	4
257	аналогии с	2	4
258	что же	6	4
259	когда в	2	4
260	не на	3	4
261	здесь мы	2	4
262	например в	2	4
263	в основе	6	4
264	как известно	2	4
265	одна из	5	4
266	хотя в	2	4
267	и опять	2	4
268	то и	2	4
269	нет ничего	2	4
270	с их	2	4
271	у нее	4	4
272	стороны и	4	4
273	бы не	3	4
274	у нас	4	4
275	времени и	7	4
276	в пределах	3	4
277	том чтобы	2	4
278	далеко не	5	4
279	а то	2	4
280	их в	3	4
281	что мы	2	4
282	мог бы	2	4
283	ближе к	3	4
284	в той	5	4
285	все равно	2	4
286	не следует	3	4
287	как его	2	4
288	из которой	2	4
289	в соответствии	8	3
290	следует признать	6	3
291	и потому	2	3
292	указывает на	2	3
293	всего лишь	7	3
294	в одной	2	3
295	вплоть до	2	3
296	при всей	3	3
297	и притом	3	3
298	для себя	2	3
299	должен быть	3	3
300	от своего	2	3
301	в году	2	3
302	друг от	2	3
303	только на	2	3
304	из жизни	3	3
305	теперь же	2	3
306	а его	3	3
307	а с	4	3
308	видно что	2	3
309	они не	3	3
310	состоит в	23	3
311	в голову	2	3
312	в высшей	2	3
313	для них	3	3
314	в театре	3	3
315	с ними	2	3
316	о ней	4	3
317	представляют собой	3	3
318	было в	2	3
319	принадлежит к	3	3
320	между двумя	5	3
321	мы видели	3	3
322	в рамках	5	3
323	могла бы	3	3
324	но при	7	3
325	если она	2	3
326	ли это	2	3
327	его с	2	3
328	а к	3	3
329	в финале	4	3
330	исходя из	4	3
331	конечном счете	2	3
332	до этого	2	3
333	о любви	4	3
334	стало быть	10	3
335	так называемой	2	3
336	как о	2	3
337	совершенно не	2	3
338	было и	2	3
339	не один	2	3
340	и более	5	3
341	не с	4	3
342	за пределами	3	3
343	более или	2	3
344	к одной	2	3
345	будто бы	3	3
346	соответствии с	8	3
347	по себе	2	3
348	первого и	3	3
349	высшей степени	2	3
350	ему в	2	3
351	в таком	2	3
352	и есть	2	3
353	не к	4	3
354	в нашем	9	3
355	о которой	4	3
356	однако не	2	3
357	от друга	2	3
358	еще и	2	2
359	перед нами	13	2
360	к одному	2	2
361	тем самым	6	2
362	те же	2	2
363	очевидно что	2	2
364	следует отнести	2	2
365	для которого	4	2
366	не как	2	2
367	в конечном	2	2
368	где в	3	2
369	никак не	2	2
370	слов в	2	2
371	к ее	3	2
372	это только	3	2
373	от себя	2	2
374	именно к	2	2
375	во времени	2	2
376	слов или	2	2
377	жизни так	2	2
378	у них	3	2
379	начинается с	2	2
380	этого не	2	2
381	встреча с	2	2
382	мере в	2	2
383	того что	7	2
384	мы узнаем	2	2
385	она была	2	2
386	а мы	2	2
387	во втором	4	2
388	из трех	2	2
389	не входит	2	2
390	котором он	2	2
391	же касается	2	2
392	в состав	5	2
393	здесь не	2	2
394	вернуться к	2	2
395	ему было	2	2
396	в центре	4	2
397	из четырех	3	2
398	ее не	2	2
399	должна быть	3	2
400	эти слова	2	2
401	после обеда	2	2
402	детьми и	4	2
403	для обозначения	2	2
404	бы и	4	2
405	еще один	3	2
406	особенно в	3	2
407	нашего времени	2	2
408	быть не	4	2
409	к которой	2	2
410	в литературе	2	2
411	при таком	2	2
412	но это	4	2
413	однако и	3	2
414	не все	2	2
415	о котором	5	2
416	дело не	2	2
417	еще до	2	2
418	в этот	3	2
419	с ее	3	2
420	слова и	3	2
421	которой не	2	2
422	жизни в	5	2
423	действия но	2	2
424	от их	2	2
425	как по	2	2
426	а для	2	2
427	но они	3	2
428	х гг	3	2
429	сюжета в	2	2
430	друг на	2	2
431	не должен	2	2
432	с человеком	2	2
433	для него	5	2
434	в жизни	7	2
435	это уже	2	2
436	подобно тому	3	2
437	частности в	2	2
438	принадлежат к	4	2
439	точек зрения	2	2
440	не вполне	4	2
441	это были	2	2
442	в настоящем	2	2
443	тому как	3	2
444	к жизни	2	2
445	в случае	4	2
446	сводится к	6	2
447	прошлом и	2	2
448	на первый	3	2
449	основе своей	2	2
450	и только	2	2
451	на фоне	3	2
452	событий в	2	2
453	вся его	2	2
454	сюжетная схема	2	2
