N	2gram	Voloshinov	Dialekti
1	не есть	6	181
2	и не	42	120
3	это –	12	95
4	по себе	5	79
5	а не	15	78
6	и в	32	77
7	точки зрения	48	72
8	может быть	50	71
9	не только	18	66
10	то что	12	59
11	и есть	3	55
12	ничего не	9	54
13	не может	40	53
14	и даже	4	47
15	так как	5	46
16	с точки	31	46
17	что это	3	46
18	потому что	2	45
19	не просто	2	44
20	как бы	31	43
21	ни в	7	42
22	и что	2	42
23	не имеет	6	41
24	вовсе не	15	41
25	в том	13	40
26	что такое	3	39
27	в этом	27	39
28	то же	19	39
29	в себе	5	38
30	том что	12	37
31	что он	5	37
32	прежде всего	19	37
33	это не	5	36
34	так что	2	36
35	– в	13	35
36	что в	5	34
37	в нем	17	34
38	и все	8	33
39	– не	11	33
40	того что	5	33
41	но и	17	32
42	он –	3	31
43	все это	4	31
44	ясно что	6	31
45	и как	8	30
46	отнюдь не	14	30
47	сказать что	7	30
48	так и	21	29
49	было бы	8	29
50	как и	19	28
51	никогда не	7	27
52	в виду	2	26
53	не в	13	26
54	сама по	2	26
55	– это	11	26
56	и то	4	25
57	и пр	31	25
58	говорить о	2	25
59	учение о	3	25
60	если бы	12	24
61	и вот	2	23
62	в то	7	23
63	это и	3	23
64	что оно	3	23
65	таким образом	29	23
66	но что	2	22
67	она не	2	21
68	что не	4	21
69	должна быть	6	21
70	в чем	2	21
71	допустим что	4	21
72	в каком	6	20
73	что все	3	20
74	только в	14	20
75	как раз	5	20
76	и вообще	3	20
77	– как	6	20
78	что и	5	20
79	совершенно не	6	20
80	о том	4	20
81	уже не	2	20
82	и с	4	20
83	в таком	8	20
84	как же	5	19
85	в своем	3	19
86	как это	2	19
87	не менее	5	19
88	и это	6	19
89	тогда когда	2	19
90	в самом	14	19
91	не существует	6	19
92	и его	33	19
93	иное как	2	18
94	не что	2	18
95	что же	5	18
96	с другой	6	18
97	хотя бы	8	18
98	же время	7	18
99	жизни и	4	18
100	но если	2	17
101	в основе	10	17
102	той или	5	17
103	в сущности	17	17
104	можно сказать	4	17
105	должно быть	4	17
106	другими словами	4	16
107	в своей	5	16
108	мы не	6	16
109	нет ничего	4	16
110	кроме того	7	16
111	к нему	5	16
112	одно и	3	16
113	тем не	3	16
114	само по	2	16
115	конечно не	9	16
116	– и	8	15
117	быть и	9	15
118	то в	3	15
119	сознания и	6	15
120	только что	2	15
121	все же	13	15
122	так же	10	15
123	самом деле	18	15
124	же и	3	15
125	на то	4	15
126	мы уже	7	15
127	и потому	7	14
128	и ее	4	14
129	таком случае	5	14
130	даже и	2	14
131	– все	3	14
132	не было	6	14
133	и только	2	14
134	ни о	2	13
135	и следовательно	8	13
136	но в	13	13
137	в ней	5	13
138	и та	2	13
139	он не	5	13
140	другой стороны	7	13
141	с ее	2	13
142	в смысле	11	13
143	и к	3	13
144	оно –	2	12
145	вопрос о	6	12
146	могут быть	4	12
147	еще не	7	12
148	все эти	8	12
149	именно в	6	12
150	и если	2	12
151	не могут	4	12
152	но как	3	12
153	и ни	2	12
154	а в	5	12
155	тем более	3	12
156	с этим	6	12
157	и тогда	2	12
158	но не	2	12
159	мы должны	4	11
160	быть в	2	11
161	внутреннего и	4	11
162	должны быть	4	11
163	можно только	2	11
164	от того	4	11
165	и тем	4	11
166	только на	7	11
167	его не	2	11
168	в данном	8	11
169	не значит	2	11
170	– мы	2	11
171	из них	3	11
172	или в	4	11
173	нет никакой	3	10
174	в душе	3	10
175	от этого	3	10
176	к тому	8	10
177	в ее	9	10
178	как мы	26	10
179	в его	10	10
180	за пределы	8	10
181	это было	2	10
182	нет ни	2	10
183	для того	8	10
184	с этой	2	10
185	себе и	2	10
186	и для	15	10
187	если же	2	10
188	в их	5	10
189	в частности	2	10
190	это будет	2	10
191	мы видим	2	10
192	во всяком	8	10
193	в результате	9	10
194	в жизни	2	10
195	если мы	17	10
196	возможно только	2	10
197	как он	3	9
198	общего с	3	9
199	точка зрения	8	9
200	в истории	5	9
201	превращается в	2	9
202	не как	5	9
203	в этих	2	9
204	и более	6	9
205	в котором	6	9
206	той же	5	9
207	в одном	2	9
208	или иной	8	9
209	– совершенно	2	9
210	и от	6	9
211	тому что	6	9
212	же как	2	9
213	с ними	5	9
214	при этом	13	9
215	и он	4	9
216	всех этих	2	9
217	бы в	4	9
218	мы можем	6	9
219	как о	2	9
220	лишь как	2	9
221	и на	8	9
222	на самом	10	8
223	в отношении	7	8
224	от него	4	8
225	же –	3	8
226	не будет	7	8
227	– то	5	8
228	то как	2	8
229	не на	2	8
230	в дальнейшем	3	8
231	в этой	3	8
232	и внешнего	5	8
233	того или	2	8
234	у нас	4	8
235	с одной	2	8
236	но вот	2	8
237	но все	4	8
238	в одной	4	8
239	всегда и	3	8
240	ничего общего	5	8
241	бы и	2	8
242	теперь мы	4	8
243	нет и	4	8
244	или иначе	3	8
245	этом смысле	2	8
246	себя в	2	8
247	в разных	2	8
248	и сама	2	7
249	в конце	5	7
250	из этих	3	7
251	и при	3	7
252	а только	2	7
253	или вообще	2	7
254	связи с	22	7
255	его как	2	7
256	на первый	2	7
257	тем что	3	7
258	в связи	12	7
259	как она	2	7
260	нуждается в	4	7
261	эти два	2	7
262	со стороны	2	7
263	не знает	4	7
264	мира и	2	7
265	– вот	5	7
266	с его	6	7
267	зависимости от	4	7
268	и их	2	7
269	как в	5	7
270	так или	2	7
271	но для	4	7
272	из которых	2	7
273	то ни	12	7
274	как на	2	7
275	отношения к	2	7
276	еще и	2	6
277	– что	3	6
278	в другом	5	6
279	то мы	4	6
280	они не	2	6
281	более или	3	6
282	того чтобы	9	6
283	в зависимости	2	6
284	себя и	2	6
285	одна из	6	6
286	они –	3	6
287	нем нет	4	6
288	в которой	4	6
289	ни к	3	6
290	но они	2	6
291	все –	2	6
292	вообще не	2	6
293	друг другу	2	6
294	вместе с	2	6
295	его в	7	6
296	и прежде	4	6
297	или менее	3	6
298	в науке	6	6
299	одной стороны	2	6
300	можно было	2	6
301	образ и	2	6
302	с их	2	6
303	во всех	13	6
304	стороны и	2	6
305	может существовать	2	6
306	в коем	2	6
307	для него	18	6
308	не с	2	6
309	ее в	2	6
310	коем случае	2	6
311	мог бы	2	6
312	уже в	3	6
313	всяком случае	4	6
314	с целью	2	5
315	как целое	8	5
316	были бы	2	5
317	точку зрения	4	5
318	действительности и	3	5
319	же мы	2	5
320	или как	3	5
321	почти не	2	5
322	же не	2	5
323	и во	2	5
324	бы это	2	5
325	не является	11	5
326	все остальное	2	5
327	в целях	3	5
328	сих пор	10	5
329	например в	2	5
330	он может	3	5
331	в своих	2	5
332	если он	2	5
333	от нее	2	5
334	из этого	2	5
335	конце концов	3	5
336	есть объект	3	5
337	первый план	2	5
338	все в	2	5
339	оно и	2	5
340	слово –	9	5
341	в области	3	5
342	одной и	2	5
343	тех пор	2	5
344	– к	3	5
345	в качестве	4	5
346	и той	2	5
347	независимо от	3	5
348	к этому	10	5
349	мы только	3	5
350	одного и	9	5
351	отношении к	8	5
352	тому же	2	5
353	и так	2	5
354	зависит от	2	5
355	есть прежде	2	5
356	он и	2	5
357	в той	6	5
358	можем сказать	2	5
359	до сих	10	5
360	в каждом	8	4
361	следовательно не	3	4
362	а как	7	4
363	у них	2	4
364	мы знаем	7	4
365	как ни	2	4
366	здесь в	5	4
367	как с	2	4
368	это же	2	4
369	в собственном	2	4
370	и эта	5	4
371	самом же	5	4
372	если оно	2	4
373	чтобы понять	3	4
374	уже знаем	2	4
375	– чисто	2	4
376	главным образом	2	4
377	бытие –	2	4
378	неотделим от	3	4
379	но именно	4	4
380	или же	2	4
381	из всего	3	4
382	на все	2	4
383	говорить об	2	4
384	но уже	2	4
385	бы то	11	4
386	– для	2	4
387	необходимо чтобы	5	4
388	себя самого	2	4
389	как они	2	4
390	этом отношении	4	4
391	но ведь	4	4
392	у него	2	4
393	и является	4	4
394	явлений и	2	4
395	и здесь	9	4
396	к жизни	2	4
397	можно назвать	2	4
398	друг друга	10	4
399	– на	3	4
400	же самое	9	4
401	быть не	2	4
402	чем же	7	4
403	лежащая в	4	4
404	как чисто	2	3
405	от его	2	3
406	как из	2	3
407	должен быть	2	3
408	уже с	2	3
409	следовательно и	4	3
410	и всегда	2	3
411	от своего	2	3
412	к своему	2	3
413	зрения в	2	3
414	отличие от	7	3
415	самого начала	9	3
416	одной из	5	3
417	не так	2	3
418	и этот	2	3
419	с самого	9	3
420	зрения и	2	3
421	может осуществиться	2	3
422	и философии	2	3
423	место в	5	3
424	в данный	2	3
425	и сознание	2	3
426	в первом	3	3
427	тот же	4	3
428	об одном	2	3
429	почти все	2	3
430	этот момент	2	3
431	здесь не	2	3
432	мысли и	7	3
433	по мере	6	3
434	исходит из	4	3
435	целый ряд	3	3
436	лишь в	17	3
437	или точнее	2	3
438	от их	2	3
439	понятно что	4	3
440	далеко не	5	3
441	на почве	14	3
442	искусство и	2	3
443	но к	2	3
444	в свою	6	3
445	форм и	5	3
446	же они	2	3
447	является не	9	3
448	нового времени	2	3
449	момент в	3	3
450	тем же	4	3
451	для всех	2	3
452	такая же	2	3
453	здесь как	2	3
454	для себя	4	3
455	и вне	3	3
456	нас не	3	3
457	стремится к	2	3
458	в корне	6	3
459	только с	3	3
460	к этой	2	3
461	– с	4	3
462	мы это	2	3
463	лежит в	2	3
464	совсем не	2	3
465	к другому	7	3
466	категории и	4	3
467	во время	2	3
468	во всей	2	3
469	не приходится	3	3
470	или иного	2	3
471	конечно –	2	3
472	в сознании	2	3
473	с другими	6	3
474	по преимуществу	5	3
475	бы не	2	3
476	ни было	15	3
477	от одного	5	3
478	в какой	5	3
479	мы замечаем	2	3
480	культуры и	2	3
481	не к	3	3
482	этот предмет	2	3
483	зрения самого	2	3
484	жизни –	2	3
485	на науку	3	3
486	форму и	3	3
487	нет еще	2	3
488	же деле	5	3
489	к самому	2	3
490	то на	2	3
491	не дает	4	3
492	данный момент	2	3
493	что было	2	3
494	в слове	13	3
495	однако не	3	3
496	между тем	8	3
497	а просто	2	3
498	бытия в	9	2
499	или к	2	2
500	ясность и	2	2
501	в голове	2	2
502	не имеют	5	2
503	она может	3	2
504	все те	4	2
505	должно было	2	2
506	этом условии	2	2
507	и формы	5	2
508	– именно	2	2
509	как к	2	2
510	как вещь	2	2
511	и стать	2	2
512	или хотя	2	2
513	и других	3	2
514	ни одной	2	2
515	ни из	2	2
516	свою очередь	5	2
517	оно само	2	2
518	формы как	3	2
519	– одна	3	2
520	сознание не	2	2
521	и др	3	2
522	в каком-нибудь	3	2
523	– фикция	2	2
524	следует что	7	2
525	те же	5	2
526	только при	4	2
527	во втором	2	2
528	по законам	3	2
529	не могла	2	2
530	в узком	4	2
531	оно должно	2	2
532	в процессе	31	2
533	и самого	3	2
534	данной эпохи	2	2
535	целое не	2	2
536	является как	3	2
537	относится к	4	2
538	– лишь	4	2
539	именно для	3	2
540	слово и	4	2
541	в духе	2	2
542	в систему	3	2
543	и до	4	2
544	собственном смысле	2	2
545	есть вещь	2	2
546	слова и	8	2
547	в становлении	3	2
548	всякая живая	2	2
549	находятся в	2	2
550	с первым	2	2
551	он был	2	2
552	тот или	2	2
553	в условиях	5	2
554	понять и	2	2
555	она является	4	2
556	его жизни	2	2
557	жизни но	2	2
558	такое понимание	3	2
559	слова –	3	2
560	лишь тогда	2	2
561	поскольку он	2	2
562	этот вопрос	5	2
563	это так	2	2
564	пр в	4	2
565	еще в	2	2
566	общества и	2	2
567	не об	2	2
568	из него	4	2
569	или процесс	2	2
570	не идет	3	2
571	в нашем	4	2
572	вполне понятно	6	2
573	в широком	2	2
574	или может	2	2
575	существует как	2	2
576	этого вопроса	2	2
577	сознания как	4	2
578	то есть	2	2
579	и нельзя	2	2
580	слово в	5	2
581	не остается	2	2
582	момент –	2	2
583	и вся	2	2
584	связано с	3	2
585	во все	2	2
586	слово слово	2	2
587	для понимания	4	2
588	бы на	2	2
589	нее и	2	2
590	они и	3	2
591	с другом	2	2
592	в бытии	3	2
593	всего –	2	2
594	и реального	2	2
595	в точном	5	2
596	широком смысле	2	2
597	одного из	3	2
598	пока не	2	2
599	в определенном	2	2
600	самое это	2	2
601	здесь же	2	2
602	каждого данного	2	2
603	между ними	6	2
604	смысле слова	4	2
605	эта последняя	3	2
606	там где	4	2
607	ними как	2	2
608	и мир	2	2
609	и самый	2	2
610	имеет значение	3	2
611	дана как	2	2
612	мы сказали	4	2
613	они являются	3	2
614	имеет место	2	2
615	нет в	2	2
616	самое слово	2	2
617	могла бы	2	2
618	и взаимно	2	2
619	и между	5	2
620	но при	3	2
621	не становится	3	2
622	более и	2	2
623	как оно	2	2
624	в целом	2	2
625	зрения так	2	2
626	пр и	5	2
627	на нее	2	2
628	на стадии	2	2
629	к истории	2	2
630	перестает быть	2	2
631	нет это	2	2
632	мы увидим	3	2
633	связана с	4	2
634	и всякое	4	2
635	человека в	3	2
636	жизни в	5	2
637	социальная среда	2	2
638	и становление	3	2
639	его и	3	2
640	психической жизни	4	2
641	мысли в	3	2
642	этом вопросе	2	2
643	друг с	2	2
644	он является	4	2
645	на этот	3	2
646	мы как	2	2
647	конечно и	2	2
648	выражения в	3	2
649	существует таким	2	2
650	это одно	2	2
651	к его	4	2
652	диалектического материализма	2	2
653	целое и	2	2
654	слова о	4	2
655	совпадает с	3	2
656	чтобы и	2	2
657	именно на	3	2
658	в системе	3	2
