N	2gram	Propp_Isto	SlovoVZh
1	не может	19	16
2	точки зрения	4	14
3	может быть	19	14
4	и его	11	13
5	как бы	8	13
6	и в	41	12
7	таким образом	15	12
8	отношению к	3	11
9	по отношению	3	11
10	и не	12	10
11	так как	21	9
12	если бы	3	9
13	прежде всего	6	8
14	для нас	8	7
15	сказать что	5	7
16	все время	2	6
17	при этом	7	6
18	в том	14	6
19	в нем	12	6
20	только в	10	6
21	в ней	4	6
22	никогда не	16	5
23	как в	17	5
24	что мы	3	5
25	в жизни	2	5
26	можно сказать	3	5
27	но в	7	5
28	том что	18	5
29	то же	12	5
30	как и	8	5
31	героя и	5	5
32	должна быть	3	5
33	а не	9	5
34	то что	12	5
35	и др	4	5
36	в самом	2	4
37	в этом	19	4
38	не только	30	4
39	в литературе	2	4
40	что не	3	4
41	его в	7	4
42	зависимости от	4	4
43	жизни и	3	4
44	не в	12	4
45	с другой	20	4
46	все же	14	4
47	к нему	8	4
48	так и	8	4
49	и на	12	4
50	уже не	8	4
51	от того	4	4
52	отношение к	6	4
53	в них	4	3
54	по себе	2	3
55	о том	15	3
56	ее и	2	3
57	и герой	4	3
58	из этого	2	3
59	ни в	4	3
60	все эти	8	3
61	в котором	3	3
62	и наконец	6	3
63	так же	6	3
64	в своей	4	3
65	мы не	10	3
66	конечно не	2	3
67	в себе	3	3
68	еще не	13	3
69	здесь не	4	3
70	это как	2	3
71	все это	9	3
72	только на	2	3
73	когда он	5	3
74	и ее	6	3
75	в некоторых	2	3
76	и с	4	3
77	этой точки	3	3
78	но для	3	3
79	не менее	5	3
80	сих пор	5	3
81	с ним	9	3
82	до сих	4	3
83	и по	7	3
84	формы и	2	3
85	и пр	2	3
86	того что	7	3
87	тем не	4	3
88	с героем	3	3
89	и более	2	3
90	но и	20	3
91	ясно что	2	3
92	в особенности	2	2
93	и то	3	2
94	в его	4	2
95	данном случае	7	2
96	и здесь	13	2
97	что в	21	2
98	к ним	3	2
99	не так	4	2
100	стороны и	4	2
101	но тем	2	2
102	ничего не	7	2
103	с его	4	2
104	и те	2	2
105	но конечно	2	2
106	что и	13	2
107	это не	14	2
108	и все	6	2
109	можно найти	3	2
110	кроме того	6	2
111	там где	7	2
112	от всех	2	2
113	она не	3	2
114	но все	5	2
115	в своем	3	2
116	дело с	2	2
117	в зависимости	3	2
118	в данном	8	2
119	его к	2	2
120	но мы	3	2
121	независимо от	3	2
122	из него	3	2
123	мы имеем	27	2
124	и что	15	2
125	в то	6	2
126	те же	2	2
127	уже в	4	2
128	вместе со	2	2
129	окно и	2	2
130	с этой	7	2
131	в этих	16	2
132	одной стороны	12	2
133	связь с	7	2
134	в основном	2	2
135	и другие	10	2
136	но это	5	2
137	он не	8	2
138	такой же	3	2
139	как только	5	2
140	как на	3	2
141	его как	2	2
142	оно не	2	2
143	имеем в	8	2
144	но не	8	2
145	как это	6	2
146	мы можем	11	2
147	могут быть	3	2
148	в чем	5	2
149	в форме	4	2
150	быть только	2	2
151	и так	2	2
152	с одной	12	2
153	относится к	2	2
154	к этому	5	2
155	этой стороны	4	2
156	тогда когда	3	2
157	но что	2	2
158	другой стороны	17	2
159	вместе с	17	2
160	на него	3	2
