N	2gram	Trubetskoy	Problemy
1	и в	24	106
2	и не	9	90
3	как бы	10	70
4	может быть	17	66
5	в его	5	56
6	в этом	13	52
7	в нем	3	51
8	не может	18	49
9	что он	7	44
10	как и	10	44
11	но и	11	40
12	точки зрения	14	40
13	для него	2	39
14	и его	2	39
15	не только	10	36
16	то же	4	36
17	то что	18	33
18	но в	5	33
19	прежде всего	3	32
20	в то	6	29
21	все это	13	29
22	он не	4	29
23	и все	9	28
24	не в	9	27
25	же время	2	26
26	к нему	2	25
27	в сущности	2	25
28	с точки	8	25
29	в самом	8	25
30	и с	5	25
31	самом деле	12	24
32	вовсе не	2	24
33	и на	6	23
34	таким образом	34	22
35	как мы	3	21
36	никогда не	4	20
37	все же	15	20
38	потому что	9	20
39	только в	6	20
40	что в	9	19
41	отношению к	11	19
42	что же	2	19
43	на самом	7	18
44	в себе	5	18
45	по отношению	11	18
46	все эти	19	18
47	еще не	6	18
48	но не	3	18
49	это не	3	17
50	в том	31	17
51	так и	10	17
52	а в	3	17
53	и к	5	17
54	с ним	6	17
55	так же	8	16
56	в другом	2	16
57	если бы	8	16
58	и наконец	3	15
59	и для	6	15
60	у него	5	15
61	так как	7	14
62	в своем	12	14
63	в конце	4	14
64	я не	2	14
65	лишь в	5	14
66	и сам	2	14
67	его в	5	13
68	и это	3	13
69	в целом	5	13
70	себя и	2	13
71	в мире	6	13
72	на него	2	13
73	но все	5	13
74	том что	20	12
75	даже в	3	12
76	так что	6	12
77	к тому	8	12
78	между тем	12	12
79	не знает	2	12
80	что и	7	12
81	при этом	9	12
82	было бы	3	12
83	во всяком	2	12
84	в котором	2	12
85	и что	9	12
86	не могут	4	11
87	конце концов	4	11
88	она не	2	11
89	так чтобы	2	11
90	этого слова	2	11
91	должно быть	5	11
92	бы в	3	11
93	с другой	6	11
94	их в	2	11
95	мы уже	4	11
96	как будто	5	11
97	отношение к	4	10
98	для себя	2	10
99	как не	2	10
100	до сих	15	10
101	сих пор	15	10
102	далеко не	5	10
103	в самой	2	10
104	той же	2	10
105	и потому	3	9
106	в них	2	9
107	хотя и	4	9
108	другой стороны	5	9
109	хотя бы	4	9
110	друг с	9	9
111	из одного	2	9
112	что у	2	9
113	всяком случае	2	9
114	мы должны	4	8
115	но как	2	8
116	как к	5	8
117	одним из	4	8
118	того что	7	8
119	несмотря на	6	8
120	же не	3	8
121	с ними	2	8
122	и до	3	8
123	должна быть	6	8
124	и от	5	8
125	что это	5	8
126	ни было	3	8
127	в результате	9	8
128	о том	7	8
129	и у	4	8
130	и так	2	8
131	с другом	9	8
132	из них	5	8
133	вопрос о	3	7
134	от него	3	7
135	в этих	3	7
136	в их	4	7
137	в виде	4	7
138	от себя	2	7
139	точку зрения	2	7
140	в виду	2	7
141	тем как	2	7
142	в процессе	2	7
143	все его	2	7
144	между ними	2	7
145	что все	5	7
146	то ни	4	7
147	что они	2	7
148	и ее	2	7
149	тот же	3	7
150	бы то	3	7
151	в жизни	3	7
152	что она	2	7
153	отличается от	6	7
154	и их	5	7
155	такой же	2	7
156	во всех	10	7
157	если же	3	7
158	но на	2	7
159	не было	2	7
160	в себя	2	7
161	он все	2	6
162	на вопрос	4	6
163	отличие от	3	6
164	а с	4	6
165	по существу	7	6
166	не менее	7	6
167	одна из	2	6
168	для этого	7	6
169	с этим	12	6
170	в начале	3	6
171	во всем	3	6
172	зависимости от	2	6
173	него в	2	6
174	но для	2	6
175	друг друга	2	6
176	и только	2	6
177	в этой	7	6
178	на то	9	6
179	на почве	3	6
180	я в	2	6
181	в своих	2	6
182	этот вопрос	2	6
183	в которых	2	6
184	на этом	2	6
185	жизни и	2	6
186	конечно не	3	6
187	в основе	2	6
188	как на	6	6
189	но с	2	6
190	и то	4	5
191	том же	4	5
192	по своему	5	5
193	с тем	4	5
194	но так	2	5
195	тому что	2	5
196	они не	2	5
197	в общем	6	5
198	того же	9	5
199	в такой	4	5
200	ибо в	4	5
