N	2gram	Vygotskiy_	Marksizm
1	точки зрения	32	69
2	может быть	35	64
3	и в	55	63
4	и не	24	55
5	как бы	11	53
6	не может	30	47
7	с точки	12	46
8	и его	14	41
9	в этом	21	39
10	таким образом	38	38
11	в процессе	7	33
12	как мы	2	32
13	не только	25	29
14	в нем	5	28
15	то же	17	28
16	но и	12	27
17	в языке	3	26
18	самом деле	19	25
19	связи с	2	25
20	прежде всего	5	24
21	как и	25	24
22	в самом	18	24
23	так и	6	23
24	только в	18	23
25	в том	55	22
26	то что	47	22
27	а не	18	22
28	при этом	28	20
29	если мы	21	20
30	том что	30	19
31	не в	19	19
32	в его	8	19
33	если бы	10	19
34	на почве	3	19
35	но в	5	18
36	в ее	7	18
37	и для	9	18
38	в слове	3	18
39	вовсе не	7	18
40	все же	9	17
41	в сущности	15	17
42	в то	8	16
43	и как	9	16
44	ни было	2	16
45	что он	17	15
46	в связи	3	15
47	русском языке	3	15
48	во всех	4	15
49	отнюдь не	11	15
50	в русском	4	15
51	же время	2	15
52	хотя бы	4	14
53	в смысле	3	14
54	ничего не	4	13
55	так же	29	13
56	мы не	15	13
57	того чтобы	13	13
58	было бы	14	13
59	в своей	6	13
60	не является	5	13
61	и здесь	3	13
62	слова в	5	13
63	то ни	2	13
64	что в	39	13
65	в результате	4	12
66	а в	10	12
67	того же	3	12
68	в основе	13	12
69	бы то	3	12
70	для того	12	12
71	он не	8	12
72	между тем	6	12
73	на самом	6	11
74	как в	17	11
75	и все	8	11
76	к нему	3	11
77	и на	6	11
78	в ней	3	11
79	сих пор	8	11
80	все эти	7	11
81	и от	4	11
82	так как	28	11
83	еще не	2	11
84	и что	28	11
85	до сих	8	11
86	никогда не	13	10
87	его в	3	10
88	и потому	2	10
89	в каждом	5	10
90	отличие от	6	10
91	во всяком	9	10
92	с его	3	10
93	сказать что	12	10
94	одна из	5	10
95	к этому	5	10
96	в своем	3	10
97	совершенно не	7	10
98	в отличие	4	10
99	с другой	7	10
100	конечно не	2	10
101	в таком	5	10
102	и следовательно	4	9
103	в себе	6	9
104	одного и	2	9
105	а как	2	9
106	только на	7	9
107	мы видели	2	9
108	и это	6	9
109	к тому	8	9
110	что это	12	9
111	не имеет	3	9
112	отношении к	3	9
113	и более	3	9
114	ни в	9	9
115	точка зрения	6	9
116	же самое	8	9
117	в каком	3	8
118	в отношении	3	8
119	и ее	4	8
120	в науке	2	8
121	не как	3	8
122	или же	2	8
123	в их	4	8
124	смысле этого	2	8
125	мы знаем	8	8
126	с этим	7	8
127	тому что	7	8
128	настоящее время	2	8
129	что не	2	8
130	не будет	4	8
131	что и	27	8
132	в настоящее	2	8
133	этого слова	5	8
134	другой стороны	7	8
135	за пределы	2	8
136	мысли и	2	8
137	и даже	11	8
138	мы можем	6	8
139	и их	4	8
140	у нас	4	8
141	на то	17	8
142	в свою	3	8
143	и с	5	8
144	речь и	2	8
145	но что	3	8
146	столь же	6	8
147	не было	5	8
148	сводится к	3	8
149	у него	4	8
150	чем же	2	8
151	ясно что	22	8
152	до конца	9	7
153	психологии и	5	7
154	от него	2	7
155	свою очередь	3	7
156	может стать	3	7
157	того что	15	7
158	по себе	21	7
159	те же	9	7
160	и те	5	7
161	могут быть	15	7
162	там где	5	7
163	с ними	2	7
164	в качестве	3	7
165	в этой	5	7
166	бы в	3	7
167	в этих	6	7
168	и значение	2	7
169	далеко не	7	7
170	о том	11	7
171	в котором	5	7
172	не существует	4	7
173	той же	9	7
174	как раз	4	7
175	на основе	2	7
176	переживания и	2	6
177	не есть	4	6
178	вопрос о	3	6
179	для понимания	2	6
180	мы должны	4	6
181	то есть	44	6
182	для нашей	2	6
183	одной стороны	7	6
184	что же	4	6
185	в какой	6	6
186	должны быть	6	6
187	все это	11	6
188	с ее	3	6
189	должна быть	3	6
190	тот же	8	6
191	с другими	2	6
192	из этих	6	6
193	как оно	2	6
194	зависимости от	7	6
195	с одной	6	6
196	смысле слова	4	6
197	между ними	2	6
198	уже не	3	6
199	этот вопрос	2	6
200	всяком случае	7	6
201	в той	2	6
202	не к	2	6
203	тем же	4	6
204	к одному	5	5
205	этом отношении	7	5
206	различие между	5	5
207	но как	4	5
208	о чем	2	5
209	в конце	6	5
210	от того	6	5
211	и у	6	5
212	понятно что	3	5
213	в виду	6	5
214	и тем	5	5
215	точку зрения	3	5
216	и вот	5	5
217	форм и	3	5
218	совершается в	2	5
219	то в	2	5
220	в особенности	3	5
221	не менее	9	5
222	или в	2	5
223	был бы	6	5
224	хотя и	3	5
225	все время	6	5
226	этой проблемы	2	5
227	должно быть	2	5
228	по преимуществу	2	5
229	одни и	3	5
230	она не	6	5
231	формы и	11	5
232	она является	3	5
233	но не	5	5
234	значение в	2	5
235	формы в	6	5
236	для себя	2	5
237	что такое	2	5
238	еще более	2	5
239	таком случае	3	5
240	в одном	4	5
241	как на	6	5
242	вместе с	10	5
243	не могут	6	4
244	его к	2	4
245	нуждается в	3	4
246	в одной	3	4
247	как он	4	4
248	в тех	2	4
249	выражения и	2	4
250	что здесь	2	4
251	едва ли	5	4
252	в области	12	4
253	к своему	2	4
254	так что	8	4
255	нас не	2	4
256	и к	5	4
257	всех других	2	4
258	при чтении	2	4
259	именно эти	3	4
260	что все	10	4
261	можно сказать	2	4
262	развития языка	2	4
263	в узком	2	4
264	и ту	2	4
265	в них	4	4
266	в зависимости	6	4
267	и до	2	4
268	что они	7	4
269	бы и	5	4
270	относится к	4	4
271	и то	4	4
272	психологии в	3	4
273	независимо от	3	4
274	стороны и	3	4
275	в которой	6	4
276	что она	11	4
277	только с	2	4
278	говорит что	10	4
279	и тот	4	4
280	исходит из	5	4
281	объективная психология	2	4
282	целый ряд	12	4
283	только что	3	4
284	же и	2	4
285	со всеми	5	4
286	базиса и	2	4
287	только при	4	4
288	но к	3	4
289	точке зрения	2	4
290	из них	4	4
291	как она	4	4
292	уже в	3	4
293	несмотря на	8	4
294	жизни и	5	4
295	в других	3	4
296	из этого	5	4
297	это и	3	4
298	если же	3	4
299	не дает	3	4
300	тем что	7	4
301	даже в	2	3
302	этом как	2	3
303	были бы	2	3
304	в действительности	4	3
305	но если	2	3
306	как к	2	3
307	должен быть	2	3
308	роль в	4	3
309	конце концов	6	3
310	два основных	2	3
311	у них	2	3
312	тогда когда	7	3
313	и при	3	3
314	в целом	8	3
315	главным образом	3	3
316	или менее	3	3
317	подойти к	2	3
318	в руках	2	3
319	с тем	11	3
320	они и	2	3
321	не так	2	3
322	как это	8	3
323	более или	3	3
324	потому что	27	3
325	и философии	2	3
326	по самой	3	3
327	основная тенденция	2	3
328	ответ на	2	3
329	что оно	4	3
330	всегда и	2	3
331	одной и	6	3
332	двух направлений	2	3
333	мы видим	8	3
334	и по	7	3
335	и тогда	3	3
336	не на	2	3
337	есть только	7	3
338	значение и	3	3
339	в применении	2	3
340	имеет место	2	3
341	и вообще	3	3
342	все то	4	3
343	к которым	4	3
344	того или	2	3
345	мысли в	3	3
346	ли это	3	3
347	в нашей	4	3
