N	3gram	Vygotskiy_	Analitik
1	в том что	21	25
2	не может быть	14	19
3	в то же	2	16
4	о том что	9	15
5	то же время	2	14
6	в отличие от	4	14
7	в конечном счете	6	11
8	подобно тому как	7	9
9	с одной стороны	6	9
10	с другой стороны	7	9
11	в свою очередь	3	9
12	в том чтобы	9	9
13	в этом отношении	7	8
14	как и в	5	8
15	с точки зрения	12	8
16	состоит в том	3	8
17	во всяком случае	7	7
18	что иное как	2	7
19	в таком случае	3	7
20	тем не менее	6	6
21	не что иное	2	6
22	не только не	4	5
23	в самом деле	13	4
24	том что он	2	4
25	для того чтобы	11	4
26	не в том	7	4
27	в основе своей	2	4
28	в произведении искусства	3	4
29	едва ли не	2	4
30	и не может	2	4
31	в этом смысле	3	4
32	тех или иных	2	4
33	сама по себе	2	4
34	то есть в	2	3
35	бы то ни	2	3
36	и т п	23	3
37	то же самое	8	3
38	сам по себе	4	3
39	не могут быть	2	3
40	и тот же	2	3
41	может быть признано	2	3
42	при этом как	2	3
43	в связи с	2	3
44	одной и той	5	3
45	и те же	3	3
46	одни и те	3	3
47	можно сказать что	2	3
48	сами по себе	4	3
49	и той же	5	3
50	и в самом	3	3
51	а в том	2	3
52	в зависимости от	6	3
53	и то что	3	3
54	том что по	2	2
55	тем или иным	2	2
56	в применении к	2	2
57	иметь дело с	4	2
58	более или менее	3	2
59	при этом он	2	2
60	в противоречие с	3	2
61	того и другого	3	2
62	можно было бы	2	2
63	не в состоянии	4	2
64	к тому что	2	2
65	не остается ничего	2	2
66	в том и	4	2
67	один и тот	2	2
68	совершенно очевидно что	2	2
69	заключается в том	13	2
70	есть в сущности	2	2
71	этой точки зрения	7	2
72	до тех пор	2	2
73	с этой точки	5	2
74	до сих пор	8	2
75	смысле этого слова	2	2
76	на то что	12	2
77	в сущности говоря	6	2
