N	2gram	Propp_Isto	OGranits
1	и в	43	13
2	и его	10	12
3	прежде всего	3	9
4	и не	16	8
5	не может	8	8
6	может быть	22	8
7	в его	7	7
8	и пр	19	7
9	и их	4	7
10	точки зрения	3	7
11	не только	28	6
12	мы должны	9	6
13	как бы	5	6
14	таким образом	15	6
15	только в	8	6
16	то что	20	6
17	все же	13	5
18	хотя бы	3	5
19	мы можем	10	4
20	но в	15	4
21	то же	11	4
22	в своей	4	4
23	все это	4	4
24	было бы	5	4
25	мы не	3	4
26	никогда не	9	3
27	да и	2	3
28	и для	3	3
29	и то	4	3
30	и все	4	3
31	связана с	4	3
32	превращается в	10	3
33	с этим	13	3
34	отношению к	2	3
35	и уже	2	3
36	как и	9	3
37	в пределах	5	3
38	не в	9	3
39	ни один	2	3
40	так как	13	3
41	в себе	2	3
42	поставить вопрос	2	3
43	что в	29	3
44	по отношению	2	3
45	но для	2	3
46	так и	6	3
47	что же	2	3
48	в одном	9	3
49	здесь мы	6	3
50	но и	24	3
51	могут быть	9	2
52	мы видим	15	2
53	в этом	25	2
54	в них	6	2
55	данном случае	6	2
56	в том	13	2
57	тем что	8	2
58	есть не	2	2
59	в целом	4	2
60	если бы	7	2
61	с одной	2	2
62	не имеет	3	2
63	роль в	2	2
64	и др	4	2
65	ее в	3	2
66	с другой	10	2
67	там где	8	2
68	а в	13	2
69	и тем	2	2
70	том что	12	2
71	а как	2	2
72	а также	5	2
73	и к	4	2
74	этот материал	3	2
75	в связи	5	2
76	в данном	7	2
77	не менее	6	2
78	с ними	5	2
79	все эти	8	2
80	что эта	2	2
81	так же	16	2
82	от своего	3	2
83	что они	14	2
84	мы уже	9	2
85	те же	2	2
86	и при	2	2
87	с этой	3	2
88	его на	6	2
89	в нем	11	2
90	не на	2	2
91	в тех	3	2
92	при этом	4	2
93	и ее	3	2
94	нет ничего	3	2
95	что иное	6	2
96	а не	13	2
97	в ней	3	2
98	в течение	6	2
99	как в	6	2
100	другой стороны	10	2
101	во всем	3	2
102	одной стороны	2	2
103	между тем	2	2
104	и этот	2	2
105	в чем	4	2
106	связанных с	4	2
107	тот же	2	2
108	иное как	6	2
109	не что	6	2
110	в другом	11	2
111	вовсе не	3	2
112	в этот	6	2
113	к тому	9	2
114	не мог	2	2
115	из тела	2	2
