N	2gram	Tiupa_Anal	Myshleni
1	в том	16	195
2	в этом	19	167
3	то что	5	166
4	и в	36	162
5	том что	19	161
6	таким образом	4	147
7	точки зрения	3	143
8	что в	15	119
9	не только	40	116
10	того что	4	109
11	может быть	19	89
12	с точки	2	89
13	что он	5	86
14	не может	3	81
15	как и	27	79
16	и не	14	78
17	только в	9	75
18	в целом	8	74
19	как мы	4	72
20	но и	26	70
21	в его	12	67
22	мы могли	3	65
23	сказать что	2	65
24	как бы	14	64
25	вместе с	3	62
26	в качестве	22	60
27	и что	2	60
28	было бы	6	60
29	представляет собой	7	60
30	то же	7	58
31	в основе	2	58
32	в отношении	2	55
33	могли бы	2	54
34	что мы	2	53
35	в силу	2	53
36	в самом	7	52
37	в сущности	5	51
38	к тому	10	49
39	что они	3	48
40	мы можем	2	48
41	тем что	3	48
42	мы не	4	47
43	если бы	2	46
44	но не	13	45
45	с другой	10	45
46	по отношению	9	45
47	тем самым	8	43
48	с тем	2	43
49	как это	7	42
50	отношению к	9	42
51	в ходе	3	41
52	не является	5	41
53	по своей	5	40
54	одной стороны	3	40
55	о том	9	40
56	так и	19	39
57	никогда не	7	39
58	с одной	3	39
59	не в	9	37
60	в этой	10	37
61	и к	7	37
62	в своем	7	36
63	все эти	2	36
64	и его	18	36
65	как в	9	36
66	а не	16	36
67	того же	7	35
68	можно было	2	35
69	он не	9	35
70	в себе	7	35
71	для себя	2	35
72	и т.д	3	35
73	и как	5	34
74	приводит к	5	34
75	при этом	19	33
76	прежде всего	7	33
77	по себе	6	33
78	нас к	2	32
79	что и	10	32
80	именно в	4	32
81	по своему	3	32
82	но в	8	32
83	той же	7	32
84	и тем	3	32
85	и на	5	32
86	и то	2	31
87	все же	6	31
88	этом отношении	3	30
89	между тем	8	29
90	могут быть	4	29
91	этого слова	3	29
92	как известно	3	29
93	с этим	4	28
94	самом деле	2	28
95	в своей	12	27
96	в результате	6	27
97	в то	8	27
98	перед нами	7	27
99	другой стороны	7	27
100	в их	7	26
101	в частности	19	26
102	для него	8	26
103	все это	5	25
104	еще не	7	25
105	уже в	5	25
106	что она	3	25
107	это не	4	25
108	только не	3	25
109	в чем	2	25
110	можно сказать	5	25
111	мы уже	2	25
112	так что	2	24
113	тот же	3	24
114	в нем	3	24
115	в слове	5	24
116	как уже	4	24
117	состоит в	14	23
118	слова в	2	23
119	в известном	2	22
120	во всяком	6	22
121	не могут	2	22
122	столь же	7	22
123	отношение к	2	21
124	как говорит	4	21
125	в нашем	4	21
126	его в	4	21
127	там где	2	21
128	к этому	3	21
129	и все	3	21
130	ее в	2	21
131	между ними	3	21
132	и ее	3	21
133	с таким	5	21
134	а в	17	20
135	к которому	2	20
136	из них	4	20
137	как раз	8	20
138	в другом	3	20
139	и их	3	20
140	едва ли	6	20
141	на этом	2	20
142	как показывает	2	20
143	не менее	9	20
144	из этих	4	20
145	в данном	12	19
146	в себя	6	19
147	с ним	2	19
148	из которых	2	19
149	в той	3	19
150	а с	2	19
151	и по	3	19
152	во всех	4	19
153	один из	6	19
154	отличие от	5	18
155	во всем	5	18
156	одного и	4	18
157	всяком случае	6	18
158	но это	3	18
159	в отличие	5	18
160	и для	4	17
161	все что	2	17
162	в своих	3	17
163	в свою	9	17
164	и того	4	17
165	в одном	4	17
166	и от	3	17
167	обе эти	2	17
168	казалось бы	4	17
169	совпадает с	4	17
170	не есть	6	17
171	в этих	2	17
172	я не	3	17
173	и той	2	17
174	у него	2	17
175	вовсе не	2	16
176	значение в	2	16
177	тому как	3	16
178	одной и	2	16
179	по поводу	5	16
180	к одному	2	16
181	такой же	2	16
182	то в	4	16
183	и даже	12	16
184	мы имеем	5	16
185	таким же	4	16
186	данном случае	11	15
187	известном смысле	2	15
188	тем более	3	15
189	когда он	2	15
190	те же	3	15
191	но как	4	15
192	в начале	10	15
193	со всеми	2	15
194	подобно тому	4	15
195	что при	2	15
196	ничего не	3	15
197	в них	4	15
198	и является	3	15
199	что у	3	14
200	когда мы	2	14
201	очевидно что	2	14
202	одной из	6	14
203	который в	4	14
204	один и	2	14
205	о чем	5	14
206	свою очередь	7	14
207	об этом	3	14
208	с его	15	14
209	и здесь	4	14
210	этих двух	2	14
211	она не	3	13
212	на его	3	13
213	лишь в	9	13
214	имеет место	3	13
215	человека и	2	13
216	в состоянии	2	13
217	слова как	2	13
218	возникает в	2	13
219	они не	2	13
220	что между	2	13
221	отнюдь не	7	13
222	к его	2	13
223	в действительности	2	13
224	для всех	5	13
225	если в	3	13
226	были бы	3	12
227	и потому	3	12
228	а затем	2	12
229	в ее	5	12
230	в первом	2	12
231	тем не	3	12
232	входит в	4	12
233	даже в	6	12
234	это и	4	12
235	несмотря на	2	12
236	в ней	2	12
237	от его	2	12
238	только к	2	12
239	с их	3	12
240	том чтобы	2	12
241	в одной	2	12
242	за пределы	3	12
243	мог бы	3	12
244	тому же	7	12
245	в конце	6	11
246	одно из	3	11
247	идет о	2	11
248	иначе говоря	5	11
249	есть не	2	11
250	ответ на	3	11
251	например в	2	11
252	в пределах	5	11
253	с ее	3	11
254	ключ к	4	11
255	гораздо более	3	11
256	что на	3	11
257	нуждается в	2	11
258	на примере	2	11
259	не знает	2	11
260	не столько	4	11
261	только по	2	11
262	обратимся к	2	11
263	есть в	2	11
264	отношения к	6	11
265	с той	3	10
266	в следующем	2	10
267	о которых	2	10
268	или иной	9	10
269	вопроса о	2	10
270	речь идет	3	10
271	одного из	4	10
272	в конечном	5	10
273	указывает на	3	10
274	во второй	8	10
275	и т.п	7	10
276	внимание на	4	10
277	в случае	6	10
278	к жизни	5	10
279	и может	2	10
280	такого рода	11	9
281	в момент	3	9
282	включает в	2	9
283	но эта	2	9
284	к этой	2	9
285	хотя и	4	9
286	и он	4	9
287	сама по	3	9
288	совершенно не	3	9
289	в тех	2	9
290	оно не	2	9
291	но с	3	9
292	место в	4	9
293	и до	2	9
294	той или	6	9
295	в первой	10	9
296	по пути	4	9
297	конечном счете	5	9
298	в центр	2	9
299	не с	3	9
300	представляется нам	2	9
301	говорить о	6	9
302	или в	4	9
303	уже по	2	8
304	связь с	3	8
305	что не	3	8
306	не удивительно	2	8
307	во время	2	8
308	на которой	2	8
309	со стороны	12	8
310	дело с	3	8
311	в готовом	2	8
312	как правило	6	8
313	должен был	2	8
314	поэтому в	2	8
315	не как	3	8
316	в эту	2	8
317	отношений и	2	8
318	сам по	2	8
319	не мог	4	8
320	в равной	2	8
321	о котором	2	8
322	которая в	2	7
323	здесь в	2	7
324	одну из	3	7
325	с ними	2	7
326	а также	5	7
327	в общем	4	7
328	же в	5	7
329	он сам	2	7
330	в таком	2	7
331	и сам	8	7
332	имеет свою	2	7
333	при анализе	2	7
334	во втором	4	7
335	связаны с	2	7
336	принадлежит к	4	7
337	в жизни	2	7
338	в значительной	3	7
339	но они	2	7
340	говоря словами	3	7
341	мере в	2	7
342	в каждом	4	6
343	наконец в	3	6
344	это было	2	6
345	роль в	5	6
346	говорит о	3	6
347	бы и	2	6
348	уже не	9	6
349	перед ним	2	6
350	еще и	4	6
351	как к	2	6
352	единое целое	2	6
353	дело в	3	6
354	ли не	5	6
355	по нашему	3	6
356	одна из	6	6
357	тех же	2	6
358	с действительностью	3	6
359	к чему	2	6
360	имеем дело	4	6
361	в полном	2	5
362	но всегда	2	5
363	к самому	2	5
364	стороны как	2	5
365	совершенно очевидно	2	5
366	т.е в	2	5
367	все они	2	5
368	как у	3	5
369	от всех	2	5
370	ближе к	2	5
371	о которой	2	5
372	в свое	4	5
373	в контексте	3	5
374	все его	2	5
375	себя в	6	5
376	в противоположность	3	5
377	который не	2	5
378	ведет к	2	5
379	что во	2	5
380	и оказывается	2	5
381	роли в	6	5
382	в новом	5	5
383	этих моментов	2	5
384	указание на	3	5
385	втором случае	2	5
386	видеть в	2	5
387	оказывается в	2	5
388	на две	3	5
389	может служить	2	5
390	и ту	2	5
391	всегда и	2	5
392	значительной степени	3	5
393	дело не	3	5
394	что по	4	5
395	человека с	2	5
396	на первом	2	5
397	не для	2	5
398	свое время	4	5
399	в форме	2	5
400	однако не	2	5
401	и вот	2	4
402	на пути	2	4
403	к ее	2	4
404	которого он	2	4
405	однако в	6	4
406	в дальнейшем	2	4
407	в одну	3	4
408	время в	2	4
409	так сказать	2	4
410	до этого	2	4
411	исходит из	2	4
412	чистом виде	3	4
413	вступает в	5	4
414	и если	2	4
415	способность к	2	4
416	в одно	2	4
417	его не	3	4
418	нам не	2	4
419	и я	3	4
420	лишь после	2	4
421	хотя в	2	4
422	о своих	3	4
423	является по	2	4
424	или к	2	4
425	на эту	2	4
426	как о	3	4
427	себя и	2	4
428	того или	6	4
429	однако и	3	4
430	превращается в	3	4
431	все три	3	4
432	не путем	2	4
433	путь к	4	4
434	в ответ	2	4
435	и тех	2	4
436	известной степени	3	4
437	здесь не	8	4
438	жизни и	2	4
439	о его	3	4
440	и одновременно	6	4
441	здесь и	3	4
442	не было	3	4
443	а и	4	3
444	в новую	2	3
445	здесь как	2	3
446	противоречие с	2	3
447	в заключительной	4	3
448	до последнего	2	3
449	бы быть	2	3
450	напомним что	6	3
451	нам представляется	2	3
452	до известной	3	3
453	каждый из	2	3
454	соответствии с	3	3
455	было сказано	2	3
456	в отдельности	2	3
457	говорит и	3	3
458	далее в	2	3
459	тогда как	37	3
460	что касается	5	3
461	на фоне	4	3
462	на всех	3	3
463	он и	4	3
464	по его	4	3
465	и без	3	3
466	в соответствии	5	3
467	и внутренне	2	3
468	с не	2	3
469	не так	2	3
470	а для	3	3
471	по природе	3	3
472	самим собой	3	3
473	не могла	2	3
474	оказывается как	2	3
475	во многих	2	3
476	внутренней и	2	3
477	далеко не	8	3
478	его речи	2	3
479	сводится к	5	3
480	одних и	2	3
481	в противоречие	2	3
482	в глаза	2	3
483	нам кажется	3	3
484	впервые в	3	3
485	да и	3	3
486	этого момента	2	3
487	или иного	5	3
488	могла бы	3	3
489	в прошлом	2	3
490	или иначе	5	3
491	в единое	3	3
492	в большинстве	2	3
493	же время	7	3
494	мира и	2	3
495	и внешней	3	3
496	своей жизни	2	2
497	например как	2	2
498	характер в	2	2
499	и самого	7	2
500	без исключения	3	2
501	на два	2	2
502	о своем	4	2
503	сегодня в	2	2
