N	2gram	Bakhtin_Fr	Komedia
1	и в	68	77
2	и не	25	47
3	в том	12	44
4	том что	6	42
5	о том	5	33
6	но и	17	32
7	может быть	10	30
8	таким образом	22	29
9	из них	8	29
10	в то	14	28
11	и его	26	28
12	в этом	28	27
13	потому что	3	27
14	что он	7	26
15	не только	21	25
16	вместе с	4	25
17	так как	7	24
18	как и	17	23
19	в доме	3	23
20	ни в	6	23
21	что в	14	23
22	что и	3	22
23	если бы	3	22
24	в самом	6	22
25	в конце	8	21
26	так и	8	21
27	а в	3	21
28	то же	14	21
29	в его	21	20
30	по адресу	2	19
31	со стороны	2	19
32	во время	17	19
33	к этому	6	19
34	в этой	15	18
35	тем что	6	17
36	еще не	3	17
37	и здесь	5	17
38	в нем	12	17
39	же время	13	17
40	все же	6	16
41	у него	14	16
42	не менее	2	16
43	при этом	5	16
44	тот же	4	16
45	до нас	8	16
46	и сам	5	16
47	сих пор	6	16
48	он не	11	16
49	до сих	6	16
50	его в	7	15
51	в своем	11	15
52	не в	2	15
53	точки зрения	8	15
54	между тем	3	15
55	прежде всего	23	15
56	один из	9	15
57	было бы	4	15
58	в которой	6	15
59	и на	16	15
60	к нему	4	14
61	все это	6	14
62	об этом	3	14
63	на протяжении	7	14
64	в свою	3	14
65	и с	15	14
66	о чем	3	13
67	то что	11	13
68	самом деле	5	13
69	но в	20	13
70	того же	4	13
71	в них	19	13
72	того чтобы	6	13
73	в одном	7	13
74	как раз	8	13
75	так же	3	12
76	с другой	8	12
77	для того	5	12
78	уже в	4	12
79	в качестве	2	12
80	в истории	5	12
81	хотя и	2	12
82	в начале	5	12
83	не может	5	12
84	как в	4	12
85	но не	4	12
86	в котором	3	12
87	нового времени	2	12
88	по отношению	3	11
89	в их	6	11
90	в частности	4	11
91	одного из	3	11
92	как мы	18	11
93	и даже	7	11
94	и для	6	11
95	с ним	3	11
96	в отношении	3	10
97	в целом	3	10
98	отношение к	11	10
99	г и	2	10
100	ничего не	4	10
101	одной из	3	10
102	и все	16	10
103	в чем	3	10
104	на его	4	10
105	мы не	3	10
106	же в	2	10
107	он был	5	10
108	свою очередь	2	10
109	с его	6	10
110	тут же	3	10
111	с этим	2	10
112	с одной	5	10
113	как бы	7	10
114	еще в	4	10
115	и что	2	10
116	отличие от	3	9
117	одной стороны	4	9
118	и особенно	2	9
119	о его	2	9
120	и по	4	9
121	из его	2	9
122	в своей	11	9
123	а также	6	9
124	и еще	3	9
125	больше чем	3	9
126	отношению к	2	9
127	но все	5	9
128	все что	4	9
129	друг друга	2	9
130	вовсе не	18	9
131	только в	9	9
132	в ней	6	9
133	и ее	3	8
134	и других	7	8
135	как он	4	8
136	в прологе	10	8
137	такого рода	5	8
138	по своему	3	8
139	а затем	2	8
140	связи с	8	8
141	да и	2	8
142	другой стороны	5	8
143	можно было	3	8
144	в течение	3	8
145	что у	2	8
146	что для	2	8
147	не было	7	8
148	во всех	8	8
149	до конца	10	7
150	в себе	5	7
151	в другом	3	7
152	и у	2	7
153	и к	4	7
154	мы знаем	3	7
155	и о	5	7
156	в других	4	7
157	и это	5	7
158	и во	6	7
159	в связи	7	7
160	что они	3	7
161	во всяком	2	7
