N	2gram	Bakhtin_Fr	StatiiOP
1	и в	105	103
2	в том	17	89
3	том что	9	77
4	в этом	22	76
5	что в	4	74
6	не только	24	60
7	о том	5	47
8	но и	20	46
9	то что	7	44
10	что он	5	42
11	в его	24	42
12	и не	34	41
13	может быть	11	38
14	было бы	4	32
15	в этой	11	31
16	вовсе не	25	31
17	все это	16	29
18	тем что	5	29
19	таким образом	5	28
20	в г	3	28
21	а в	4	27
22	но в	16	26
23	так и	16	25
24	этом отношении	5	24
25	и его	24	24
26	все же	10	23
27	не в	4	23
28	точки зрения	10	23
29	потому что	6	23
30	того что	3	22
31	в области	10	22
32	прежде всего	26	22
33	для того	2	22
34	как в	6	22
35	того чтобы	3	21
36	и пр	5	21
37	это не	4	20
38	до сих	7	20
39	в то	5	19
40	сих пор	7	19
41	в своей	8	19
42	только в	16	19
43	об этом	2	18
44	не может	9	18
45	с другой	3	18
46	он не	3	18
47	в году	13	17
48	самом деле	3	17
49	между прочим	2	17
50	как на	4	17
51	в самом	7	17
52	как бы	33	17
53	сказать что	12	16
54	в ней	7	16
55	можно было	4	16
56	в этих	6	16
57	в отношении	7	15
58	как и	15	15
59	для него	12	15
60	например в	3	15
61	по поводу	2	15
62	из этих	7	15
63	также и	3	15
64	и на	25	15
65	у него	2	15
66	как раз	3	15
67	так например	3	14
68	к тому	3	14
69	между тем	5	14
70	то же	6	14
71	в течение	3	14
72	но все	5	14
73	с точки	6	14
74	в своем	11	13
75	в конце	3	13
76	что касается	3	13
77	но это	5	13
78	в нем	16	13
79	во всяком	2	13
80	дело в	2	13
81	именно в	6	13
82	из них	7	13
83	всяком случае	2	13
84	в той	5	13
85	жизни и	14	13
86	не менее	2	12
87	что они	2	12
88	так как	11	12
89	как например	2	12
90	хотя бы	2	12
91	в своих	8	12
92	никогда не	11	11
93	и с	8	11
94	в другом	2	11
95	у шекспира	3	11
96	своего рода	2	11
97	в них	13	11
98	все эти	15	11
99	и по	3	11
100	это было	2	11
101	на то	2	11
102	не было	3	11
103	на самом	6	10
104	так же	2	10
105	в виду	5	10
106	в частности	6	10
107	xix века	6	10
108	ничего не	3	10
109	связь с	8	10
110	в целом	3	10
111	что и	2	10
112	отметить что	2	10
113	в истории	5	10
114	в начале	4	10
115	во всех	13	10
116	во второй	2	10
117	кроме того	2	10
118	на эти	2	10
119	но не	7	10
120	же время	5	10
121	но он	5	10
122	в чем	2	9
123	несмотря на	5	9
124	место в	4	9
125	там где	3	9
126	он был	3	9
127	во время	14	9
128	можно сказать	4	9
129	в одном	8	9
130	не является	4	9
131	времени и	9	9
132	и для	3	9
133	и к	7	9
134	для нас	5	9
135	что мы	2	9
136	говорит о	2	9
137	и это	3	9
138	до конца	4	8
139	могут быть	4	8
140	отношение к	9	8
141	к которому	2	8
142	в их	6	8
143	связано с	2	8
144	и др	32	8
145	в общем	4	8
146	в какой	2	8
147	связи с	5	8
148	к этому	2	8
149	это в	5	8
150	и даже	10	8
151	должен был	2	8
152	одним из	4	8
153	совершенно не	5	8
154	и о	4	8
155	и более	4	8
156	еще более	6	8
157	по его	3	8
158	нужно сказать	7	8
159	подчеркнуть что	2	8
160	о чем	3	7
161	это очень	2	7
162	вплоть до	2	7
163	уже в	5	7
164	в это	2	7
165	и очень	2	7
166	одной из	3	7
167	в эту	6	7
168	точка зрения	3	7
169	в ее	5	7
170	мы находим	4	7
171	лишь в	4	7
172	еще не	8	7
173	отношению к	2	7
174	еще и	6	7
175	связан с	5	7
176	на этот	3	7
177	что для	3	7
178	не просто	3	7
179	но с	2	7
180	представление о	2	7
181	даже в	6	6
182	о которых	2	6
183	в себе	7	6
184	по отношению	2	6
185	должно было	2	6
186	из которых	2	6
187	по существу	2	6
188	к нему	5	6
189	и все	7	6
190	на его	4	6
191	и во	6	6
192	и вообще	5	6
193	с его	9	6
194	одно из	7	6
195	в свет	3	6
196	и здесь	4	6
197	в особенности	7	6
198	и сам	2	6
199	в жизни	7	6
200	ни на	3	6
201	этот вопрос	2	6
202	в устах	2	6
203	этих двух	2	6
204	времени не	2	6
205	в некоторых	2	6
206	и за	2	6
207	не о	2	5
208	свое время	5	5
209	в очень	2	5
210	его в	7	5
211	на эту	2	5
212	это и	3	5
213	в свое	6	5
214	точку зрения	2	5
215	и потому	14	5
216	в основу	2	5
217	она была	6	5
218	одной стороны	2	5
219	что не	3	5
220	один из	5	5
221	конечно и	4	5
222	не была	2	5
223	при этом	10	5
224	думать что	2	5
225	в тех	5	5
226	в сущности	20	5
227	не на	2	5
228	нужно отметить	3	5
229	хотя и	4	5
230	своей статье	2	5
231	можно найти	3	5
232	во многих	2	5
233	в духе	9	5
234	другом месте	2	5
235	всех этих	10	5
236	на это	2	5
237	к ней	2	5
238	целый ряд	2	5
239	но они	4	5
240	с одной	2	5
241	на протяжении	9	5
242	нет и	2	5
243	ни с	3	5
244	ее в	2	5
245	раз в	4	5
246	поэтому в	3	5
247	в творчестве	2	5
248	это были	2	5
249	уже не	3	5
250	оно не	2	5
251	во многом	3	5
252	по форме	2	5
253	в предисловии	2	5
254	мировой литературе	3	5
255	это был	3	5
256	конечно не	2	5
257	без всякого	3	5
258	начиная с	2	4
259	не могут	4	4
260	одна из	5	4
261	в форме	6	4
262	на этом	2	4
263	то есть	71	4
264	и у	7	4
265	и эти	2	4
266	по своей	3	4
267	это произведение	2	4
268	еще в	3	4
269	в романе	8	4
270	не знает	6	4
271	века и	8	4
272	но как	3	4
273	только с	3	4
274	культуры в	4	4
275	стремление к	2	4
276	и без	4	4
277	предисловии к	2	4
278	в процессе	2	4
279	с нею	2	4
280	мы видим	2	4
281	в связи	2	4
282	в применении	3	4
283	на язык	2	4
284	как мы	12	4
285	литературы и	7	4
286	да и	5	4
287	относится к	4	4
288	за пределы	10	4
289	в эпоху	17	4
290	что по	2	4
291	значительной степени	4	4
292	есть в	6	4
293	в чисто	2	4
294	статье о	2	4
295	и он	3	4
296	в значительной	9	4
297	на него	2	4
298	в свете	3	4
299	и их	3	4
300	и другие	10	4
301	как известно	2	4
302	и так	2	4
303	и речи	2	4
304	все что	2	4
305	xviii века	2	4
306	связанные с	2	4
307	но для	3	4
308	это время	2	4
309	не для	2	4
310	в смысле	2	4
311	или в	2	4
312	в таком	2	4
313	в основе	8	4
314	применении к	3	4
315	и именно	2	4
316	связана с	8	4
317	в книге	3	3
318	конечно в	2	3
319	в плане	2	3
320	или иной	5	3
321	не подлежит	3	3
322	от него	2	3
323	при всей	2	3
324	и наконец	2	3
325	в других	3	3
326	связанных с	4	3
327	от того	2	3
328	как к	3	3
329	и других	6	3
330	но именно	4	3
331	и вся	2	3
332	его от	2	3
333	на котором	3	3
334	себе в	2	3
335	образом в	3	3
336	для своего	2	3
337	к этим	2	3
338	она не	2	3
339	это уже	4	3
340	и как	2	3
341	разного рода	3	3
342	даже и	5	3
343	так в	4	3
344	не могла	2	3
345	находит свое	2	3
346	почти не	2	3
347	сомнению что	2	3
348	на них	3	3
349	нельзя сказать	2	3
350	здесь не	3	3
351	а затем	4	3
352	но эта	2	3
353	и самый	2	3
354	себя и	2	3
355	а иногда	2	3
356	том числе	10	3
357	не были	4	3
358	почти все	3	3
359	бы в	2	3
360	до нас	11	3
361	нашло свое	2	3
362	и до	6	3
363	бы ни	2	3
364	особенно в	2	3
365	при таком	2	3
366	искусства и	6	3
367	наконец в	2	3
368	во всей	4	3
369	со всеми	2	3
370	xvii века	12	3
371	для которого	2	3
372	их в	3	3
373	но на	3	3
374	он и	3	3
375	это можно	2	3
376	к числу	2	3
377	др но	2	3
378	и перед	3	3
379	отношения к	5	3
380	не к	2	3
381	очень хорошо	2	3
382	в системе	3	3
383	таково было	2	2
384	в таких	2	2
385	который был	3	2
386	с полной	3	2
387	из всех	3	2
388	его к	2	2
389	есть только	3	2
390	еще на	2	2
391	в литературе	9	2
392	эти два	2	2
393	них как	2	2
394	этих произведений	3	2
395	др в	2	2
396	видеть в	2	2
397	выражение в	5	2
398	но разумеется	2	2
399	от своего	2	2
