N	2gram	Losev_Prob	VLabPisa
1	таким образом	13	32
2	в этом	25	29
3	не только	33	26
4	и в	62	26
5	и т	20	25
6	может быть	39	23
7	хотя бы	6	20
8	и не	56	20
9	в процессе	2	17
10	не может	14	17
11	т д	20	16
12	в том	35	15
13	в его	10	15
14	прежде всего	13	13
15	все это	9	13
16	в частности	4	12
17	как это	4	12
18	л толстой	3	12
19	в качестве	10	12
20	представляет собою	2	11
21	что в	11	11
22	с другой	14	11
23	из них	4	11
24	то же	23	10
25	но и	20	10
26	о том	14	10
27	в художественном	5	10
28	к этому	2	9
29	об этом	7	9
30	для него	4	9
31	в своем	7	8
32	том что	25	8
33	на основании	2	8
34	могут быть	2	8
35	другой стороны	11	8
36	все эти	14	8
37	было бы	14	8
38	только в	33	8
39	вместе с	3	8
40	это не	10	7
41	во всех	4	7
42	художественное произведение	9	7
43	то что	42	7
44	действительности и	2	7
45	тому что	5	7
46	как и	15	7
47	их в	2	7
48	в нем	13	7
49	произведения в	2	7
50	не было	6	7
51	же в	6	7
52	а не	28	7
53	произведения и	2	7
54	не в	21	6
55	в то	18	6
56	в себе	23	6
57	художественного произведения	14	6
58	или менее	2	6
59	в порядке	3	6
60	это и	11	6
61	все же	10	6
62	идеи и	4	6
63	в искусстве	4	6
64	так и	16	6
65	более или	2	6
66	в зависимости	3	6
67	и его	12	6
68	бы и	7	6
69	никогда не	7	5
70	даже в	2	5
71	сказать что	24	5
72	образы и	6	5
73	в одном	4	5
74	перед нами	8	5
75	в результате	8	5
76	в пределах	3	5
77	зависимости от	3	5
78	в их	2	5
79	не является	19	5
80	одним из	2	5
81	и при	2	5
82	к тому	4	5
83	как бы	11	5
84	утверждать что	3	5
85	в них	6	5
86	в целом	9	5
87	связи с	10	5
88	и есть	9	5
89	художественный образ	12	5
90	по поводу	3	4
91	в нашей	4	4
92	образов и	4	4
93	и ее	7	4
94	только что	4	4
95	в виду	20	4
96	это только	2	4
97	ее в	2	4
98	что он	16	4
99	по существу	2	4
100	с тем	9	4
101	что все	2	4
102	что для	4	4
103	когда он	2	4
104	для его	4	4
105	отнюдь не	16	4
106	в самом	4	4
107	равно как	2	4
108	как раз	11	4
109	в ее	6	4
110	с ними	2	4
111	в своей	8	4
112	является не	2	4
113	в связи	9	4
114	во время	3	4
115	можно сказать	10	4
116	в этой	10	4
117	чем же	7	4
118	не обходится	2	4
119	художественном произведении	3	4
120	и от	11	3
121	никак не	13	3
122	при помощи	13	3
123	и к	9	3
124	с этим	5	3
125	мы имеем	7	3
126	так же	11	3
127	но как	6	3
128	и он	3	3
129	том как	4	3
130	всех этих	6	3
131	бы в	3	3
132	та или	4	3
133	но даже	7	3
134	в значительной	2	3
135	в конце	7	3
136	его в	4	3
137	и как	4	3
138	тому как	2	3
139	если бы	9	3
140	подобно тому	3	3
141	как он	2	3
142	значительной мере	2	3
143	как о	6	3
144	для того	5	3
145	у нас	17	3
146	как на	2	3
147	его не	2	3
148	всех других	2	3
149	того что	10	3
150	образом в	2	3
151	мы видели	2	3
152	что без	3	3
153	явлений и	3	3
154	этот вопрос	3	3
155	имеет свою	3	3
156	что у	3	3
157	она не	3	3
158	а в	9	3
159	в котором	3	3
160	именно в	4	3
161	точки зрения	14	3
162	даже и	33	3
163	значит и	4	3
164	в которых	3	3
165	что оно	4	3
166	со своим	2	3
167	или иная	4	3
168	что не	4	3
169	жизни и	7	3
170	того чтобы	4	3
171	что и	11	3
172	у тургенева	2	3
173	и по	3	3
174	или в	7	3
175	что они	8	3
176	же и	7	3
177	в слове	4	3
178	вовсе не	62	3
179	не о	2	2
180	в целях	6	2
181	относится к	4	2
182	от его	4	2
183	да и	9	2
184	самого себя	4	2
185	чтобы не	2	2
186	иметь в	2	2
187	если они	2	2
188	или иной	20	2
189	и потому	13	2
190	того или	8	2
191	мертвые души	2	2
192	еще и	10	2
193	с другими	6	2
194	только то	4	2
195	то это	13	2
196	а к	2	2
197	о чем	4	2
198	одной стороны	2	2
199	крайней мере	9	2
200	можно было	7	2
201	вплоть до	3	2
202	чего бы	2	2
203	что она	5	2
204	даже не	3	2
205	отличается от	8	2
206	в другом	4	2
207	а во-вторых	2	2
208	же о	4	2
209	и даже	21	2
210	от того	2	2
211	например не	2	2
212	и у	2	2
213	в самых	3	2
214	уже по	2	2
215	которая не	3	2
216	в стихотворении	2	2
217	конце концов	4	2
218	и весь	2	2
219	а как	2	2
220	бы не	2	2
221	все они	5	2
222	в области	2	2
223	и наконец	2	2
224	у них	2	2
225	еще не	12	2
226	в которой	3	2
227	между собою	5	2
228	понимать как	4	2
229	по крайней	9	2
230	в известной	3	2
231	у пушкина	9	2
232	в чем	5	2
233	сих пор	4	2
234	формы и	3	2
235	с одной	3	2
236	его от	3	2
237	же самое	20	2
238	что даже	6	2
239	заключается в	8	2
240	но вот	4	2
241	и значит	3	2
242	диалектического развития	2	2
243	что его	3	2
244	но не	6	2
245	и для	5	2
246	искусства и	3	2
247	и этот	3	2
248	ни с	5	2
249	стороны и	3	2
250	художественной структуры	3	2
251	также и	22	2
252	не менее	24	2
253	на него	3	2
254	только с	5	2
255	но в	17	2
256	каждой из	2	2
257	на то	6	2
258	он может	2	2
259	могло бы	3	2
260	он в	3	2
261	что такое	4	2
262	не вполне	3	2
263	в своих	2	2
264	но к	2	2
265	пока еще	3	2
266	ни одна	2	2
267	себе и	4	2
268	в ней	12	2
269	и многих	2	2
270	например как	2	2
271	будто бы	7	2
272	для которых	2	2
273	из себя	5	2
274	но для	3	2
275	этой точки	2	2
276	между прочим	4	2
277	из которых	6	2
278	он и	3	2
279	значит что	13	2
280	не столько	2	2
281	что мы	12	2
282	с нею	2	2
283	смысле слова	19	2
284	только не	6	2
285	представить себе	5	2
286	можно ли	8	2
287	по себе	36	2
288	вот это	2	2
289	всяком случае	8	2
290	для них	4	2
291	внимание на	2	2
292	действительность в	2	2
293	же как	5	2
294	образа в	2	2
295	он сам	7	2
296	о его	3	2
297	по одному	2	2
298	говорить о	7	2
299	и может	4	2
300	и непосредственно	3	2
301	только о	3	2
302	он не	10	2
303	и сам	6	2
304	во всей	3	2
305	но с	2	2
306	что при	5	2
307	много и	2	2
308	который в	2	2
309	своих героев	2	2
310	хотя и	9	2
311	во всяком	14	2
312	до сих	4	2
