N	2gram	Vygotskiy_	DiskursI
1	в качестве	25	72
2	а не	7	60
3	может быть	25	56
4	не только	16	49
5	и в	38	49
6	как и	20	47
7	при этом	13	46
8	в том	59	44
9	и не	16	44
10	представляет собой	6	41
11	том что	44	40
12	в этом	35	38
13	в себе	9	37
14	состоит в	4	37
15	в частности	4	36
16	но и	9	35
17	и т.п	3	32
18	но не	7	31
19	так и	11	28
20	отличие от	8	28
21	но в	4	28
22	не может	11	27
23	в отличие	8	27
24	по своей	12	26
25	как в	14	25
26	такого рода	7	24
27	еще не	6	23
28	отнюдь не	6	23
29	а также	6	20
30	все же	11	19
31	прежде всего	6	19
32	в нем	4	19
33	в своей	9	19
34	в основе	32	18
35	далеко не	2	18
36	по отношению	4	17
37	то же	18	17
38	с другой	11	17
39	отношению к	3	17
40	в мире	2	17
41	точки зрения	27	16
42	только в	16	16
43	роль в	5	15
44	в его	22	15
45	то что	27	15
46	о том	6	15
47	это не	5	14
48	или иной	3	14
49	не в	10	14
50	не менее	8	14
51	одной стороны	8	14
52	можно сказать	2	14
53	не является	13	14
54	с одной	8	14
55	в целом	22	13
56	речевого общения	5	13
57	для него	6	13
58	как бы	17	13
59	в своем	9	12
60	и все	5	12
61	того же	12	12
62	в своих	3	12
63	и на	9	12
64	что в	31	11
65	с его	3	11
66	и как	11	11
67	как правило	2	11
68	столь же	7	11
69	для себя	2	10
70	а в	7	10
71	а с	4	10
72	не столько	4	10
73	той или	2	10
74	также и	3	10
75	и т.д	8	10
76	тем самым	6	9
77	в то	5	9
78	в силу	9	9
79	между тем	10	9
80	в них	3	9
81	уже не	3	9
82	еще в	2	9
83	внимание на	4	9
84	этом отношении	9	8
85	как уже	8	8
86	к тому	8	8
87	потому что	14	8
88	не на	2	8
89	хотя и	2	8
90	если в	3	8
91	и даже	4	8
92	в этих	4	8
93	в себя	3	8
94	в котором	3	8
95	в одном	4	8
96	из них	5	8
97	совпадает с	7	8
98	он не	6	8
99	перед нами	15	7
100	его в	8	7
101	могут быть	9	7
102	приводит к	5	7
103	и для	4	7
104	но это	7	7
105	в процессе	33	7
106	что и	14	7
107	например в	2	7
108	в этой	7	7
109	другой стороны	5	7
110	к этому	5	7
111	иначе говоря	2	7
112	ни в	12	7
113	той же	8	7
114	и его	5	7
115	таким образом	36	7
116	тому же	6	7
117	никогда не	11	6
118	не как	3	6
119	что он	13	6
120	одно из	2	6
121	именно в	6	6
122	тому как	2	6
123	одного из	3	6
124	однако в	2	6
125	здесь не	2	6
126	и может	4	6
127	в сущности	3	6
128	в истории	9	6
129	имеет место	4	6
130	и то	9	6
131	одна из	2	6
132	то в	3	6
133	во всех	3	6
134	и одновременно	3	6
135	в конечном	2	6
136	в которых	3	6
137	с точки	11	6
138	и того	5	6
139	в первую	2	5
140	в другом	3	5
141	в виду	4	5
142	в их	12	5
143	свою очередь	3	5
144	и потому	2	5
145	того что	17	5
146	о нем	2	5
147	общения с	3	5
148	один из	8	5
149	здесь в	2	5
150	первую очередь	2	5
151	того как	5	5
152	сказать что	10	5
153	из этих	5	5
154	с ее	5	5
155	переход от	5	5
156	одного и	5	5
157	но они	4	5
158	к той	2	5
159	в свою	4	5
160	внутренней речи	19	5
161	оно не	3	5
162	зрения на	2	5
163	может служить	2	5
164	на этом	3	5
165	в той	2	5
166	перед ним	4	5
167	же самое	9	5
168	в ней	3	5
169	тем что	12	5
170	до конца	2	4
171	свое время	2	4
172	не могут	5	4
173	из того	4	4
174	слова не	3	4
175	который по	2	4
176	с той	3	4
177	и тем	8	4
178	у них	3	4
179	в свое	2	4
180	того или	2	4
181	по своему	14	4
182	как это	16	4
183	и это	7	4
184	только на	2	4
185	на его	5	4
186	к жизни	2	4
187	аналогии с	2	4
188	между двумя	3	4
189	и во	4	4
190	по выражению	5	4
191	того и	2	4
192	что они	23	4
193	указать на	2	4
194	для обозначения	4	4
195	во всяком	10	4
196	или иного	2	4
197	мы имеем	6	4
198	с ней	4	4
199	существенную роль	2	4
200	однако и	2	4
201	в результате	6	4
202	этом случае	4	4
203	отличается от	5	4
204	тем не	6	4
205	связи с	14	4
206	одним из	6	4
207	опирается на	3	4
208	к данному	2	4
209	в какой	5	4
210	в жизни	3	4
211	в самом	8	4
212	не есть	5	4
213	и к	9	4
214	а по	3	4
215	по себе	11	4
216	к другому	2	4
217	или в	4	4
218	поведения в	2	4
219	с ним	4	4
220	еще и	2	3
221	вопрос о	2	3
