N	2gram	Losev_Prob	StatiiOP
1	и в	62	103
2	в том	35	89
3	том что	25	77
4	в этом	25	76
5	что в	11	74
6	не только	33	60
7	и т	20	51
8	о том	14	47
9	у пушкина	9	46
10	но и	20	46
11	то что	42	44
12	что он	16	42
13	в его	10	42
14	и не	56	41
15	может быть	39	38
16	пушкина и	3	33
17	было бы	14	32
18	т д	20	32
19	в этой	10	31
20	вовсе не	62	31
21	все это	9	29
22	тем что	8	29
23	таким образом	13	28
24	а в	9	27
25	а не	28	27
26	но в	17	26
27	что это	3	25
28	так и	16	25
29	и его	12	24
30	все же	10	23
31	не в	21	23
32	так что	21	23
33	точки зрения	14	23
34	потому что	40	23
35	того что	10	22
36	в области	2	22
37	прежде всего	13	22
38	для того	5	22
39	у нас	17	22
40	в которой	3	22
41	как в	10	22
42	того чтобы	4	21
43	это не	10	20
44	до сих	4	20
45	в то	18	19
46	сих пор	4	19
47	в своей	8	19
48	только в	33	19
49	об этом	7	18
50	не может	14	18
51	но также	2	18
52	с другой	14	18
53	в котором	3	18
54	он не	10	18
55	самом деле	6	17
56	между прочим	4	17
57	в данном	14	17
58	как на	2	17
59	в самом	4	17
60	как бы	11	17
61	с этим	5	16
62	сказать что	24	16
63	в ней	12	16
64	можно было	7	16
65	если бы	9	16
66	в этих	6	16
67	в отношении	4	15
68	с тем	9	15
69	как и	15	15
70	для него	4	15
71	по поводу	3	15
72	другой стороны	11	15
73	также и	22	15
74	и на	4	15
75	как раз	11	15
76	была бы	2	14
77	к тому	4	14
78	то же	23	14
79	но все	5	14
80	с точки	9	14
81	и что	9	14
82	в своем	7	13
83	в конце	7	13
84	а с	2	13
85	тому что	5	13
86	но это	13	13
87	в качестве	10	13
88	в нем	13	13
89	во всяком	14	13
90	дело в	6	13
91	в языке	4	13
92	именно в	4	13
93	из них	4	13
94	всяком случае	8	13
95	в той	8	13
96	жизни и	7	13
97	вместе с	3	13
98	не менее	24	12
99	что они	8	12
100	так как	14	12
101	хотя бы	6	12
102	что у	3	12
103	ни в	17	12
104	в своих	2	12
105	никогда не	7	11
106	вопрос о	2	11
107	и с	11	11
108	в другом	4	11
109	в них	6	11
110	все эти	14	11
111	и по	3	11
112	это было	4	11
113	на то	6	11
114	не было	6	11
115	ясно что	11	11
116	на самом	13	10
117	в каком	9	10
118	так же	11	10
119	в виду	20	10
120	а как	2	10
121	в частности	4	10
122	xix века	2	10
123	ничего не	4	10
124	не столько	2	10
125	в целом	9	10
126	что и	11	10
127	в истории	4	10
128	в начале	3	10
129	во всех	4	10
130	кроме того	5	10
131	но не	6	10
132	что такое	4	10
133	в чем	5	9
134	такого рода	14	9
135	что же	9	9
136	несмотря на	4	9
137	пушкиным и	2	9
138	во время	3	9
139	можно сказать	10	9
140	в одном	4	9
141	не является	19	9
142	с этой	3	9
143	времени и	4	9
144	и для	5	9
145	и к	9	9
146	для нас	23	9
147	что мы	12	9
148	внимание на	2	9
149	и тем	16	9
150	и это	11	9
151	при помощи	13	8
152	и об	3	8
153	могут быть	2	8
154	в их	2	8
155	той же	2	8
156	по мнению	2	8
157	связи с	10	8
158	к этому	2	8
159	а также	6	8
160	мы имеем	7	8
161	это в	2	8
162	дело не	4	8
163	что она	5	8
164	в результате	8	8
165	тем не	23	8
166	и даже	21	8
167	но ведь	2	8
168	одним из	2	8
169	совершенно не	7	8
170	и о	8	8
171	заключается в	8	8
172	и более	6	8
173	не имеет	12	8
174	еще более	3	8
175	в которых	3	8
176	очень мало	2	7
177	данном случае	12	7
178	том как	4	7
179	о чем	4	7
180	вплоть до	3	7
181	уже в	5	7
182	что здесь	5	7
183	конце концов	4	7
184	в виде	20	7
185	и очень	6	7
186	что все	2	7
187	гораздо более	6	7
188	того же	2	7
189	другое дело	5	7
190	как это	4	7
191	тем более	8	7
192	в ее	6	7
193	нет никакого	4	7
194	и то	17	7
195	кажется что	2	7
196	с которыми	2	7
197	то в	4	7
198	отличается от	8	7
199	мы находим	8	7
200	еще не	12	7
201	еще и	10	7
202	связан с	2	7
203	на этот	4	7
204	что для	4	7
205	по себе	36	7
206	из этого	5	7
207	то время	6	7
208	не просто	36	7
209	но с	2	7
210	даже в	2	6
211	о которых	3	6
212	в себе	23	6
213	из которых	6	6
214	том смысле	4	6
215	его не	2	6
216	по существу	2	6
217	к нему	3	6
218	и все	13	6
219	по крайней	9	6
220	что на	2	6
221	в известном	3	6
222	языка и	4	6
223	и во	5	6
224	же как	5	6
225	и вообще	20	6
226	крайней мере	9	6
227	независимо от	4	6
228	его как	3	6
229	мы не	15	6
230	и здесь	8	6
231	же и	7	6
232	и сам	6	6
233	время как	6	6
234	ни на	5	6
235	этот вопрос	3	6
236	обратить внимание	2	6
237	этом смысле	5	6
238	только не	6	6
239	говорить о	7	6
240	и за	2	6
241	тем же	2	6
242	не о	2	5
243	в очень	2	5
244	не знали	2	5
245	его в	4	5
246	нас к	2	5
247	представляет собою	2	5
248	даже не	3	5
249	но если	12	5
250	не был	3	5
251	для себя	6	5
252	это и	11	5
253	что именно	3	5
254	как он	2	5
255	нас не	6	5
256	и потому	13	5
257	и такие	3	5
258	не так	8	5
259	а то	4	5
260	одной стороны	2	5
261	что не	4	5
262	же касается	5	5
263	можно ли	8	5
264	конечно и	2	5
265	при этом	9	5
266	в тех	3	5
267	не на	2	5
268	до того	2	5
269	никто не	5	5
270	хотя и	9	5
271	или иного	5	5
272	того или	8	5
273	утверждать что	3	5
274	то это	13	5
275	всех этих	6	5
276	к ней	2	5
277	как будто	11	5
278	но они	4	5
279	с одной	3	5
280	ни с	5	5
281	вообще не	5	5
282	ее в	2	5
283	поэтому в	2	5
284	и если	11	5
285	уже не	12	5
286	если не	7	5
287	конечно не	3	5
288	является не	2	5
289	и только	10	5
290	о которой	2	5
291	в слове	4	5
292	без всякого	8	5
293	находим в	3	4
294	от его	4	4
295	нисколько не	2	4
296	то есть	63	4
297	что оно	4	4
298	и у	2	4
299	и всегда	2	4
300	казалось бы	3	4
301	не являются	4	4
302	но как	6	4
303	общего с	3	4
304	только с	5	4
305	так или	2	4
306	и без	9	4
307	что его	3	4
308	в процессе	2	4
309	на сцене	2	4
310	с нею	2	4
311	ничего общего	7	4
312	и тогда	3	4
313	в связи	9	4
314	это есть	5	4
315	этого термина	6	4
316	случае не	7	4
317	этого слова	5	4
318	который в	2	4
319	как мы	12	4
320	литературы и	2	4
321	да и	9	4
322	относится к	4	4
323	для этого	9	4
324	не могли	2	4
325	иметь в	2	4
326	нет в	2	4
327	за пределы	6	4
328	в эпоху	2	4
329	сами по	8	4
330	есть в	6	4
331	и он	3	4
332	же это	2	4
333	бы и	7	4
334	не имели	2	4
335	в значительной	2	4
336	и тот	2	4
337	на него	3	4
338	в свете	4	4
339	только что	4	4
340	и вполне	9	4
341	все они	5	4
342	как о	6	4
343	и другие	4	4
344	в наших	3	4
345	а именно	12	4
346	могло бы	3	4
347	самим пушкиным	2	4
348	связанные с	2	4
349	петра i	4	4
350	для его	4	4
351	свою собственную	3	4
352	но для	3	4
353	меньше всего	2	4
354	не существует	6	4
355	чем он	2	4
356	во внимание	2	4
357	значит что	13	4
358	в смысле	2	4
359	или в	7	4
360	в таком	11	4
361	в основе	3	4
362	или иначе	2	4
363	для которых	2	4
364	и именно	2	4
365	будто бы	7	4
366	чем в	2	4
367	перед нами	8	3
368	в первую	3	3
369	или иной	20	3
370	из того	3	3
371	от него	2	3
372	и наконец	2	3
373	котором он	2	3
374	этого произведения	4	3
375	в других	2	3
376	это за	3	3
377	с той	5	3
378	от того	2	3
379	за себя	2	3
380	в стихотворении	2	3
381	но именно	4	3
382	в одно	4	3
383	а вовсе	3	3
384	и вся	2	3
385	а во	2	3
386	или менее	2	3
387	быть в	2	3
388	на основании	2	3
389	его от	3	3
390	на котором	2	3
391	себе в	5	3
392	образом в	2	3
393	на которую	3	3
394	без всякой	3	3
395	она не	3	3
396	к этой	2	3
397	ли в	3	3
398	это уже	4	3
399	на том	3	3
400	и прочие	2	3
401	не очень	4	3
