N	3gram	Losev_Prob	formyVre
1	в то же	2	18
2	в связи с	11	15
3	с точки зрения	13	15
4	для того чтобы	3	12
5	но и в	2	12
6	не только в	5	11
7	до сих пор	3	10
8	и прежде всего	2	8
9	в том числе	2	8
10	в этом отношении	4	7
11	не может быть	2	7
12	с одной стороны	5	6
13	а также и	3	6
14	в том что	13	5
15	то есть в	5	5
16	в то время	4	5
17	той или иной	4	5
18	то время как	4	4
19	человеческой жизни в	2	4
20	с другой стороны	7	4
21	но все же	2	4
22	во всяком случае	6	4
23	по отношению к	2	4
24	равно как и	2	4
25	также и в	2	3
26	жизни и в	2	3
27	и в частности	4	3
28	то же самое	2	3
29	и как бы	2	3
30	в чем не	2	3
31	ни в чем	2	3
32	о том что	14	3
33	до нас в	2	3
34	но в то	2	3
35	вместе с тем	5	3
36	с самого начала	3	3
37	может быть только	6	3
38	в той или	2	3
39	мы находим в	3	2
40	в значительной мере	3	2
41	слова то есть	2	2
42	само собой разумеется	2	2
43	это значит что	2	2
44	всего того что	2	2
45	потому что они	2	2
46	можно сказать что	4	2
47	дело в том	4	2
48	в данном случае	5	2
49	и вместе с	3	2
50	не только для	2	2
51	к тому же	5	2
52	в свою очередь	2	2
53	бросается в глаза	2	2
