N	2gram	Vygotskiy_	VLabPisa
1	таким образом	38	32
2	в этом	21	29
3	не только	25	26
4	и в	55	26
5	и т	36	25
6	может быть	35	23
7	во сне	2	21
8	хотя бы	4	20
9	и не	24	20
10	художественного творчества	6	19
11	т е	3	18
12	в процессе	7	17
13	не может	30	17
14	т д	10	16
15	в том	55	15
16	в его	8	15
17	этом отношении	7	14
18	в силу	4	14
19	прежде всего	5	13
20	все это	11	13
21	вот что	2	12
22	в частности	6	12
23	как это	8	12
24	в качестве	3	12
25	что в	39	11
26	с другой	7	11
27	из них	4	11
28	то же	17	10
29	не могут	6	10
30	но и	12	10
31	о том	11	10
32	в художественном	9	10
33	по этому	3	10
34	к этому	5	9
35	об этом	3	9
36	т п	24	9
37	в своем	3	8
38	том что	30	8
39	на основании	7	8
40	творчества в	2	8
41	могут быть	15	8
42	другой стороны	7	8
43	все эти	7	8
44	было бы	14	8
45	только в	18	8
46	художника и	3	8
47	вместе с	10	8
48	очевидно что	7	7
49	из этих	6	7
50	во всех	4	7
51	художественное произведение	16	7
52	то что	47	7
53	тому что	7	7
54	как и	25	7
55	их в	4	7
56	в нем	5	7
57	в конечном	6	7
58	главным образом	3	7
59	этому поводу	3	7
60	не было	5	7
61	говорит о	4	7
62	а не	18	7
63	произведения и	2	7
64	произведения как	3	6
65	не в	19	6
66	в то	8	6
67	в себе	6	6
68	художественного произведения	22	6
69	или менее	3	6
70	он же	3	6
71	это и	3	6
72	все же	9	6
73	том же	4	6
74	у него	4	6
75	думается что	3	6
76	идеи и	2	6
77	в искусстве	24	6
78	так и	6	6
79	более или	3	6
80	приводит к	3	6
81	один из	6	6
82	в зависимости	6	6
83	и его	14	6
84	бы и	5	6
85	между тем	6	6
86	никогда не	13	5
87	даже в	2	5
88	сказать что	12	5
89	образы и	2	5
90	показывают что	2	5
91	в одном	4	5
92	конечном счете	6	5
93	в результате	4	5
94	как говорит	5	5
95	зависимости от	7	5
96	в их	4	5
97	не является	5	5
98	и при	3	5
99	действующих лиц	3	5
100	к тому	8	5
101	он говорит	4	5
102	для художника	2	5
103	как бы	11	5
104	утверждать что	9	5
105	в них	4	5
106	в целом	8	5
107	связи с	2	5
108	же время	2	5
109	и есть	5	5
110	на основе	2	5
111	по поводу	3	4
112	одна из	5	4
113	в сознании	6	4
114	в нашей	4	4
115	и ее	4	4
116	одном из	2	4
117	только что	3	4
118	роль в	4	4
119	в виду	6	4
120	это только	4	4
121	что он	17	4
122	по существу	6	4
123	с тем	11	4
124	что все	10	4
125	что для	5	4
126	когда он	11	4
127	должен быть	2	4
128	отнюдь не	11	4
129	в самом	18	4
130	как раз	4	4
131	в ее	7	4
132	с ними	2	4
133	в своей	6	4
134	в связи	3	4
135	можно сказать	2	4
136	в этой	5	4
137	из его	4	4
138	чем же	2	4
139	художественном произведении	8	4
140	с его	3	4
141	и от	4	3
142	никак не	7	3
143	например в	5	3
144	при помощи	27	3
145	и к	5	3
146	с этим	7	3
147	этой проблемы	2	3
148	мы имеем	7	3
149	так же	29	3
150	но как	4	3
151	том как	2	3
152	вслед за	10	3
153	бы в	3	3
154	но даже	4	3
155	в конце	6	3
156	его в	3	3
157	и как	9	3
158	тому как	10	3
159	если бы	10	3
160	творчества и	3	3
161	подобно тому	7	3
162	как он	4	3
163	него в	2	3
164	для того	12	3
165	и их	4	3
166	у нас	4	3
167	как на	6	3
168	говорил что	2	3
169	утверждает что	5	3
170	его не	3	3
171	всех других	2	3
172	мы знаем	8	3
173	при всем	3	3
174	моментов в	2	3
175	того что	15	3
176	образом в	3	3
177	п в	2	3
178	мы видели	2	3
179	что без	3	3
180	явлений и	3	3
181	далеко не	7	3
182	этот вопрос	2	3
183	видели что	2	3
184	что у	8	3
185	она не	6	3
186	а в	10	3
187	процесса как	2	3
188	в котором	5	3
189	в творчестве	5	3
190	точки зрения	32	3
191	в которых	5	3
192	что оно	4	3
193	между ними	2	3
194	человека и	3	3
195	что не	2	3
196	действительной жизни	3	3
197	и художественного	2	3
198	жизни и	5	3
199	того чтобы	13	3
200	что и	27	3
201	сводится к	3	3
202	и по	7	3
203	или в	2	3
204	этой области	4	3
205	что они	7	3
206	же и	2	3
207	в слове	3	3
208	это мы	2	3
209	к работе	2	3
210	вовсе не	7	3
211	относится к	4	2
212	в книге	2	2
213	если в	2	2
214	в стихах	2	2
215	на эти	2	2
216	на это	2	2
217	показывает что	6	2
218	и потому	2	2
219	того или	2	2
220	как например	2	2
221	которые в	3	2
222	с другими	2	2
223	только то	3	2
224	искусство как	13	2
225	то это	3	2
226	о чем	2	2
227	одной стороны	7	2
228	можно было	4	2
229	вплоть до	3	2
230	в каждом	5	2
231	других видов	3	2
232	должно быть	2	2
233	что она	11	2
234	искусства не	6	2
235	с а	2	2
236	у каждого	4	2
237	отличается от	4	2
238	и даже	11	2
239	представления об	2	2
240	от того	6	2
241	и у	6	2
242	в самых	3	2
243	ли не	2	2
244	которая не	2	2
245	вообще и	2	2
246	конце концов	6	2
247	а как	2	2
248	в особенности	3	2
249	не всегда	2	2
250	в области	12	2
251	и наконец	2	2
252	в науке	2	2
253	у них	2	2
254	понятно что	3	2
255	еще не	2	2
256	на художественное	2	2
257	в которой	6	2
258	у пушкина	4	2
259	что ни	2	2
260	в чем	5	2
261	сих пор	8	2
262	формы и	11	2
263	с одной	6	2
264	его от	2	2
265	после того	2	2
266	же самое	8	2
267	что даже	3	2
268	заключается в	15	2
269	эта теория	7	2
270	что его	5	2
271	в жизни	5	2
272	они и	2	2
273	к ним	4	2
274	том чтобы	9	2
275	но не	5	2
276	и для	9	2
277	искусства и	24	2
278	и этот	3	2
279	художественную форму	3	2
280	стороны и	3	2
281	также и	2	2
282	не менее	9	2
283	на него	2	2
284	только с	2	2
285	но в	5	2
286	каждой из	3	2
287	на то	17	2
288	в общем	2	2
289	могло бы	5	2
290	он в	2	2
291	ли это	3	2
292	что такое	2	2
293	зависит от	2	2
294	знаем что	4	2
295	в своих	12	2
296	но к	3	2
297	себе и	2	2
298	в ней	3	2
299	и заключается	4	2
300	будто бы	2	2
301	на вопрос	4	2
302	этой точки	7	2
303	показывает как	3	2
304	на этом	3	2
305	тогда когда	7	2
306	из которых	5	2
307	что мы	9	2
308	смысле слова	4	2
309	только не	4	2
310	представить себе	5	2
311	можно ли	2	2
312	по себе	21	2
313	вот это	2	2
314	всяком случае	7	2
315	отметить что	2	2
316	же как	8	2
317	должны быть	6	2
318	образа в	2	2
