N	2gram	Vygotskiy_	Mirosoze
1	и в	55	97
2	может быть	35	64
3	не только	25	63
4	в этом	21	55
5	но и	12	54
6	он не	8	53
7	а не	18	53
8	в нем	5	49
9	не может	30	49
10	у него	4	47
11	и не	24	39
12	никогда не	13	38
13	потому что	27	37
14	в ней	3	37
15	не было	5	36
16	не в	19	34
17	и есть	5	33
18	не есть	4	30
19	но он	3	30
20	прежде всего	5	29
21	как и	25	29
22	но в	5	27
23	человека и	3	26
24	и это	6	25
25	в своей	6	25
26	и все	8	24
27	у нас	4	24
28	в своем	3	23
29	что в	39	23
30	что он	17	22
31	в самом	18	21
32	в себе	6	20
33	отношение к	3	20
34	до конца	9	19
35	как бы	11	19
36	в его	8	18
37	и потому	2	17
38	того что	15	17
39	в том	55	16
40	том что	30	16
41	то что	47	16
42	было бы	14	16
43	и его	14	16
44	быть может	2	15
45	в этой	5	15
46	в котором	5	15
47	в конце	6	14
48	она не	6	14
49	так как	28	14
50	в творчестве	5	14
51	в русском	4	13
52	та же	4	13
53	и вот	5	13
54	и на	6	13
55	и у	6	12
56	к нему	3	12
57	смысле слова	4	12
58	в них	4	12
59	все это	11	12
60	но не	5	12
61	с тем	11	11
62	и там	2	11
63	но это	3	11
64	хотя бы	4	11
65	в которой	6	11
66	только в	18	11
67	был бы	6	11
68	как в	17	11
69	и для	9	11
70	уже не	3	11
71	и к	5	11
72	жизни и	5	11
73	не могут	6	10
74	так же	29	10
75	есть не	6	10
76	это и	3	10
77	один из	6	10
78	должна быть	3	10
79	то же	17	10
80	всю жизнь	2	10
81	не имеет	3	10
82	в самой	2	10
83	бы и	5	9
84	а в	10	9
85	к тому	8	9
86	не будет	4	9
87	что и	27	9
88	и во	3	9
89	из самых	2	9
90	х годов	5	9
91	образ и	2	9
92	должно быть	2	9
93	то есть	44	9
94	все что	4	9
95	в свою	3	9
96	с ним	2	9
97	вместе с	10	9
98	вопрос о	3	8
99	ничего не	4	8
100	от него	2	8
101	в этих	6	8
102	не так	2	8
103	что не	2	8
104	того чтобы	13	8
105	в отношении	3	8
106	т е	3	8
107	с его	3	8
108	человека не	3	8
109	за пределы	2	8
110	тем что	7	8
111	для того	12	8
112	отношении к	3	8
113	что есть	3	8
114	о том	11	8
115	и с	5	8
116	уже в	3	8
117	те же	9	7
118	она есть	2	7
119	как он	4	7
120	но если	2	7
121	должен быть	2	7
122	что все	10	7
123	он в	2	7
124	точки зрения	32	7
125	себя и	3	7
126	что она	11	7
127	на этом	3	7
128	в жизни	5	7
129	также и	2	7
130	не существует	4	7
131	все в	2	7
132	во всем	5	7
133	чем в	2	7
134	его в	3	6
135	не как	3	6
136	на все	6	6
137	у них	2	6
138	людей и	2	6
139	увидим что	3	6
140	этом он	2	6
141	в ее	7	6
142	его не	3	6
143	и те	5	6
144	совсем не	3	6
145	это есть	6	6
146	того как	5	6
147	и от	4	6
148	что это	12	6
149	и нет	2	6
150	можно было	4	6
151	если бы	10	6
152	с этой	8	6
153	же и	2	6
154	к чему	2	6
155	жизнь и	3	6
156	и более	3	6
157	что у	8	6
158	на то	17	6
159	и здесь	3	6
160	в которых	5	6
161	не к	2	6
162	и если	4	5
163	оно не	2	5
164	означает что	2	5
165	в то	8	5
166	в их	4	5
167	так и	6	5
168	все время	6	5
169	они и	2	5
170	и этот	3	5
171	тот кто	2	5
172	и вместе	2	5
173	должны быть	6	5
174	сказать что	12	5
175	интерес к	2	5
176	тот же	8	5
177	во всяком	9	5
178	в основе	13	5
179	одно из	2	5
180	и мы	6	5
181	с этим	7	5
182	говорит что	10	5
183	по преимуществу	2	5
184	которые не	3	5
185	мысли и	2	5
186	отличается от	4	5
187	и как	9	5
188	бы в	3	5
189	мы увидим	4	5
190	еще не	2	5
191	его и	4	5
192	как будто	10	5
193	сих пор	8	5
194	после того	2	5
195	думать что	3	5
196	он же	3	5
197	когда он	11	5
198	природа человека	2	5
199	до сих	8	5
200	той же	9	5
201	ее и	2	4
202	в каждом	5	4
203	иное как	2	4
204	не что	2	4
205	от того	6	4
206	как к	2	4
207	конце концов	6	4
208	не всегда	2	4
209	так что	8	4
210	что иное	2	4
211	в такой	2	4
212	есть в	7	4
213	потому не	4	4
214	а с	2	4
215	по своему	2	4
216	в чем	5	4
217	в него	4	4
218	по сравнению	3	4
219	только с	2	4
220	тому что	7	4
221	к этой	2	4
222	и тот	4	4
223	себе и	2	4
224	могут быть	15	4
225	тогда когда	7	4
226	живет в	2	4
227	мы видим	8	4
228	и до	2	4
229	все эти	7	4
230	и тогда	3	4
231	что они	7	4
232	я хочу	2	4
233	у всех	2	4
234	его с	3	4
235	лежит в	2	4
236	оно есть	3	4
237	и даже	11	4
238	и по	7	4
239	в свете	3	4
240	стало быть	3	4
241	на деле	11	4
242	ни в	9	4
243	заключает в	3	4
244	и их	4	4
245	и только	5	4
246	мы не	15	4
247	нас в	2	4
248	время как	6	4
249	мысль что	5	4
250	еще более	2	4
251	в той	2	4
252	в своих	12	4
253	и что	28	4
254	то время	6	4
255	будто бы	2	4
256	были бы	2	3
257	этого вопроса	2	3
258	о чем	2	3
259	приходит к	5	3
260	в состоянии	4	3
261	и поэтому	3	3
262	не остается	2	3
263	должны были	2	3
264	для себя	2	3
265	и тем	5	3
266	это все	3	3
267	все же	9	3
268	идеи и	2	3
269	русской интеллигенции	2	3
270	одной и	6	3
271	можно ли	2	3
272	мы должны	4	3
273	на том	2	3
274	что же	4	3
275	между тем	6	3
276	в виду	6	3
277	ту же	6	3
278	что оно	4	3
279	на его	3	3
280	же как	8	3
281	и когда	5	3
282	с таким	18	3
283	хотя и	3	3
284	и то	4	3
285	обратиться к	3	3
286	то это	3	3
287	к этому	5	3
288	конечно не	2	3
289	об этом	3	3
290	то чтобы	4	3
291	как не	2	3
292	не значит	2	3
293	и той	5	3
294	принадлежат к	4	3
295	от всех	3	3
296	него в	2	3
297	ничего кроме	2	3
298	для нас	5	3
299	со всеми	5	3
300	во всех	4	3
301	есть по	3	3
302	именно потому	3	3
303	на этот	2	3
304	в самых	3	3
305	выходит за	2	3
306	только один	2	3
307	на почве	3	3
308	приводит к	3	3
309	в одном	4	3
310	всякий раз	10	3
311	тому как	10	3
312	всяком случае	7	3
313	и всегда	2	3
314	роль в	4	3
315	показывает как	3	3
316	человека то	2	3
317	сравнению с	3	3
318	не быть	2	3
319	и всякий	2	3
320	он все	2	2
321	самому себе	2	2
322	душевной жизни	2	2
323	на самом	6	2
324	в каком	3	2
325	это означает	2	2
326	к одному	5	2
327	как можно	3	2
328	в действительности	4	2
329	из всех	4	2
330	его к	2	2
331	тому чтобы	3	2
332	и об	2	2
333	если в	2	2
334	различие между	5	2
335	идет к	2	2
336	есть только	7	2
337	не потому	3	2
338	оказывается что	5	2
339	то все	2	2
340	его творчество	2	2
341	а как	2	2
342	и других	4	2
343	и характер	3	2
344	есть ли	2	2
345	к своему	2	2
346	начала и	2	2
347	нас не	2	2
348	самом деле	19	2
349	говорил что	2	2
350	тем как	2	2
351	была бы	2	2
352	тот и	2	2
353	быть в	2	2
354	смысле этого	2	2
355	его от	2	2
356	о нем	2	2
357	которые в	3	2
358	только потому	2	2
359	не менее	9	2
360	от этой	2	2
361	того же	3	2
362	тем самым	2	2
363	могли бы	3	2
364	с того	2	2
365	и без	3	2
366	а потому	5	2
367	и сам	3	2
368	между ними	2	2
369	и русской	2	2
370	и ту	2	2
371	учению о	3	2
372	начинает с	3	2
373	совершенно другой	3	2
374	к жизни	2	2
375	когда она	6	2
376	связи с	2	2
377	в сущности	15	2
378	и ее	4	2
379	столь же	6	2
380	этого слова	5	2
381	мы хотели	2	2
382	их в	4	2
383	что нужно	2	2
384	к идее	2	2
385	относится к	4	2
386	не могли	4	2
387	что если	7	2
388	когда мы	4	2
389	то в	2	2
390	на два	2	2
391	себе а	4	2
392	этом отношении	7	2
393	и часто	2	2
394	в глаза	2	2
395	которая не	2	2
396	целый ряд	12	2
397	обнаруживается в	2	2
398	подобно тому	7	2
399	и загадки	2	2
400	в уме	2	2
401	для нашей	2	2
402	роковым образом	2	2
403	смысл и	2	2
404	и о	4	2
405	не означает	2	2
406	в какой	6	2
407	образа в	2	2
408	это отношение	2	2
409	что без	3	2
410	одни и	3	2
411	я хотел	2	2
412	с другой	7	2
413	с новыми	2	2
