N	2gram	Propp_Russ	Komedia
1	и в	59	77
2	и не	6	47
3	iv в	2	45
4	в том	33	44
5	том что	33	42
6	т е	41	33
7	в г	6	33
8	о том	14	33
9	но и	20	32
10	может быть	14	30
11	таким образом	10	29
12	из них	12	29
13	в то	3	28
14	и его	2	28
15	в этом	18	27
16	потому что	15	27
17	что он	2	26
18	к тому	4	26
19	не только	28	25
20	вместе с	16	25
21	так как	25	24
22	как и	19	23
23	в доме	2	23
24	в дом	10	23
25	что в	35	23
26	что и	8	22
27	так и	8	21
28	а в	16	21
29	то же	6	21
30	в его	3	20
31	во время	23	19
32	к этому	7	19
33	в этой	4	18
34	и т	13	17
35	тем что	7	17
36	еще не	7	17
37	и здесь	3	17
38	в нем	3	17
39	все же	7	16
40	у него	2	16
41	не менее	3	16
42	при этом	11	16
43	тот же	2	16
44	его в	9	15
45	в своем	3	15
46	не в	2	15
47	точки зрения	3	15
48	между тем	9	15
49	прежде всего	2	15
50	один из	10	15
51	на себя	4	15
52	было бы	3	15
53	в которой	3	15
54	и на	14	15
55	к нему	3	14
56	все это	12	14
57	об этом	11	14
58	в свою	3	14
59	и с	12	14
60	о чем	7	13
61	то что	10	13
62	так что	4	13
63	но в	5	13
64	в них	10	13
65	того чтобы	6	13
66	в двух	2	13
67	что она	4	13
68	мы можем	2	13
69	в одном	4	13
70	так же	7	12
71	для того	6	12
72	как это	11	12
73	уже в	2	12
74	несмотря на	4	12
75	в качестве	5	12
76	хотя и	3	12
77	не может	6	12
78	как в	10	12
79	но не	7	12
80	в котором	2	12
81	из которых	2	12
82	должны были	3	11
83	в их	5	11
84	в частности	2	11
85	с тем	14	11
86	как мы	11	11
87	то время	3	11
88	к ней	4	11
89	на этот	3	11
90	и для	3	11
91	с ним	2	11
92	в целом	2	10
93	ничего не	4	10
94	и все	4	10
95	мы не	11	10
96	же в	5	10
97	он был	2	10
98	свою очередь	2	10
99	тут же	2	10
100	с этим	4	10
101	сразу же	2	10
102	как бы	18	10
103	еще в	6	10
104	и что	8	10
105	в тех	5	9
106	отличие от	4	9
107	тому что	4	9
108	в образе	3	9
109	ответ на	2	9
110	и по	10	9
111	того как	6	9
112	а также	6	9
113	независимо от	3	9
114	и еще	2	9
115	судя по	2	9
116	но все	3	9
117	все что	2	9
118	друг друга	3	9
119	говорить о	2	9
120	только в	4	9
121	в ней	3	9
122	возможно что	2	8
123	и ее	3	8
124	и других	9	8
125	как он	2	8
126	по своему	2	8
127	в в	3	8
128	место в	2	8
129	а затем	5	8
130	связи с	6	8
131	можно было	3	8
132	с этой	2	8
133	в течение	7	8
134	что у	3	8
135	что для	4	8
136	г в	5	8
137	в которых	8	8
138	по содержанию	3	8
139	примерно в	2	8
140	не было	3	8
141	во всех	6	8
142	вопрос о	4	7
143	до конца	5	7
144	и поэтому	3	7
145	и у	5	7
146	это время	4	7
147	и к	3	7
148	и о	4	7
149	в руках	3	7
150	в других	24	7
151	но если	2	7
152	и это	2	7
153	и во	2	7
154	в связи	4	7
155	что они	8	7
156	если в	3	7
157	из этих	6	7
158	должен был	3	7
159	не является	2	7
160	в этих	3	7
161	в народном	4	7
162	не имеет	9	7
163	себя внимание	2	7
164	отнюдь не	3	7
165	ii в	2	7
166	для нас	12	7
167	в силу	2	6
168	в виду	3	6
169	в области	3	6
170	его от	2	6
171	так в	5	6
172	могут быть	3	6
173	до того	3	6
174	в дальнейшем	2	6
175	в древней	3	6
176	тем не	3	6
177	и как	2	6
178	как правило	4	6
179	в середине	4	6
180	как будто	6	6
181	по всему	2	6
182	в отличие	4	6
183	в какой	3	6
184	после того	3	6
185	на то	2	6
186	в своих	3	6
187	с собой	4	6
188	когда он	3	6
189	там же	15	6
190	на этом	6	6
191	представляет собой	5	6
192	главным образом	5	6
193	с точки	3	6
194	в и	19	6
195	или в	7	6
196	в уже	3	6
197	а не	3	6
198	это не	14	5
199	в каждом	2	5
200	одним из	2	5
201	после этого	6	5
202	вывод что	5	5
203	по существу	7	5
204	от них	4	5
205	к ним	4	5
206	мы имеем	7	5
207	что на	5	5
208	между собой	4	5
209	же не	2	5
210	под названием	3	5
211	который в	2	5
212	этому времени	2	5
213	в честь	5	5
214	совпадают с	3	5
215	представление о	5	5
216	и от	2	5
217	для этого	6	5
218	что это	4	5
219	также в	5	5
220	за ним	3	5
221	т д	12	5
222	чаще всего	3	5
223	в период	2	5
224	что по	7	5
225	именно в	3	5
226	приводит к	4	5
227	в это	4	5
228	а на	8	5
229	и после	2	5
230	но он	3	5
231	чем в	4	5
232	что ему	2	4
233	которые в	2	4
234	в глаза	3	4
235	не столько	3	4
236	за счет	2	4
237	не всегда	4	4
238	всякого рода	3	4
239	там и	2	4
240	образом в	2	4
241	в более	2	4
242	и там	2	4
243	он так	2	4
244	же как	5	4
245	что с	2	4
246	не на	2	4
247	к числу	2	4
248	здесь мы	3	4
249	е в	17	4
250	из самых	2	4
251	например в	3	4
252	как известно	2	4
253	одна из	12	4
254	одно из	6	4
255	каждый из	3	4
256	то и	4	4
257	сцены из	2	4
258	и их	4	4
259	у нас	11	4
260	и другие	24	4
261	можно сделать	3	4
262	такой же	3	4
263	под именем	3	4
