N	2gram	Trubetskoy	Istorich
1	и в	26	181
2	может быть	10	115
3	не только	10	114
4	что он	4	111
5	мы имеем	2	102
6	что в	9	90
7	но и	9	85
8	в этом	15	81
9	так как	9	75
10	то что	7	73
11	таким образом	22	72
12	вместе с	15	71
13	и не	8	67
14	все же	6	65
15	в этих	4	64
16	еще не	2	63
17	не может	4	61
18	так же	5	57
19	то же	4	56
20	никогда не	5	56
21	в том	11	53
22	том что	7	53
23	с другой	8	52
24	а в	4	52
25	потому что	7	52
26	что и	6	51
27	и что	4	51
28	и здесь	2	51
29	мы видели	2	49
30	о том	6	48
31	а не	5	48
32	связь с	2	47
33	не в	2	47
34	превращается в	2	45
35	мы должны	6	44
36	но в	7	44
37	в нем	4	42
38	только в	4	42
39	представление о	6	41
40	в его	5	38
41	и на	2	38
42	так и	6	37
43	он не	4	37
44	уже не	3	37
45	мы можем	2	36
46	с тем	18	35
47	все эти	6	35
48	не всегда	2	34
49	во время	4	34
50	что это	3	34
51	но не	8	34
52	связи с	9	34
53	же как	3	33
54	попадает в	4	32
55	сих пор	5	32
56	в качестве	3	32
57	представляет собой	3	31
58	прежде всего	2	31
59	один из	2	31
60	до сих	5	30
61	с одной	7	30
62	к нему	7	30
63	но все	7	29
64	одной стороны	7	29
65	и другие	3	28
66	и с	10	28
67	так что	3	27
68	в образе	2	27
69	того что	3	27
70	если бы	3	24
71	в виде	4	24
72	что мы	2	24
73	к этому	3	24
74	не менее	3	24
75	все это	6	23
76	когда он	3	23
77	тем не	3	23
78	точно так	3	23
79	в этой	4	23
80	и это	2	23
81	как бы	12	23
82	при этом	3	22
83	и по	4	22
84	в одном	3	21
85	сказать что	2	21
86	к тому	6	21
87	связано с	2	21
88	в связи	3	21
89	связан с	2	21
90	в других	3	20
91	из них	7	20
92	в силу	5	20
93	из этих	10	20
94	так например	2	19
95	и как	3	19
96	на то	2	19
97	в то	4	18
98	по существу	2	17
99	и только	4	17
100	очень много	2	17
101	в них	2	17
102	не вполне	3	16
103	связана с	2	16
104	и действительно	2	16
105	и все	2	16
106	в котором	4	16
107	во всех	2	16
108	и даже	3	15
109	в которых	4	15
110	он в	2	15
111	отношение к	5	14
112	с того	2	14
113	а также	2	14
114	с этой	3	14
115	должен был	4	14
116	с ней	3	14
117	отношению к	3	14
118	из которых	4	14
119	одной из	5	14
120	и наконец	2	14
121	и для	5	13
122	все что	2	13
123	и от	4	13
124	его не	2	13
