N	2gram	Vygotskiy_	Myshleni
1	в том	50	195
2	в этом	30	167
3	то что	69	166
4	и в	55	162
5	том что	46	161
6	таким образом	35	147
7	точки зрения	15	143
8	с помощью	3	131
9	что в	43	119
10	не только	24	116
11	того что	12	109
12	так же	19	100
13	речи и	2	99
14	потому что	48	95
15	того чтобы	43	91
16	может быть	34	89
17	с точки	5	89
18	что он	30	86
19	не может	15	81
20	как и	9	79
21	так как	20	78
22	для того	45	78
23	и не	19	78
24	только в	12	75
25	в целом	7	74
26	как мы	6	72
27	но и	16	70
28	заключается в	13	67
29	в его	8	67
30	мы могли	5	65
31	сказать что	14	65
32	как бы	33	64
33	вместе с	16	62
34	в качестве	2	60
35	и что	45	60
36	было бы	15	60
37	представляет собой	2	60
38	то же	16	58
39	в основе	9	58
40	в отношении	2	55
41	могли бы	6	54
42	что мы	12	53
43	в силу	3	53
44	между собой	2	53
45	в самом	18	52
46	в сущности	14	51
47	по сравнению	4	51
48	мы должны	10	50
49	к тому	12	49
50	что они	11	48
51	мы можем	8	48
52	тем что	8	48
53	мы не	8	47
54	сравнению с	4	46
55	если бы	21	46
56	но не	9	45
57	с другой	12	45
58	по отношению	3	45
59	с тем	10	43
60	же как	4	43
61	как это	16	42
62	тому что	11	42
63	отношению к	2	42
64	не является	3	41
65	одной стороны	15	40
66	о том	24	40
67	так и	6	39
68	говорит он	2	39
69	никогда не	15	39
70	с одной	15	39
71	в области	2	38
72	мы видели	2	38
73	вопрос о	6	37
74	не в	12	37
75	если мы	24	37
76	в этой	15	37
77	и к	5	37
78	мы видим	13	37
79	в своем	12	36
80	с самого	5	36
81	все эти	5	36
82	и его	10	36
83	самого начала	5	36
84	как в	4	36
85	а не	16	36
86	того же	5	35
87	друг с	6	35
88	с другом	6	35
89	можно было	6	35
90	он не	10	35
91	в которой	4	35
92	в себе	13	35
93	и как	10	34
94	связи с	2	34
95	приводит к	2	34
96	при этом	11	33
97	прежде всего	6	33
98	по себе	13	33
99	что и	11	32
100	именно в	9	32
101	же самое	13	32
102	но в	7	32
103	слова и	2	32
104	той же	6	32
105	и тем	6	32
106	что оно	12	32
107	и на	12	32
108	и то	12	31
109	из того	4	31
110	все же	11	31
111	этом отношении	3	30
112	на то	27	30
113	между тем	4	29
114	могут быть	8	29
115	показывает что	3	29
116	от того	6	29
117	с этим	4	28
118	самом деле	17	28
119	что с	8	28
120	что все	12	27
121	в своей	8	27
122	только что	11	27
123	с этой	5	27
124	в результате	6	27
125	в то	6	27
126	перед нами	5	27
127	связь между	2	27
128	этом случае	2	27
129	другой стороны	8	27
130	и с	3	27
131	в их	3	26
132	в частности	6	26
133	что это	15	26
134	показали что	2	26
135	для него	5	26
136	в собственном	2	26
137	собственном смысле	2	26
138	все это	8	25
139	еще не	6	25
140	уже в	7	25
141	что она	10	25
142	это не	9	25
143	только не	5	25
144	можно сказать	4	25
145	мы уже	7	25
146	так что	8	24
147	мы знаем	4	24
148	тот же	5	24
149	целый ряд	5	24
150	в какой	5	24
151	что эта	8	24
152	в нем	13	24
153	того как	4	24
154	зависимости от	9	24
155	на этот	7	24
156	оба эти	3	24
157	как он	6	23
158	состоит в	3	23
159	бы в	7	23
160	ни в	5	23
161	этот вопрос	6	23
162	в известном	2	22
163	во всяком	2	22
164	в зависимости	7	22
165	отношения между	3	22
166	не могут	4	22
167	столь же	3	22
168	то время	4	22
169	все время	44	21
170	как говорит	6	21
171	в нашем	3	21
172	его в	2	21
173	там где	6	21
174	показать что	17	21
175	к этому	5	21
176	и все	15	21
177	ее в	2	21
178	между ними	2	21
179	и следовательно	3	21
180	не имеет	2	21
181	с таким	2	21
182	в сознании	2	21
183	же точно	11	21
184	в котором	5	20
185	в виду	5	20
186	и других	2	20
187	по существу	4	20
188	а в	7	20
189	должно быть	6	20
190	время как	5	20
191	из них	7	20
192	как раз	19	20
193	в другом	3	20
194	и их	3	20
195	едва ли	3	20
196	на этом	11	20
197	говорит что	13	20
198	из этих	4	20
199	но мы	4	19
200	речь в	2	19
201	мы говорили	4	19
202	в данном	4	19
203	в себя	2	19
204	с ним	4	19
205	из которых	5	19
206	в той	3	19
207	как на	15	19
208	но если	3	19
209	а с	7	19
210	во всех	6	19
211	мы и	2	19
212	один из	9	19
213	отличие от	3	18
214	во всем	3	18
215	слов и	2	18
216	и другое	6	18
217	одного и	2	18
218	чем в	3	18
219	в психологии	3	18
220	но это	2	18
221	в отличие	3	18
222	этом смысле	4	18
223	не станем	2	17
224	нам думается	2	17
225	для этого	12	17
226	к другим	2	17
227	мы находим	2	17
228	на деле	9	17
229	сих пор	9	17
230	и для	13	17
231	в своих	9	17
232	в свою	3	17
233	и того	2	17
234	в одном	5	17
235	и от	2	17
236	обе эти	2	17
237	показал что	2	17
238	казалось бы	11	17
239	этой точки	3	17
240	и есть	7	17
241	и только	5	17
242	ту же	3	17
243	не есть	4	17
244	в этих	3	17
245	их в	4	17
246	тем же	3	17
247	до конца	7	17
248	и той	4	17
249	нами в	2	17
250	в совершенно	6	17
251	у него	9	17
252	до сих	9	17
253	вовсе не	8	16
254	тому как	3	16
255	одной и	4	16
256	которую мы	2	16
257	по поводу	6	16
258	бы сказать	3	16
259	и другие	3	16
260	для нас	9	16
261	которые в	2	16
262	такой же	2	16
263	и даже	4	16
264	в которых	4	16
265	мы имеем	10	16
266	которые не	2	16
267	данном случае	4	15
268	когда он	10	15
269	те же	3	15
270	но как	3	15
271	является в	2	15
272	по этому	5	15
273	что если	9	15
274	что при	5	15
275	представить себе	2	15
276	хотя бы	5	15
277	отличается от	4	15
278	является то	2	15
279	с несомненностью	2	15
280	как она	9	15
281	ничего не	4	15
282	на все	2	15
283	и это	13	15
284	в них	7	15
285	которое мы	3	15
286	и является	2	15
287	он должен	8	14
288	друг от	2	14
289	в учении	3	14
290	значение для	2	14
291	точка зрения	4	14
292	и во	2	14
293	что для	6	14
294	что эти	4	14
295	что у	7	14
296	учения о	3	14
297	из этого	7	14
298	со всей	4	14
299	это значит	2	14
300	это есть	3	14
301	когда мы	10	14
302	очевидно что	3	14
303	сущности говоря	8	14
304	одной из	2	14
305	в теории	2	14
306	от друга	2	14
307	но что	3	14
308	одно и	3	14
309	о чем	4	14
310	говорили выше	2	14
311	об этом	5	14
312	с его	6	14
313	думается что	4	14
314	к которым	3	14
315	и здесь	11	14
316	не можем	8	14
317	этих двух	8	14
318	учении о	3	13
319	совершается в	3	13
320	на его	4	13
321	но все	5	13
322	и тот	2	13
323	в виде	3	13
324	имеет место	3	13
325	как они	3	13
326	в состоянии	3	13
327	факт что	8	13
328	они не	3	13
329	мы имели	2	13
330	что между	2	13
331	к его	2	13
332	в действительности	2	13
333	этой теории	2	13
334	стороны и	5	13
335	смысле слова	2	13
336	были бы	3	12
337	и потому	8	12
338	и составляет	4	12
339	а затем	2	12
340	в ее	3	12
341	никак не	10	12
342	но только	3	12
343	возникает из	3	12
344	первый план	3	12
345	даже в	2	12
346	это и	7	12
347	к другу	5	12
348	в самых	4	12
349	ко всем	2	12
350	несмотря на	5	12
351	образом что	6	12
352	это мы	2	12
353	в ней	5	12
354	том чтобы	7	12
355	еще более	2	12
356	полагает что	9	12
357	на первый	2	12
358	ясно что	10	12
359	в одной	4	12
360	которых мы	5	12
361	только на	4	12
362	к другому	2	12
363	и между	4	12
364	мог бы	3	12
365	с но	2	12
366	тому же	4	12
367	но он	6	12
368	на самом	9	11
369	в каком	7	11
370	в конце	10	11
371	действия и	5	11
372	что этот	3	11
373	мы всегда	2	11
374	с собой	3	11
375	мы будем	3	11
376	есть не	7	11
377	и при	3	11
378	на том	4	11
379	ответ на	5	11
380	видим таким	2	11
381	находится в	2	11
382	например в	2	11
383	в пределах	3	11
384	раз в	4	11
385	мы увидим	11	11
386	гораздо более	3	11
387	что на	6	11
388	нуждается в	3	11
389	обстоятельство что	2	11
390	не могли	4	11
391	и наконец	5	11
392	нас в	2	11
393	то обстоятельство	2	11
394	на примере	7	11
395	больше того	3	11
396	он в	3	11
397	не знает	2	11
398	мы нашли	3	11
399	отношения к	2	11
400	что нам	3	11
401	здесь мы	2	10
402	относится к	2	10
403	тот факт	6	10
404	с той	2	10
405	у нас	7	10
406	что такое	2	10
407	если не	2	10
408	каким образом	2	10
409	о которых	3	10
410	или иной	2	10
411	вслед за	3	10
412	вопроса о	2	10
413	в основу	6	10
414	представляют собой	2	10
415	что его	2	10
416	в конечном	2	10
417	всякий раз	6	10
418	указывает на	8	10
419	с мы	4	10
420	мы называем	2	10
421	в нашей	5	10
422	бы что	2	10
423	вытекает из	2	10
424	мысль и	2	10
425	внимание на	4	10
426	чем это	4	10
427	к жизни	2	10
428	и может	3	10
429	не могло	2	10
430	что именно	7	10
431	к этим	2	9
432	видим в	2	9
433	и заключается	6	9
434	естественно что	2	9
435	под влиянием	3	9
436	же самые	2	9
437	и поэтому	4	9
438	само по	3	9
439	мы вправе	4	9
440	только для	2	9
441	он может	3	9
442	с психологической	3	9
443	еще в	2	9
444	к этой	2	9
445	друг к	5	9
446	и он	7	9
447	сама по	3	9
448	совершенно не	11	9
449	мы в	3	9
450	как только	5	9
451	в тех	3	9
452	оно есть	2	9
453	не то	4	9
454	находит свое	2	9
455	больше чем	3	9
456	та же	6	9
457	понятно что	6	9
458	оно не	2	9
459	и до	4	9
460	той или	2	9
461	конечном счете	2	9
462	не с	2	9
463	должен быть	3	9
464	или в	6	9
465	нисколько не	3	8
466	же самую	3	8
467	всех остальных	2	8
468	совершенно в	2	8
469	что не	5	8
470	во время	4	8
471	себе и	4	8
472	одним и	3	8
473	со стороны	3	8
474	главным образом	3	8
475	эти три	3	8
476	дело с	5	8
477	и др	2	8
478	увидим что	13	8
479	на одном	5	8
480	из двух	3	8
481	должен был	7	8
482	а другой	2	8
483	мы сумеем	2	8
484	не как	3	8
485	стоит только	7	8
486	в эту	2	8
487	все равно	3	8
488	и из	3	8
489	от нее	2	8
490	сам по	4	8
491	во внимание	5	8
492	образом в	3	8
493	один раз	2	8
494	еще один	2	8
495	обратиться к	9	8
496	о котором	9	8
497	в течение	2	8
498	на которых	2	8
499	при помощи	5	7
500	остается еще	4	7
501	лучшем случае	3	7
502	этому поводу	4	7
503	здесь в	2	7
504	должна быть	2	7
505	находятся в	4	7
506	именно потому	4	7
507	образом и	3	7
508	заключить что	2	7
509	эта теория	6	7
510	которым мы	2	7
511	он говорит	5	7
512	с теми	3	7
513	же в	3	7
514	на которые	2	7
515	это в	5	7
516	всех этих	3	7
517	из нее	2	7
518	его и	2	7
519	которых он	3	7
520	не существует	3	7
521	в таком	4	7
522	что следовательно	2	7
523	следующим образом	2	7
524	при анализе	2	7
525	связаны с	2	7
526	в жизни	2	7
527	на него	4	7
528	за ним	3	7
529	но они	2	7
530	без всякого	3	7
531	совершенно понятно	4	7
532	его с	2	7
533	признать что	4	7
534	из важнейших	2	7
535	знаем что	5	7
536	бы мы	7	6
537	в каждом	2	6
538	что здесь	3	6
539	такое что	3	6
540	с и	11	6
541	значение и	2	6
542	заключает в	7	6
543	и вообще	2	6
544	это было	4	6
545	что иное	2	6
546	его значение	2	6
547	для его	2	6
548	на язык	2	6
549	верно что	4	6
550	это же	2	6
551	как например	2	6
552	на другой	2	6
553	и самый	2	6
554	в двух	9	6
555	это означает	2	6
556	говорит о	5	6
557	вперед по	2	6
558	могло бы	4	6
559	нечто такое	3	6
560	целым рядом	2	6
561	с в	2	6
562	перед ним	2	6
563	до самого	2	6
564	его на	2	6
565	иное как	2	6
566	и таким	3	6
567	и эти	3	6
568	по самому	2	6
569	знает что	2	6
570	именно поэтому	2	6
571	совпадают с	2	6
572	дело в	4	6
573	ни на	3	6
574	предположить что	2	6
575	ли не	2	6
576	том и	3	6
577	и о	5	6
578	что всякое	4	6
579	которого мы	3	6
580	этот закон	4	6
581	и другим	2	6
582	что их	2	6
583	одна из	6	6
584	показало что	2	6
585	образом мы	3	6
586	останавливаться на	2	6
587	что может	2	6
588	нет и	2	6
589	и там	2	6
590	то о	2	6
591	и другими	2	6
592	неизмеримо более	2	6
593	это противоречие	4	6
594	он как	2	6
595	и мы	28	6
596	в словах	3	6
597	к ней	3	6
598	не что	2	6
599	что то	2	6
600	от одного	2	6
601	в сферу	2	6
602	нас сейчас	2	6
603	эту мысль	2	6
604	для психологии	4	6
605	оно может	2	6
606	знаем о	2	6
607	с которым	5	6
608	в лучшем	3	6
609	допустить что	3	6
610	от него	5	5
611	то мы	2	5
612	мы никогда	5	5
613	что ему	4	5
614	это как	2	5
615	когда они	2	5
616	к самому	3	5
617	совершенно иначе	3	5
618	видит в	3	5
619	исследований и	2	5
620	совершенно очевидно	6	5
621	все они	2	5
622	если это	4	5
623	это так	2	5
624	совершенно ясно	13	5
625	ближе к	2	5
626	не дает	2	5
627	бы для	2	5
628	есть только	3	5
629	не потому	2	5
630	эти два	3	5
631	мы только	3	5
632	в него	5	5
633	только с	3	5
634	содержания и	4	5
635	от той	2	5
636	себя в	4	5
637	оно в	2	5
638	в противоположность	3	5
639	чтобы сделать	2	5
640	котором мы	3	5
641	говорит толстой	4	5
642	он является	2	5
643	сами по	2	5
644	нигде не	2	5
645	мы пытаемся	2	5
646	оказывается что	2	5
647	конце концов	6	5
648	этой основной	2	5
649	видим что	5	5
650	именно это	5	5
651	мы хотим	4	5
652	он делает	2	5
653	с такой	5	5
654	был бы	8	5
655	если я	2	5
656	никто не	4	5
657	или на	2	5
658	в стороне	2	5
659	будем иметь	3	5
660	пути и	3	5
661	которые он	4	5
662	принять во	2	5
663	связь и	2	5
664	стороны мы	3	5
665	есть нечто	3	5
666	ни один	2	5
667	утверждает что	6	5
668	когда в	2	5
669	по мнению	6	5
670	что должно	2	5
671	чем у	3	5
672	на протяжении	2	5
673	рассматривать как	3	5
674	что по	3	5
675	не для	4	5
676	сейчас же	16	5
677	не просто	6	5
678	в форме	2	5
679	в большей	2	5
680	все те	3	5
681	и вот	7	4
682	но которые	2	4
683	самое важное	5	4
684	точно как	2	4
685	а как	3	4
686	которого он	2	4
687	психологической точки	2	4
688	так например	5	4
689	мы узнаем	2	4
690	почти не	2	4
691	и та	5	4
692	исходя из	7	4
693	именно то	5	4
694	можно легко	2	4
695	рядом с	6	4
696	которую он	2	4
697	на нее	2	4
698	но совершенно	3	4
699	думать что	3	4
700	в центре	2	4
701	исходит из	5	4
702	если только	4	4
703	целом ряде	2	4
704	идет речь	3	4
705	виде и	2	4
706	строго говоря	2	4
707	если он	2	4
708	который он	3	4
709	и если	13	4
710	в каждой	3	4
711	его не	2	4
712	оказывается совершенно	3	4
713	нам не	2	4
714	мне кажется	3	4
715	должны будем	3	4
716	совсем не	3	4
717	чтобы понять	3	4
718	когда она	3	4
719	и когда	12	4
720	из его	4	4
721	есть то	2	4
722	собой в	2	4
723	все другие	3	4
724	мы приводили	2	4
725	но ведь	2	4
726	уяснить себе	2	4
727	что есть	3	4
728	совершенно другим	2	4
729	он показал	2	4
730	одну и	2	4
731	совершенно прав	9	4
732	деле если	2	4
733	с достаточной	2	4
734	это на	2	4
735	с это	2	4
736	эта точка	2	4
737	не из	2	4
738	вплотную к	2	4
739	формы и	4	4
740	ни одного	5	4
741	себя и	3	4
742	входят в	2	4
743	к которой	4	4
744	что вся	3	4
745	и эта	2	4
746	нас с	2	4
747	превращается в	2	4
748	то здесь	2	4
749	все три	2	4
750	и самым	2	4
751	с совершенно	3	4
752	то он	2	4
753	имеет дело	4	4
754	как будто	7	4
755	заставляет нас	6	4
756	во все	4	4
757	вот что	2	4
758	в ответ	2	4
759	и вся	4	4
760	нас не	2	4
761	тем как	2	4
762	в корне	2	4
763	от этих	3	4
764	была бы	4	4
765	с которой	2	4
766	так мы	4	4
767	и говорит	4	4
768	влечет за	2	4
769	жизни и	8	4
770	приходим к	2	4
771	на которое	2	4
772	то это	6	4
773	указывает что	7	4
774	в понимании	2	4
775	не было	2	4
776	чтобы показать	2	4
777	в некоторых	2	4
778	конечно не	3	4
779	это делает	3	3
780	с чем	3	3
781	как из	3	3
782	он видит	5	3
783	вернее сказать	3	3
784	точно и	2	3
785	которое он	2	3
786	противоречие с	2	3
787	же мы	3	3
788	в ту	2	3
789	она есть	2	3
790	как ни	4	3
791	при таком	4	3
792	чем больше	3	3
793	что составляет	4	3
794	иметь случай	3	3
795	в некоторой	2	3
796	они указывают	2	3
797	действие на	2	3
798	по смыслу	2	3
799	и теперь	2	3
800	и затем	2	3
801	подтверждение в	2	3
802	именно на	6	3
803	нам представляется	2	3
804	вот как	2	3
805	противоположным тому	2	3
806	каждый из	2	3
807	бы показать	3	3
808	со словами	2	3
809	образом все	2	3
810	что самое	6	3
811	же самая	2	3
812	одна и	2	3
813	приложении к	2	3
814	совершенно новый	2	3
815	из которой	2	3
816	к сожалению	2	3
817	очень легко	6	3
818	и совершенно	8	3
819	и просто	3	3
820	в приложении	2	3
821	и можно	2	3
822	другим путем	2	3
823	на это	3	3
824	психологии и	2	3
825	психологической теории	2	3
826	нельзя было	2	3
827	что касается	4	3
828	надо сказать	2	3
829	она все	2	3
830	но уже	2	3
831	без которого	2	3
832	двух противоположных	8	3
833	мы легко	5	3
834	что задача	2	3
835	двоякого рода	3	3
836	по его	5	3
837	с эта	2	3
838	взгляд на	2	3
839	с не	2	3
840	сделать это	3	3
841	он мог	3	3
842	одном из	2	3
843	мы с	3	3
844	может и	2	3
845	что даже	3	3
846	каком отношении	5	3
847	даны в	2	3
848	не так	4	3
849	и этот	2	3
850	и сейчас	5	3
851	что тот	2	3
852	не могла	2	3
853	же не	2	3
854	и дальше	3	3
855	нас и	2	3
856	кажется нам	8	3
857	возникают из	2	3
858	на периферии	2	3
859	для нашей	2	3
860	это различие	2	3
861	далеко не	4	3
862	возникает как	2	3
863	действия в	2	3
864	верно и	3	3
865	сводится к	7	3
866	и хотя	3	3
867	если же	3	3
868	за то	3	3
869	и именно	8	3
870	повод для	3	3
871	к таким	3	3
872	в это	2	3
873	в глаза	2	3
874	основана на	2	3
875	с двумя	3	3
876	о нем	3	3
877	которые только	2	3
878	нам как	2	3
879	нам кажется	6	3
880	это утверждение	2	3
881	и наоборот	2	3
882	мы примем	3	3
883	ли мы	3	3
884	да и	4	3
885	тем мы	2	3
886	могла бы	4	3
887	для понимания	3	3
888	из этой	2	3
889	мы найдем	5	3
890	нами как	3	3
891	чтобы он	2	3
892	так чтобы	2	3
893	что всякий	2	3
894	же время	2	3
895	только о	2	3
896	быть не	2	3
897	нам совершенно	2	2
898	показать как	7	2
899	не больше	3	2
900	за этим	2	2
901	понять как	3	2
902	в воображении	3	2
903	дело происходит	5	2
904	уже с	2	2
905	это имеет	2	2
906	для чего	4	2
907	и кажется	2	2
908	входящий в	2	2
909	мысли о	2	2
910	нам казалось	3	2
911	ни одна	2	2
912	к такому	3	2
913	же самому	2	2
914	в образах	2	2
915	для ее	4	2
916	обстоит дело	4	2
917	фантазии и	2	2
918	что когда	2	2
919	должно было	2	2
920	себя с	2	2
921	говорит нам	3	2
922	мы сейчас	4	2
923	себе не	2	2
924	ему нужно	3	2
925	он утверждает	2	2
926	есть как	2	2
927	чтобы увидеть	3	2
928	бы нам	2	2
929	за основу	3	2
930	самое основное	2	2
931	просто в	2	2
932	самую мысль	2	2
933	с так	3	2
934	совершенно правильно	3	2
935	что всякая	5	2
936	однако мы	3	2
937	замечает что	3	2
938	другое не	2	2
939	сам себя	2	2
940	в руки	3	2
941	таком понимании	2	2
942	от нас	2	2
943	это будет	2	2
944	которое в	2	2
945	в состав	3	2
946	или вернее	4	2
947	прав когда	9	2
948	самого конца	2	2
949	мы сказали	2	2
950	он указывает	3	2
951	это возможно	2	2
952	чтобы изучить	2	2
953	все то	6	2
954	конца и	2	2
955	которое не	2	2
956	их не	2	2
957	или наоборот	3	2
958	основу этого	3	2
959	это совершенно	4	2
960	всех трех	3	2
961	и действительно	2	2
962	уже во	2	2
963	критики и	2	2
964	из самых	3	2
965	во времени	2	2
966	нам придется	4	2
967	художественное произведение	5	2
968	совершенно другой	2	2
969	своими собственными	2	2
970	сам не	2	2
971	когда его	2	2
972	заставляет его	5	2
973	или с	2	2
974	они должны	2	2
975	что ни	4	2
976	они были	3	2
977	для своего	2	2
978	могло быть	2	2
979	и вне	2	2
980	не будет	3	2
981	иметь в	3	2
982	не имеем	2	2
983	и т	12	2
984	во внешнем	2	2
985	хотел бы	2	2
986	особенно легко	2	2
987	дает нам	2	2
988	что от	2	2
989	какой бы	3	2
990	которое как	2	2
991	мысль о	5	2
992	и нам	2	2
993	остановимся на	4	2
994	этой цели	3	2
995	почти на	2	2
996	напротив того	2	2
997	внутреннее противоречие	3	2
998	в сторону	2	2
999	два противоположных	5	2
1000	он только	3	2
1001	но еще	3	2
1002	очень хорошо	2	2
1003	рассказывает о	2	2
1004	каким путем	2	2
1005	черты которые	2	2
1006	не раз	2	2
1007	это может	2	2
1008	он дает	2	2
1009	можно выразить	2	2
1010	этого материала	2	2
1011	следовательно в	2	2
1012	оно становится	2	2
1013	и очень	5	2
1014	над ним	2	2
1015	из той	2	2
1016	здесь же	2	2
1017	на них	3	2
1018	достигает своего	2	2
1019	увидеть что	4	2
1020	и первый	2	2
1021	формой и	3	2
1022	он был	3	2
1023	что вообще	2	2
1024	в строении	3	2
1025	но она	3	2
1026	с здесь	5	2
1027	необходимо чтобы	2	2
1028	и уже	4	2
1029	в прежней	2	2
1030	говоря что	2	2
1031	образом если	2	2
1032	противоположных направлениях	4	2
1033	в драме	5	2
1034	происходит так	2	2
1035	работы и	3	2
1036	где мы	3	2
1037	легко показать	5	2
1038	с совершенной	3	2
1039	и так	4	2
1040	бы если	4	2
1041	котором говорит	4	2
1042	стороны он	4	2
1043	жизни а	2	2
1044	которое было	2	2
1045	совершенно невозможно	2	2
1046	ином виде	2	2
1047	мы очень	2	2
