N	2gram	Bakhtin_Pr	StatiiOP
1	и в	83	103
2	в том	22	89
3	том что	9	77
4	в этом	24	76
5	что в	5	74
6	не только	14	60
7	о том	3	47
8	но и	16	46
9	то что	14	44
10	что он	6	42
11	в его	15	42
12	и не	41	41
13	может быть	23	38
14	было бы	6	32
15	в этой	3	31
16	вовсе не	12	31
17	все это	11	29
18	тем что	2	29
19	таким образом	9	28
20	а в	4	27
21	а не	19	27
22	но в	12	26
23	что это	2	25
24	так и	9	25
25	и его	13	24
26	все же	3	23
27	не в	10	23
28	точки зрения	17	23
29	потому что	9	23
30	в области	6	22
31	прежде всего	20	22
32	у нас	2	22
33	в которой	2	22
34	как в	10	22
35	это не	10	20
36	до сих	8	20
37	в то	8	19
38	сих пор	8	19
39	в своей	5	19
40	только в	10	19
41	об этом	3	18
42	не может	18	18
43	с другой	4	18
44	в котором	8	18
45	он не	5	18
46	в году	2	17
47	в самом	7	17
48	как бы	27	17
49	с этим	3	16
50	сказать что	12	16
51	в ней	8	16
52	можно было	2	16
53	в этих	8	16
54	в отношении	3	15
55	как и	13	15
56	например в	8	15
57	другой стороны	3	15
58	из этих	3	15
59	я не	6	15
60	также и	5	15
61	и на	27	15
62	у него	5	15
63	как раз	6	15
64	так например	2	14
65	к тому	2	14
66	между тем	2	14
67	то же	10	14
68	с точки	13	14
69	и что	3	14
70	в своем	2	13
71	в конце	5	13
72	что касается	2	13
73	но это	7	13
74	в нем	21	13
75	во всяком	2	13
76	дело в	3	13
77	именно в	3	13
78	из них	7	13
79	в той	2	13
80	жизни и	13	13
81	вместе с	5	13
82	не менее	4	12
83	что они	2	12
84	так как	12	12
85	в первой	2	12
86	хотя бы	6	12
87	ни в	4	12
88	в своих	4	12
89	никогда не	10	11
90	и с	10	11
91	у шекспира	2	11
92	своего рода	7	11
93	в них	4	11
94	все эти	9	11
95	и по	5	11
96	того как	4	11
97	это было	3	11
98	на то	2	11
99	не было	5	11
100	на самом	2	10
101	так же	4	10
102	в виду	3	10
103	а как	4	10
104	xix века	2	10
105	ничего не	8	10
106	связь с	4	10
107	в целом	3	10
108	что и	4	10
109	отметить что	3	10
110	в истории	4	10
111	в начале	2	10
112	во всех	15	10
113	кроме того	6	10
114	но не	9	10
115	же время	8	10
116	но он	3	10
117	в каждом	5	9
118	несмотря на	3	9
119	место в	3	9
120	там где	3	9
121	можно сказать	12	9
122	вряд ли	2	9
123	в одном	4	9
