N	2gram	Vygotskiy_	Problemy
1	и в	55	106
2	и не	19	90
3	как бы	33	70
4	может быть	34	66
5	в его	8	56
6	в этом	30	52
7	в нем	13	51
8	не может	15	49
9	что он	30	44
10	как и	9	44
11	но и	16	40
12	точки зрения	15	40
13	для него	5	39
14	и его	10	39
15	а не	16	38
16	не только	24	36
17	то же	16	36
18	в пределах	3	35
19	то что	69	33
20	но в	7	33
21	прежде всего	6	32
22	в то	6	29
23	все это	8	29
24	он не	10	29
25	и все	15	28
26	не в	12	27
27	в одном	5	27
28	к другому	2	27
29	же время	2	26
30	в сущности	14	25
31	с точки	5	25
32	и т	12	25
33	в самом	18	25
34	и с	3	25
35	самом деле	17	24
36	не как	3	24
37	героя и	9	24
38	вовсе не	8	24
39	рядом с	6	23
40	слова и	2	23
41	и на	12	23
42	таким образом	35	22
43	в каждом	2	22
44	по себе	13	22
45	как мы	6	21
46	там где	6	21
47	никогда не	15	20
48	все же	11	20
49	потому что	48	20
50	только в	12	20
51	что в	43	19
52	с его	6	19
53	отношению к	2	19
54	на самом	9	18
55	в себе	13	18
56	по отношению	3	18
57	т п	5	18
58	о нем	3	18
59	все эти	5	18
60	еще не	6	18
61	но не	9	18
62	это не	9	17
63	в том	50	17
64	так и	6	17
65	а в	7	17
66	и к	5	17
67	с ним	4	17
68	так же	19	16
69	в другом	3	16
70	если бы	21	16
71	в своей	8	16
72	этом смысле	4	16
73	до конца	7	15
74	и наконец	5	15
75	и для	13	15
76	у него	9	15
77	в отношении	2	14
78	так как	20	14
79	в своем	12	14
80	в конце	10	14
81	как раз	19	14
82	а как	3	14
83	его в	2	13
84	перед нами	5	13
85	героя в	3	13
86	в романе	2	13
87	и это	13	13
88	в целом	7	13
89	себя и	3	13
90	на него	4	13
91	но все	5	13
92	точка зрения	4	13
93	том что	46	12
94	в одной	4	12
95	даже в	2	12
96	ничего не	4	12
97	так что	8	12
98	к тому	12	12
99	между тем	4	12
100	не знает	2	12
101	что и	11	12
102	при этом	11	12
103	было бы	15	12
104	во всяком	2	12
105	но это	2	12
106	и даже	4	12
107	и как	10	12
108	как в	4	12
109	себе и	4	12
110	в котором	5	12
111	и что	45	12
112	не могут	4	11
113	в форме	2	11
114	конце концов	6	11
115	так чтобы	2	11
116	ни одного	5	11
117	должно быть	6	11
118	бы в	7	11
119	тем что	8	11
120	с другой	12	11
121	их в	4	11
122	мы уже	7	11
123	как будто	7	11
124	в него	5	10
125	говорит он	2	10
126	что не	5	10
127	самого начала	5	10
128	до сих	9	10
129	сих пор	9	10
130	далеко не	4	10
131	приводит к	2	10
132	той же	6	10
133	и потому	8	9
134	с самого	5	9
135	или в	6	9
136	могут быть	8	9
137	в них	7	9
138	да и	4	9
139	другой стороны	8	9
140	хотя бы	5	9
141	друг с	6	9
142	человека в	3	9
143	что у	7	9
144	ни в	5	9
145	в той	3	9
146	но он	6	9
147	мы должны	10	8
148	но как	3	8
149	уже в	7	8
150	никак не	10	8
151	это и	7	8
152	вот как	2	8
153	и о	5	8
154	того что	12	8
155	несмотря на	5	8
156	же не	2	8
157	нам кажется	6	8
158	и до	4	8
159	должна быть	2	8
160	из его	4	8
161	и от	2	8
162	что это	15	8
163	все время	44	8
164	и он	7	8
165	мы увидим	11	8
166	был бы	8	8
167	в результате	6	8
168	о том	24	8
169	и так	4	8
170	с другом	6	8
171	из них	7	8
172	вопрос о	6	7
173	были бы	3	7
174	и следовательно	3	7
175	от него	5	7
176	в этих	3	7
177	с которым	5	7
178	в их	3	7
179	в виде	3	7
180	от себя	2	7
181	в виду	5	7
182	и др	2	7
183	его и	2	7
184	тем как	2	7
185	он в	3	7
186	к самому	3	7
187	только на	4	7
188	между ними	2	7
189	что все	12	7
190	что они	11	7
191	все равно	3	7
192	например в	2	7
193	тот же	5	7
194	сказать что	14	7
195	кажется что	2	7
196	в жизни	2	7
197	его с	2	7
198	что она	10	7
199	отличается от	4	7
200	т д	6	7
201	сама по	3	7
202	и их	3	7
203	такой же	2	7
204	во всех	6	7
205	на этот	7	7
206	если же	3	7
207	не было	2	7
208	в себя	2	7
209	он все	2	6
210	все те	3	6
