N	2gram	Nazirov_Tr	Tvorches
1	у достоевского	5	91
2	и в	18	56
3	как бы	7	41
4	в его	3	37
5	в романе	10	34
6	романах достоевского	2	32
7	в то	5	30
8	достоевского в	3	27
9	то же	5	25
10	не только	8	24
11	но в	6	24
12	в году	9	24
13	же время	6	24
14	то есть	3	23
15	и его	6	23
16	и не	7	23
17	как и	5	23
18	в этом	9	22
19	в том	2	21
20	что в	4	21
21	том что	4	19
22	он не	2	19
23	может быть	7	19
24	в преступлении	2	19
25	потому что	2	19
26	у него	6	18
27	то что	4	18
28	преступлении и	2	18
29	что он	6	17
30	все это	4	17
31	и на	7	17
32	и наказании	2	17
33	никогда не	2	16
34	достоевский не	4	16
35	прежде всего	4	16
36	как в	3	16
37	при этом	3	16
38	не может	5	16
39	в бесах	9	16
40	но и	4	16
41	в этой	4	15
42	с его	2	15
43	но это	4	15
44	в мире	3	15
45	и с	7	15
46	это не	5	14
47	князь мышкин	2	14
48	и даже	4	14
49	достоевский в	7	14
50	времени в	2	13
51	о том	2	13
52	тем самым	3	12
53	в целом	4	12
54	все же	5	11
55	для него	3	11
56	отнюдь не	3	11
57	что достоевский	4	11
58	в конце	3	10
59	не в	2	10
60	в основном	3	10
61	так и	5	10
62	романа достоевского	2	10
63	уже в	3	10
64	в самом	2	10
65	он сам	7	10
66	как будто	3	10
67	в нем	4	9
68	один из	3	9
69	по мнению	2	9
70	для достоевского	2	9
71	в душе	2	9
72	так же	4	8
73	в себе	4	8
74	это уже	2	8
75	ивана карамазова	2	8
76	об этом	4	8
77	достоевским в	2	8
78	еще не	4	8
79	в записках	2	7
80	униженных и	16	7
81	своего рода	3	7
82	романе идиот	3	7
83	человеческой личности	2	7
84	в дальнейшем	5	7
85	и он	3	7
86	что она	2	7
87	в рассказе	2	7
88	и оскорбленных	17	7
89	не случайно	2	7
90	во сне	2	7
91	уже не	2	7
92	и сам	3	7
93	его в	2	6
94	записках из	3	6
95	так что	2	6
96	и все	4	6
97	все эти	3	6
98	и ее	2	6
99	одна из	2	6
100	и как	3	6
101	с ним	3	6
102	ничего не	2	5
103	до конца	2	5
104	но эта	2	5
105	в виде	2	5
106	в образе	6	5
107	в своем	3	5
108	не так	2	5
109	и это	2	5
110	роман достоевского	2	5
111	что этот	2	5
112	образ князя	4	5
113	настасья филипповна	2	5
114	что и	2	5
115	в ее	2	5
116	что это	5	5
117	как у	2	5
118	в известной	2	5
119	что я	4	5
120	романа и	3	5
121	я не	4	5
122	в таком	2	5
123	белых ночей	2	4
124	перед нами	2	4
125	великий писатель	2	4
126	не был	2	4
127	в частности	2	4
128	как это	3	4
129	отличие от	2	4
130	что все	2	4
131	к нему	3	4
132	xix веке	2	4
133	о жизни	2	4
134	о его	2	4
135	было в	2	4
136	и я	2	4
137	который в	2	4
138	говорит о	2	4
139	тут же	2	4
140	говорит что	2	4
141	тем что	2	4
142	в отличие	2	4
143	не мог	2	4
144	в униженных	6	4
145	с иваном	2	4
146	личности и	2	4
147	еще в	2	4
148	к жизни	5	4
149	это был	2	4
150	в ходе	2	3
151	отношение к	2	3
152	моральный эстетизм	2	3
153	друг друга	2	3
154	в неточке	2	3
155	по сей	2	3
156	к тому	2	3
157	сам достоевский	3	3
158	точно так	2	3
159	неточка незванова	2	3
160	что с	3	3
161	и до	2	3
162	никто не	3	3
163	в первом	2	3
164	униженные и	9	3
165	с ее	3	3
166	князь валковский	9	3
167	а я	5	3
168	году в	2	3
169	русской литературы	2	3
170	к людям	3	3
171	и оскорбленные	9	3
172	веру в	2	3
173	в письмах	2	3
174	он и	2	3
175	несмотря на	5	3
176	в русском	2	3
177	вряд ли	2	3
178	и что	4	3
179	мертвого дома	2	3
180	сей день	2	3
181	в одном	2	3
182	но достоевский	4	3
183	данном случае	2	2
184	в силах	2	2
185	не могут	2	2
186	а что	2	2
187	о чем	3	2
188	это очень	5	2
189	отказывается от	2	2
190	еще раз	2	2
191	лицо его	2	2
192	этого романа	2	2
193	очень важно	2	2
194	я буду	2	2
195	а как	2	2
196	он всегда	4	2
197	одном из	2	2
198	знает что	2	2
199	с тем	2	2
200	права на	2	2
201	романтический эстетизм	3	2
202	ставрогина и	3	2
203	он был	2	2
204	по поводу	2	2
205	имеет в	2	2
206	но при	2	2
207	в данном	2	2
208	из мертвого	2	2
209	в глаза	2	2
210	даже если	2	2
211	образе князя	2	2
212	достоевский создал	2	2
213	достоевский уже	3	2
214	жизнь и	3	2
215	в глазах	2	2
216	по словам	2	2
217	не имеет	2	2
218	ни в	2	2
219	столь же	2	2
220	и здесь	2	2
221	мог бы	3	2
222	зла в	2	2
223	не просто	2	2
