N	3gram	Voloshinov	FransuaR
1	в то же	7	55
2	то же время	7	55
3	как мы уже	3	28
4	до сих пор	10	27
5	в том числе	3	27
6	в том что	9	27
7	в большинстве случаев	7	22
8	в этом отношении	4	20
9	но в то	6	20
10	с точки зрения	31	20
11	для того чтобы	7	17
12	о том что	2	17
13	том числе и	3	17
14	как мы видели	4	16
15	в связи с	12	16
16	но и в	3	15
17	и прежде всего	4	14
18	на самом деле	5	13
19	не может быть	23	13
20	с одной стороны	2	13
21	с другой стороны	6	12
22	как и все	2	11
23	можно сказать что	4	11
24	в отличие от	7	11
25	той или иной	5	10
26	в конце концов	3	10
27	на самом же	5	10
28	в той или	3	10
29	не только в	2	10
30	самом же деле	5	10
31	в значительной степени	3	10
32	и т.п в	3	9
33	по отношению к	9	9
34	так и в	2	9
35	до известной степени	2	9
36	более или менее	3	8
37	вполне понятно что	4	8
38	в его целом	2	8
39	в чем же	2	7
40	в следующей главе	3	7
41	в настоящее время	6	7
42	на первый план	2	7
43	можно было бы	2	7
44	в узком смысле	4	7
45	в самом деле	13	7
46	с самого начала	9	6
47	к тому же	2	6
48	но все же	4	6
49	в свою очередь	5	6
50	как мы сказали	4	6
51	во всяком случае	4	5
52	то же самое	8	5
53	в первом случае	3	5
54	это и есть	2	5
55	до настоящего времени	7	5
56	и тот же	3	5
57	друг с другом	2	5
58	и так сказать	2	5
59	один и тот	3	4
60	может быть и	8	4
61	и до настоящего	3	4
62	одной и той	2	4
63	как мы увидим	2	4
64	а следовательно и	2	4
65	в собственном смысле	2	4
66	и не может	11	4
67	и т.п эта	2	4
68	связи с этим	3	4
69	так же как	2	4
70	на этот вопрос	3	4
71	и той же	2	4
72	во всех областях	2	4
73	бы то ни	11	3
74	как мы знаем	6	3
75	в этом смысле	2	3
76	пределы нашей работы	2	3
77	является одним из	2	3
78	со всех сторон	2	3
79	нет и не	2	3
80	далеко за пределы	2	3
81	одного и того	9	3
82	и не в	3	3
83	оно ни было	4	3
84	и того же	9	3
85	или иной степени	2	3
86	вовсе не является	3	3
87	смысле этого слова	6	3
88	за пределы нашей	2	3
89	все разобранные нами	2	3
90	в ее целом	3	3
91	ничего общего с	2	2
92	одним и тем	2	2
93	в нем нет	4	2
94	какой бы то	3	2
95	и тем же	2	2
96	не могут быть	3	2
97	в этом случае	3	2
98	мы можем сказать	2	2
99	так и от	3	2
100	мы полагаем что	2	2
101	быть и речи	4	2
102	то ни было	11	2
103	все более и	2	2
104	но при этом	2	2
105	в коем случае	2	2
106	мы уже знаем	2	2
107	же как и	2	2
108	том что он	3	2
109	людей так и	2	2
110	ни в коем	2	2
111	между этими двумя	2	2
112	в нашу задачу	3	2
113	мы не будем	3	2
114	все формы и	2	2
115	более и более	2	2
116	этот вопрос мы	3	2
