N	2gram	Vygotskiy_	StatiiOP
1	и в	55	103
2	в том	50	89
3	том что	46	77
4	в этом	30	76
5	что в	43	74
6	не только	24	60
7	и т	12	51
8	о том	24	47
9	но и	16	46
10	то что	69	44
11	что он	30	42
12	в его	8	42
13	и не	19	41
14	может быть	34	38
15	было бы	15	32
16	т д	6	32
17	в этой	15	31
18	вовсе не	8	31
19	все это	8	29
20	тем что	8	29
21	таким образом	35	28
22	а в	7	27
23	а не	16	27
24	но в	7	26
25	что это	15	25
26	так и	6	25
27	в трагедии	21	24
28	этом отношении	3	24
29	и его	10	24
30	все же	11	23
31	не в	12	23
32	так что	8	23
33	точки зрения	15	23
34	потому что	48	23
35	того что	12	22
36	в области	2	22
37	прежде всего	6	22
38	для того	45	22
39	у нас	7	22
40	в которой	4	22
41	как в	4	22
42	того чтобы	43	21
43	это не	9	20
44	до сих	9	20
45	т п	5	19
46	в то	6	19
47	сих пор	9	19
48	в своей	8	19
49	только в	12	19
50	об этом	5	18
51	не может	15	18
52	с другой	12	18
53	в котором	5	18
54	он не	10	18
55	самом деле	17	17
56	своей трагедии	4	17
57	в данном	4	17
58	как на	15	17
59	в самом	18	17
60	как бы	33	17
61	с этим	4	16
62	сказать что	14	16
63	в ней	5	16
64	можно было	6	16
65	если бы	21	16
66	в этих	3	16
67	в отношении	2	15
68	с тем	10	15
69	как и	9	15
70	для него	5	15
71	например в	2	15
72	по поводу	6	15
73	другой стороны	8	15
74	из этих	4	15
75	и на	12	15
76	у него	9	15
77	как раз	19	15
78	была бы	4	14
79	так например	5	14
80	к тому	12	14
81	между тем	4	14
82	то же	16	14
83	в течение	2	14
84	но все	5	14
85	с точки	5	14
86	и что	45	14
87	в своем	12	13
88	в конце	10	13
89	со стороны	3	13
90	а с	7	13
91	что касается	4	13
92	тому что	11	13
93	но это	2	13
94	в качестве	2	13
95	в нем	13	13
96	во всяком	2	13
97	дело в	4	13
98	именно в	9	13
99	из них	7	13
100	в той	3	13
101	жизни и	8	13
102	вместе с	16	13
103	что они	11	12
104	так как	20	12
105	обстоятельство что	2	12
106	как например	2	12
107	хотя бы	5	12
108	что у	7	12
109	ни в	5	12
110	в своих	9	12
111	никогда не	15	11
112	вопрос о	6	11
113	и с	3	11
114	в другом	3	11
115	у шекспира	8	11
116	в них	7	11
117	все эти	5	11
118	из его	4	11
119	того как	4	11
120	это было	4	11
121	на то	27	11
122	то обстоятельство	2	11
123	не было	2	11
124	ясно что	10	11
125	на самом	9	10
126	в каком	7	10
127	так же	19	10
128	ответ на	5	10
129	в виду	5	10
130	а как	3	10
131	в частности	6	10
132	ничего не	4	10
133	в целом	7	10
134	что и	11	10
135	во всех	6	10
136	но не	9	10
137	что такое	2	10
138	же время	2	10
139	но он	6	10
140	в каждом	2	9
141	несмотря на	5	9
142	по этому	5	9
143	там где	6	9
144	он был	3	9
145	во время	4	9
146	можно сказать	4	9
147	мне кажется	3	9
148	в одном	5	9
149	говорит что	13	9
150	не является	3	9
151	с этой	5	9
152	времени и	5	9
153	и для	13	9
154	и к	5	9
155	для нас	9	9
156	что мы	12	9
157	внимание на	4	9
158	говорит о	5	9
159	что эта	8	9
160	и тем	6	9
161	и это	13	9
162	до конца	7	8
163	при помощи	5	8
164	могут быть	8	8
165	в их	3	8
166	к сожалению	2	8
167	и др	2	8
168	той же	6	8
169	в какой	5	8
170	по мнению	6	8
171	связи с	2	8
172	к этому	5	8
173	мы имеем	10	8
174	это в	5	8
175	что она	10	8
176	в результате	6	8
177	и даже	4	8
178	должен был	7	8
179	статьи в	2	8
180	но ведь	2	8
181	совершенно не	11	8
182	такой же	2	8
183	и о	5	8
184	действующих лиц	9	8
185	заключается в	13	8
186	не имеет	2	8
187	еще более	2	8
188	в которых	4	8
189	по его	5	8
190	трагедии в	5	7
191	данном случае	4	7
192	о чем	4	7
193	это очень	2	7
194	уже в	7	7
195	в это	2	7
196	что здесь	3	7
197	конце концов	6	7
198	факт что	8	7
199	в виде	3	7
200	и очень	5	7
201	одной из	2	7
202	что все	12	7
