N	3gram	Vygotskiy_	Problema
1	о том что	8	39
2	в том что	20	37
3	и т д	6	33
4	то же самое	12	30
5	в данном случае	5	28
6	во всяком случае	6	25
7	с точки зрения	11	25
8	с другой стороны	5	25
9	сам по себе	2	21
10	и то что	3	20
11	на то что	16	19
12	ни в каком	2	18
13	для того чтобы	17	17
14	точно так же	3	16
15	то что мы	3	15
16	до сих пор	6	14
17	на самом деле	3	13
18	ничего общего с	2	13
19	сами по себе	3	13
20	можно было бы	6	13
21	того или иного	2	13
22	это значит что	2	13
23	не может быть	3	12
24	в то время	4	12
25	и в этом	6	12
26	то время как	3	12
27	с одной стороны	6	11
28	не только не	3	10
29	вместе с тем	3	10
30	только то что	3	10
31	то и другое	3	9
32	потому что он	3	8
33	никак не может	3	8
34	только в том	5	8
35	заключается в том	10	8
36	с самого начала	10	7
37	к тому же	2	7
38	и если мы	2	7
39	это и есть	2	7
40	о том как	3	7
41	и то же	3	6
42	ни в какой	2	6
43	то что в	5	6
44	в том смысле	2	6
45	и как бы	2	6
46	в самом деле	29	6
47	не имеет никакого	3	6
48	а вовсе не	2	5
49	указывает на то	4	5
50	потому что они	2	5
51	мы могли бы	4	5
52	в том виде	2	5
53	что в нем	3	5
54	имеем в виду	2	5
55	том что он	3	5
56	одно и то	3	5
57	так же как	2	5
58	в какой мере	3	5
59	как мы видели	2	4
60	и вместе с	3	4
61	этой точки зрения	2	4
62	не было бы	2	4
63	это было бы	2	4
64	до тех пор	2	4
65	в том чтобы	2	4
66	к тому что	5	3
67	с этой точки	2	3
68	то что она	3	3
69	мы увидим ниже	2	3
70	тот факт что	3	3
71	это не просто	3	3
72	в сущности говоря	10	3
73	вовсе не в	2	3
74	то что он	3	3
75	несмотря на свою	2	3
76	и может быть	3	3
77	бросается в глаза	2	3
78	как мы увидим	2	3
79	таким образом что	2	3
80	говорить о том	3	3
81	и никогда не	2	3
82	не то что	4	3
83	но если бы	2	3
84	должны были бы	2	3
85	с тем что	3	3
86	уже это одно	3	2
87	в том случае	4	2
88	и то и	3	2
89	все более и	4	2
90	в предисловии к	2	2
91	с ним в	2	2
92	одной и той	3	2
93	что он не	4	2
94	и в самом	15	2
95	все больше и	2	2
96	больше и больше	2	2
97	как раз в	3	2
98	и что в	2	2
99	что все эти	2	2
100	более и более	4	2
101	в свою очередь	3	2
102	мы не можем	2	2
103	не совпадает с	2	2
104	если мы будем	2	2
105	никогда не может	2	2
106	до такой степени	3	2
107	в том и	2	2
108	заключается не в	2	2
109	тем что в	2	2
110	и т п	7	2
111	и все прочие	2	2
112	мы все время	3	2
113	о которых мы	5	2
114	и той же	3	2
115	совершенно ясно что	10	2
116	внимание на то	3	2
117	что в этом	2	2
118	если же мы	2	2
