N	2gram	Losev_Prob	Narrotol
1	не только	33	62
2	и не	56	50
3	при этом	9	47
4	но и	20	45
5	а не	28	38
6	в качестве	10	35
7	в частности	4	31
8	может быть	39	30
9	и в	62	30
10	в том	35	29
11	том что	25	28
12	в этом	25	28
13	а в	9	27
14	такого рода	14	26
15	только в	33	25
16	в данном	14	24
17	как и	15	24
18	не в	21	23
19	то что	42	23
20	то есть	63	22
21	не может	14	20
22	данном случае	12	17
23	в себе	23	17
24	так и	16	17
25	а также	6	17
26	у чехова	3	16
27	в его	10	16
28	но в	17	15
29	можно сказать	10	15
30	к тому	4	15
31	и его	12	14
32	в своем	7	13
33	в своей	8	13
34	то же	23	13
35	времени и	4	13
36	о том	14	13
37	уже не	12	13
38	перед нами	8	12
39	все же	10	12
40	прежде всего	13	12
41	как в	10	12
42	как бы	11	12
43	тем самым	9	11
44	и тем	16	11
45	героя в	2	11
46	отличие от	3	11
47	об этом	7	11
48	в нем	13	11
49	в этой	10	11
50	если бы	9	11
51	в отличие	2	11
52	хотя и	9	11
53	никогда не	7	10
54	в то	18	10
55	ничего не	4	10
56	как это	4	10
57	точки зрения	14	10
58	того что	10	10
59	не является	19	10
60	и все	13	10
61	но не	6	10
62	жизни и	7	10
63	еще не	12	9
64	что он	16	9
65	что в	11	9
66	отнюдь не	16	9
67	тем не	23	9
68	той или	22	9
69	для него	4	9
70	истории в	2	9
71	потому что	40	9
72	с ним	11	9
73	как раз	11	9
74	или иной	20	8
75	о чем	4	8
76	самом деле	6	8
77	не менее	24	8
78	того чтобы	4	8
79	мы имеем	7	8
80	и он	3	8
81	у нас	17	8
82	в литературе	3	8
83	и для	5	8
84	в самом	4	8
85	и к	9	8
86	внимание на	2	8
87	в той	8	8
88	в таком	11	8
89	он не	10	8
90	это не	10	7
91	в конце	7	7
92	едва ли	8	7
93	а во	2	7
94	в чем	5	7
95	в ней	12	7
96	в целом	9	7
97	в ее	6	7
98	и состоит	2	7
99	же в	6	7
100	также и	22	7
101	с другой	14	7
102	в котором	3	7
103	пока еще	3	7
104	и на	4	7
105	или в	7	7
106	одной стороны	2	6
107	вплоть до	3	6
108	о нем	2	6
109	могло бы	3	6
110	однако в	3	6
111	в известном	3	6
112	что и	11	6
113	о ней	3	6
114	сказать что	24	6
115	никак не	13	6
116	то в	4	6
117	то и	9	6
118	здесь не	11	6
119	однако и	2	6
120	в результате	8	6
121	на него	3	6
122	с одной	3	6
123	что у	3	6
124	в нашем	13	6
125	на то	6	6
126	таким образом	13	6
127	человеческих отношений	4	6
128	в слове	4	6
129	имеем дело	2	6
130	от его	4	5
131	на самом	13	5
132	том как	4	5
133	для нее	2	5
134	в другом	4	5
135	и у	2	5
136	а именно	12	5
137	дело с	3	5
138	и о	8	5
139	к нему	3	5
140	свидетельствует о	2	5
141	человеческой жизни	4	5
142	между собой	3	5
143	не столько	2	5
144	было бы	14	5
145	мы не	15	5
146	и здесь	8	5
147	да и	9	5
148	и то	17	5
149	по поводу	3	5
150	и от	11	5
151	что это	3	5
152	с ними	2	5
153	в начале	3	5
154	говорилось выше	2	5
155	тем более	8	5
156	бы и	7	5
157	себя в	4	5
158	с ее	5	5
159	и даже	21	5
160	только что	4	5
161	подобно тому	3	5
162	для того	5	5
163	в пределах	3	5
164	их в	2	5
165	именно в	4	5
166	в своих	2	5
167	но для	3	5
168	если не	7	5
169	из них	4	5
170	тому как	2	5
171	в одном	4	5
172	не было	6	5
173	он сам	7	5
174	и сам	6	5
175	как будто	11	5
176	даже в	2	4
177	не о	2	4
178	еще раз	2	4
179	и ее	7	4
180	эти два	2	4
181	но именно	4	4
182	в виду	20	4
183	как он	2	4
184	в области	2	4
185	только на	6	4
186	друг друга	5	4
187	из нас	2	4
188	не являются	4	4
189	по своему	6	4
190	в них	6	4
191	тому что	5	4
192	она не	3	4
193	это уже	4	4
194	на том	3	4
195	а то	4	4
196	что на	2	4
197	не будет	3	4
198	на ее	2	4
199	представить себе	5	4
200	когда в	4	4
201	и когда	4	4
202	и по	3	4
203	не на	2	4
204	что они	8	4
205	который в	2	4
206	как мы	12	4
207	в основе	3	4
208	быть и	3	4
209	хотя бы	6	4
210	к этому	2	4
211	исключительно в	2	4
212	это было	4	4
213	к ней	2	4
214	и как	4	4
215	которая не	3	4
216	не имеет	12	4
217	но они	4	4
218	он является	5	4
219	для себя	6	4
220	не вполне	3	4
221	и притом	7	4
222	и с	11	4
223	не существует	6	4
224	жизни а	4	4
225	для нас	23	4
226	по себе	36	4
227	несмотря на	4	4
228	всяком случае	8	4
229	во всяком	14	4
230	не говорит	2	4
231	или даже	6	4
232	не к	2	4
233	о которой	2	4
234	вместе с	3	4
235	еще и	10	3
236	ее и	2	3
237	ни о	8	3
238	и потому	13	3
239	так же	11	3
240	но как	6	3
241	и сама	4	3
242	а потом	2	3
243	с этой	3	3
244	подобного рода	13	3
245	а как	2	3
246	в виде	20	3
247	а его	2	3
248	его не	2	3
249	а с	2	3
250	здесь мы	5	3
251	в него	2	3
252	и это	11	3
253	ли в	3	3
254	же не	2	3
255	точно так	5	3
256	что не	4	3
257	а к	2	3
258	же как	5	3
259	иметь в	2	3
260	все эти	14	3
261	той же	2	3
262	и самого	2	3
263	связи с	10	3
264	и тогда	3	3
265	в связи	9	3
266	более не	2	3
267	во время	3	3
268	и т	20	3
269	особенно в	2	3
270	о его	3	3
271	или иного	5	3
272	в зависимости	3	3
273	все время	2	3
274	того или	8	3
275	но это	13	3
276	можно было	7	3
277	ведь есть	2	3
278	дело в	6	3
279	бы быть	5	3
280	только к	4	3
281	что она	5	3
282	дело не	4	3
283	в которой	3	3
284	этот раз	3	3
285	даже если	4	3
286	зависимости от	3	3
287	и уж	2	3
288	бы не	2	3
289	от их	2	3
290	в этих	6	3
291	все равно	6	3
292	сих пор	4	3
293	ни для	2	3
294	на этот	4	3
295	о себе	2	3
296	жизни не	2	3
297	входит в	3	3
298	могли бы	6	3
299	он и	3	3
300	что мы	12	3
301	собственно говоря	5	3
302	только не	6	3
303	как она	2	3
304	с точки	9	3
305	и что	9	3
306	говорить о	7	3
307	не обязательно	4	3
308	не просто	36	3
309	она в	2	3
310	и только	10	3
311	как на	2	3
312	что именно	3	3
313	же самое	20	3
314	жизни но	2	3
315	и после	2	3
316	чем он	2	3
317	нам в	2	3
318	тем же	2	3
319	до сих	4	3
320	в нее	2	2
321	в каком	9	2
322	от всего	3	2
323	слова а	2	2
324	в которых	3	2
325	она может	2	2
326	сливаются в	2	2
327	именно так	4	2
328	глубоко и	4	2
329	даже не	3	2
330	с той	5	2
331	же о	4	2
332	или менее	2	2
333	является в	3	2
334	оно и	2	2
335	столько же	2	2
336	в их	2	2
337	казалось бы	3	2
338	иным как	2	2
339	у гоголя	9	2
340	так что	21	2
341	быть в	2	2
342	на основании	2	2
343	смысловом отношении	2	2
344	одновременно и	4	2
345	только потому	3	2
346	указывает на	13	2
347	в контексте	3	2
348	только с	5	2
349	себя не	3	2
350	другое дело	5	2
351	более или	2	2
352	жизнь в	3	2
353	своей собственной	3	2
354	например как	2	2
355	могут быть	2	2
356	бы она	2	2
357	мы его	2	2
358	в процессе	2	2
359	с нею	2	2
360	можно ли	8	2
361	что же	9	2
362	для них	4	2
363	именно к	3	2
364	когда она	2	2
365	у тургенева	2	2
366	и во	5	2
367	мертвых душ	2	2
368	все те	2	2
369	нами не	2	2
370	никто не	5	2
371	от тех	3	2
372	вовсе не	62	2
373	чем иным	2	2
374	одно и	4	2
375	себя но	2	2
376	и вообще	20	2
377	тут же	12	2
378	но все	5	2
379	в смысловом	2	2
380	какой бы	2	2
381	другой стороны	11	2
382	однако для	2	2
383	это в	2	2
384	сознания и	2	2
385	и еще	2	2
386	есть своя	2	2
387	нас в	5	2
388	его как	3	2
389	по мнению	2	2
390	бы в	3	2
391	это за	3	2
392	мы можем	11	2
393	то чтобы	2	2
394	но также	2	2
395	в некотором	2	2
396	на первый	6	2
397	слова и	3	2
398	все это	9	2
399	тем что	8	2
400	не есть	57	2
401	и наконец	2	2
402	как о	6	2
403	и есть	9	2
404	одним из	2	2
405	себе не	2	2
406	что иное	6	2
407	себе и	4	2
408	во всех	4	2
409	и более	6	2
410	и прочих	2	2
411	сами по	8	2
412	есть в	6	2
413	ни с	5	2
414	и является	6	2
415	но уже	4	2
416	о самом	2	2
417	всей его	2	2
418	и событий	2	2
419	он может	2	2
420	первый взгляд	3	2
421	себе но	2	2
422	когда он	2	2
423	того же	2	2
424	или иначе	2	2
425	будто бы	7	2
426	это то	3	2
427	зрения на	2	2
428	чего же	4	2
429	со своим	2	2
430	из которых	6	2
431	том смысле	4	2
432	таком случае	7	2
433	в настоящем	3	2
434	иное как	6	2
435	новое и	3	2
436	раз и	6	2
437	к их	2	2
438	еще более	3	2
439	в других	2	2
440	из него	2	2
441	с собой	6	2
442	это и	11	2
443	как только	3	2
444	ни от	4	2
445	дело здесь	4	2
446	если же	4	2
447	один и	2	2
448	но с	2	2
449	своих героев	2	2
450	однако не	4	2
451	и всякий	5	2
452	мы будем	3	2
453	мы и	5	2
454	и сами	3	2
455	не можем	5	2
456	ясно что	11	2
